seed,run_id,layer,filtered_gradient_norm,filter_gradient_norm_ratio,parameter_update_norm,gradient_norm_into_adam,adam_first_moment_norm,adam_second_moment_sqrt_norm,adam_normalized_update_norm,signal_retention,noise_retention,cosine_filtered,snr_gain_db,relmse_filtered,beta_train,gamma_model_raw
123,dp_adam,conv1,8.917816869827906,,0.008815601500622975,8.917816869827908,1.240677984036673,0.42971505921978564,8.815605668787576,1.0,1.0,0.046453061598199924,0.0,122026.95345020731,,
123,dp_adam,conv2,46.578222055601856,,0.0475336201488935,46.57822205560186,6.5026434594263485,2.2507620720064283,47.5336211028098,1.0,1.0,0.0004064774768268247,0.0,148317.0319683955,,
123,dp_adam,fc1,306.38900359471495,,0.3125622653641996,306.38900359471495,43.22633748481695,14.881027124253553,312.56225153066083,1.0,1.0,0.0013327145469373249,0.0,435605.95760220755,,
123,dp_adam,fc2,24.597201539706905,,0.025004043272538024,24.597201539706905,3.428329445344869,1.189711131083081,25.00404176526333,1.0,1.0,0.010587935144397325,0.0,25573.749850323107,,
123,dp_fisher_wiener_adaptive_beta_adam,conv1,0.049023464304879014,0.005342151427225564,0.0091495389692701,0.049023464304879014,0.006316756808143838,0.00195066889951613,9.149538684364153,0.0002162636930690611,5.7048329690460486e-05,0.08334171079733213,5.40353285060557,11.434793635151266,560.2290526494506,24350.1994898798
123,dp_fisher_wiener_adaptive_beta_adam,conv2,0.000728938613061125,1.5661304159887846e-05,0.046044555610630075,0.000728938613061125,9.222068743486235e-05,3.461277322917823e-05,46.04455547063712,1.4705833491668818e-08,2.4746639465607484e-10,0.07169542093688552,17.748939739482964,0.9989182351345477,1.0,6580.842407113376
123,dp_fisher_wiener_adaptive_beta_adam,fc1,1.3257115335195038,0.004327327724323125,0.30660476135851766,1.3257115335195038,0.14549885120494577,0.052014116929177304,306.6047626144011,0.13593107419972203,3.161537599230112e-05,0.07903420295186768,36.65422852651987,22.055882040545782,53.40018165462298,4.383361379931419
123,dp_fisher_wiener_adaptive_beta_adam,fc2,0.12530730544834615,0.0050803556440206996,0.027265826276514575,0.12530730544834615,0.018828911745754774,0.005355274663519675,27.265825570157276,0.00582834690604545,3.0152410202385797e-05,-0.04364288471117957,18.37648622243651,1.3821498356969846,1.0,14.373658141948967
123,dp_fisher_wiener_beta1_adam,conv1,9.395370352171067e-05,1.0544830154544519e-05,0.008323821448479974,9.395370352171067e-05,1.4098072559045435e-05,4.728076238014508e-06,8.323822213555912,3.8946455921604145e-10,1.1186806483787953e-10,0.08202978190675203,5.411461788736975,0.9994298084053086,1.0,50392.455699576516
123,dp_fisher_wiener_beta1_adam,conv2,0.000728781009146625,1.5657972597183976e-05,0.04604102122464445,0.000728781009146625,9.219023799181236e-05,3.460987187444003e-05,46.041021124039545,1.501410981263624e-08,2.474663920615567e-10,0.06098816774944235,17.85954090861334,0.999124619735865,1.0,6580.842407113376
123,dp_fisher_wiener_beta1_adam,fc1,0.23742983813738716,0.000774958990109175,0.29185331474306786,0.23742983813738716,0.0277392854144374,0.010539155979139351,291.8533161336985,0.002822320891093075,6.415529551621535e-07,0.0898864972300155,36.74194437251343,1.2827782787905357,1.0,7.935275083039827
123,dp_fisher_wiener_beta1_adam,fc2,0.12529417256484326,0.005079737713377775,0.027260911787937575,0.12529417256484326,0.018820727527458725,0.00535496012554835,27.26091132638323,0.00578922345439235,3.015241482332124e-05,-0.04439423924771142,18.361742028776725,1.3631882724627173,1.0,14.373658141948967
