seed,run_id,status,accuracy_auc,final_accuracy,late_mean_accuracy,final_test_loss,T50,T70,T80,T85,T90
123,dp_adam,completed,0.09375,0.09375,0.09375,2.304112046957016,,,,,
123,dp_fisher_wiener_beta1_adam,completed,0.09375,0.09375,0.09375,2.3896650671958923,,,,,
123,dp_fisher_wiener_adaptive_beta_adam,completed,0.09375,0.09375,0.09375,2.346565991640091,,,,,
