cos_dp_adam_noisy,cos_syn_adam_noisy,cos_syn_dp_noisy,alignment_advantage_noisy,cos_dp_adam_current_noise_off,cos_syn_adam_current_noise_off,cos_syn_dp_current_noise_off,alignment_advantage_current_noise_off,norm_ratio_dp_adam,norm_ratio_syn_adam,noise_degradation_dp,noise_degradation_syn,clip_cosine_dp,clip_cosine_syn,adam_direction_norm,dp_direction_norm,syn_direction_norm,loss_progress_adam,loss_progress_dp,loss_progress_syn,candidate_loss_adam,candidate_loss_dp,candidate_loss_syn,seed,trajectory,step,syn_refresh,batch_hash,noise_hash,reference_update_norm
0.022853870394317643,0.03185067368134481,0.79722930948224,0.008996803287027167,0.9061738329757077,0.4676341524173165,0.4695167851826468,-0.43853968055839126,1.0870130049036273,0.004546238202222628,0.8833199625813901,0.4357834787359717,0.9747186161853122,0.9296056338330861,418.46115908545534,454.87272197293566,1.9024241075806576,0.19670303544106257,0.020480382381183007,0.02234017932604573,2.224404811859131,2.2974014282226562,2.3024673461914062,42,adam,1,True,365f125372508b68c99ac52bbe277d4f02b1bca725c340fa000320eb35bdc3e7,87bcec29b4385eb2c3a1d9f4e7e128db4ab15d48e850d0ab37a3c32bf8098479,0.4184611501541634
0.034181872459441764,0.03030854438740381,0.6578894025638838,-0.0038733280720379543,0.09986749667474863,0.3800539420621578,0.09335359171230447,0.28018644538740917,1.01289274426554,0.0059972557642803985,0.06568562421530687,0.349745397674754,0.9848161645704564,0.9630450667803855,318.0398777314304,322.1402845412653,1.9073664899958542,,,,,,,42,adam,2,False,1dbfb64c7f28e70a87ee2564f8091689c7599860a414afe9d224b7ef17460956,ae3f050d2990fddaa2bc6d2ca0933580e56fb085dee621bde0d6f02b393e48bb,0.31803989405528993
0.041224988489383295,0.025376305729906956,0.5868132622459655,-0.01584868275947634,0.06628274989506426,0.40553189846552384,0.05680372149294247,0.33924914857045957,0.9410542742299386,0.006797132403998958,0.025057761405680966,0.3801555927356169,0.9867509675420015,0.9687056481995229,280.19613856593895,263.679773820201,1.904530252921926,,,,,,,42,adam,3,False,e30266baa9027f5979bfd36e55124c91ed93fd846bc06dba69dba2cc2086279a,d5d47fe8853f0660e0b1b65c9d46a9459118954ab11e2d499ebfc8f52cba03c5,0.28019613396767346
0.05177643578701732,0.03341449883859183,0.5412549264092237,-0.018361936948425493,0.07276591033059412,0.43418348710620014,0.06626062046988726,0.36141757677560604,0.8458995150136037,0.007015565807774523,0.020989474543576803,0.4007689882676083,0.986171877500121,0.9752870761400162,271.00693468897856,229.24463461873034,1.9012669846737813,,,,,,,42,adam,4,False,f8a12503f3f4a8e289f8fbc13ae061510696397b196495fc30250632ed31fc9b,bb034a55ac7da3fa3c2780952d6749a7bafebb374db3f9ce317ad3a28d67c392,0.27100693596476155
0.060914390014577775,0.02577871706225463,0.5119465690106668,-0.035135672952323144,0.07649383885931568,0.4432567670393184,0.07140755643392219,0.36676292818000267,0.7948125692531178,0.007354773135043789,0.015579448844737907,0.4174780499770637,0.9905558020913926,0.9567644428704006,259.22663217382853,206.0365855369136,1.906553070199952,,,,,,,42,adam,5,False,33c3b78c677817922687626794cec3c5ee2431fe34ab1e7c962626cbdf890456,53fddc6591757282bf25e8fe9dab0becaad89809769e0eeef1b35c05a6f51056,0.2592266560229255
0.06741811045580887,0.02519805816397976,0.4919267210250976,-0.04222005229182911,0.08263416442389279,0.43308774300293507,0.07680642601459577,0.35045357857904225,0.7415366535999456,0.007451026553113271,0.015216053968083926,0.4078896848389553,0.9903109391229572,0.9567633502853682,255.11590848559618,189.17779705851896,1.9008754082477923,,,,,,,42,adam,6,False,0a6f97f3bf97c9b31ed4f24a479f1d784047c6a545a5e9cdc27d7c1ce831afe8,40a30e2ca390d2855c469165fff3a800e3ccf7d76af28d6a1d55332101ef2aed,0.255115911734939
0.07301398302493288,0.023306228849838517,0.47939483606809485,-0.04970775417509436,0.08882814972150575,0.4223940171075963,0.08169878801166043,0.3335658673860905,0.7050415138546722,0.007613999413045338,0.015814166696572873,0.39908778825775776,0.9848247019261629,0.9672725219039582,250.3733183657712,176.52358340942112,1.9063422990791956,,,,,,,42,adam,7,False,f393acdb7da163715c19a38fcae0d8c94d0bcc1423103592b5c2a124bb914ab2,afe5319f0d9157f8344f294c98a0fec28b5c239d3b266ae71bb5354d6a550015,0.25037330885076203
0.07677163281292367,0.023971001805774998,0.46518778248488024,-0.05280063100714867,0.08969138868819065,0.43631855410564235,0.0855556917204709,0.3466271654174517,0.6592430627201059,0.007530984696425385,0.012919755875266989,0.41234755229986736,0.9843944728287727,0.9201829609385009,252.30199884868813,166.3283424514138,1.9000824922070054,,,,,,,42,adam,8,False,75853206b7a27d5f11210a1dc173e6f8f87e589da69b2de7e8c8bcf7922b1508,63c07ff00deb47f6b008a361a421b1dbacde87bbd845cc32151971ed599e436f,0.25230199281400023
0.0803086570361608,0.021274203470155132,0.4602096638064983,-0.059034453566005674,0.09304537404341966,0.38493782510578034,0.08642993750219596,0.29189245106236067,0.6359612767869226,0.0076596461046439775,0.012736717007258855,0.3636636216356252,0.9856572694649763,0.9380272863497087,248.9982658740263,158.35325508297538,1.907238597265091,,,,,,,42,adam,9,False,9eb39b84fdee49292aa72a571277474e28cfec00776e05e1edbebb074c24573a,c6cff9249b4ca64e5b585325a816267fd79da5550f83d10e142b9021bf87f2f9,0.24899826927237909
0.07975233322786526,0.018435784129299214,0.45069237407102086,-0.06131654909856605,0.09195569976423928,0.35337357350773124,0.0752830395879509,0.26141787374349196,0.624751513538835,0.007835521440944414,0.012203366536374022,0.33493778937843205,0.9718158870929146,0.9574565404949845,242.59907289211077,151.56413797246435,1.900890237199371,,,,,,,42,adam,10,False,508b4084b7c615e55e748c222bdf469b8667b740ad9a8ab2bde9dc323ce8d8be,23e4083db243015d6dfd9934ecb1875a9335ecba5da129e524ef70fa42bd45ff,0.24259907739757233
