seed,run_id,method,config_fingerprint,step,refresh_index,refresh_time,diagnostic_spectrum_time,active_state_bytes,measurement_only
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,3e67cd62a3399a0984603c0f797375b4acfeb07deb6eaa48020a8ac3e16af8af,0,0,0.045309034176170826,0.004726375453174114,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,3e67cd62a3399a0984603c0f797375b4acfeb07deb6eaa48020a8ac3e16af8af,2,1,0.04360991716384888,0.004683653824031353,10905008,False
