pair,metric,seed,delta,mean,std,n
syn_diag - dp_sgd,late_norm_cv,91,-0.0013873337411949294,,,
syn_diag - dp_sgd,late_norm_cv,all,,0.11110477965612657,0.09932094431220594,3
syn_diag - dp_sgd,late_norm_cv_iqr,42,0.0874476313824093,,,
syn_diag - dp_sgd,late_norm_cv_iqr,7,0.09839434660174451,,,
syn_diag - dp_sgd,late_norm_cv_iqr,91,0.10354606715195325,,,
syn_diag - dp_sgd,late_norm_cv_iqr,all,,0.09646268171203569,0.008221216788963382,3
syn_diag - dp_sgd,late_norm_cv_q25,42,0.14754766089129467,,,
syn_diag - dp_sgd,late_norm_cv_q25,7,0.10497505839658938,,,
syn_diag - dp_sgd,late_norm_cv_q25,91,-0.05673216288022709,,,
syn_diag - dp_sgd,late_norm_cv_q25,all,,0.06526351880255232,0.10777437720872052,3
syn_diag - dp_sgd,late_norm_cv_q75,42,0.23499529227370397,,,
syn_diag - dp_sgd,late_norm_cv_q75,7,0.2033694049983339,,,
syn_diag - dp_sgd,late_norm_cv_q75,91,0.04681390427172616,,,
syn_diag - dp_sgd,late_norm_cv_q75,all,,0.161726200514588,0.1007654507127519,3
syn_diag - dp_sgd,late_shape_error,42,0.11253052030485577,,,
syn_diag - dp_sgd,late_shape_error,7,0.10295062999298732,,,
syn_diag - dp_sgd,late_shape_error,91,0.07255181960941526,,,
syn_diag - dp_sgd,late_shape_error,all,,0.09601098996908612,0.02087326232456016,3
syn_diag - dp_sgd,late_shape_error_iqr,42,-0.04881262411255294,,,
syn_diag - dp_sgd,late_shape_error_iqr,7,-0.025792122399290407,,,
syn_diag - dp_sgd,late_shape_error_iqr,91,-0.035353923600619064,,,
syn_diag - dp_sgd,late_shape_error_iqr,all,,-0.03665289003748747,0.011565092309863495,3
syn_diag - dp_sgd,late_shape_error_q25,42,0.12612058827073036,,,
syn_diag - dp_sgd,late_shape_error_q25,7,0.10490911112859214,,,
syn_diag - dp_sgd,late_shape_error_q25,91,0.09127314761560157,,,
syn_diag - dp_sgd,late_shape_error_q25,all,,0.10743428233830803,0.017560421329853228,3
syn_diag - dp_sgd,late_shape_error_q75,42,0.07730796415817742,,,
syn_diag - dp_sgd,late_shape_error_q75,7,0.07911698872930173,,,
syn_diag - dp_sgd,late_shape_error_q75,91,0.055919224014982505,,,
syn_diag - dp_sgd,late_shape_error_q75,all,,0.07078139230082055,0.01290275850708524,3
syn_diag - dp_sgd,late_snr,42,0.003182355471817,,,
syn_diag - dp_sgd,late_snr,7,0.0029411178719622004,,,
syn_diag - dp_sgd,late_snr,91,0.002473287189899198,,,
syn_diag - dp_sgd,late_snr,all,,0.002865586844559466,0.0003605179041058159,3
syn_diag - dp_sgd,late_snr_iqr,42,-0.00032516164735639855,,,
syn_diag - dp_sgd,late_snr_iqr,7,0.00026910551115680303,,,
syn_diag - dp_sgd,late_snr_iqr,91,0.0003138179731182987,,,
syn_diag - dp_sgd,late_snr_iqr,all,,8.592061230623439e-05,0.00035670894188493063,3
syn_diag - dp_sgd,late_snr_q25,42,0.0026052123517955987,,,
syn_diag - dp_sgd,late_snr_q25,7,0.0029761885020905994,,,
syn_diag - dp_sgd,late_snr_q25,91,0.0025739876506689005,,,
syn_diag - dp_sgd,late_snr_q25,all,,0.0027184628348516995,0.00022374234099833455,3
syn_diag - dp_sgd,late_snr_q75,42,0.0022800507044392,,,
syn_diag - dp_sgd,late_snr_q75,7,0.0032452940132474024,,,
syn_diag - dp_sgd,late_snr_q75,91,0.002887805623787199,,,
syn_diag - dp_sgd,late_snr_q75,all,,0.002804383447157934,0.0004879990839795961,3
syn_diag - dp_sgd,mean_refresh_time,42,0.542216069297865,,,
syn_diag - dp_sgd,mean_refresh_time,7,0.5302861206000671,,,
syn_diag - dp_sgd,mean_refresh_time,91,0.5372204389423132,,,
syn_diag - dp_sgd,mean_refresh_time,all,,0.5365742096134151,0.0059911708573674345,3
syn_diag - dp_sgd,number_of_refreshes,42,24.0,,,
syn_diag - dp_sgd,number_of_refreshes,7,24.0,,,
syn_diag - dp_sgd,number_of_refreshes,91,24.0,,,
syn_diag - dp_sgd,number_of_refreshes,all,,24.0,0.0,3
syn_diag - dp_sgd,oracle_A_diag_new_conv1,42,-1.5344037732229991,,,
syn_diag - dp_sgd,oracle_A_diag_new_conv1,7,-1.2659830172361317,,,
syn_diag - dp_sgd,oracle_A_diag_new_conv1,91,-0.5686621285553288,,,
syn_diag - dp_sgd,oracle_A_diag_new_conv1,all,,-1.123016306338153,0.4984915660069825,3
syn_diag - dp_sgd,oracle_A_diag_new_conv2,42,-1.721208203975473,,,
syn_diag - dp_sgd,oracle_A_diag_new_conv2,7,-2.423981609213418,,,
syn_diag - dp_sgd,oracle_A_diag_new_conv2,91,-1.3163993960602782,,,
syn_diag - dp_sgd,oracle_A_diag_new_conv2,all,,-1.8205297364163897,0.5604312311319836,3
syn_diag - dp_sgd,oracle_A_diag_new_fc1,42,1.1065796496754245,,,
syn_diag - dp_sgd,oracle_A_diag_new_fc1,7,1.8460514226587463,,,
syn_diag - dp_sgd,oracle_A_diag_new_fc1,91,1.7893701564911026,,,
syn_diag - dp_sgd,oracle_A_diag_new_fc1,all,,1.5806670762750912,0.41154873044211004,3
syn_diag - dp_sgd,oracle_A_diag_new_fc2,42,0.33144512210194854,,,
syn_diag - dp_sgd,oracle_A_diag_new_fc2,7,0.3907987699121236,,,
syn_diag - dp_sgd,oracle_A_diag_new_fc2,91,0.5049780145482465,,,
syn_diag - dp_sgd,oracle_A_diag_new_fc2,all,,0.40907396885410624,0.08819809160334133,3
syn_diag - dp_sgd,oracle_A_diag_old_conv1,42,-1.5471042876928365,,,
syn_diag - dp_sgd,oracle_A_diag_old_conv1,7,-1.2537867205827329,,,
syn_diag - dp_sgd,oracle_A_diag_old_conv1,91,-0.5754196571740493,,,
syn_diag - dp_sgd,oracle_A_diag_old_conv1,all,,-1.1254368884832064,0.49839544023454957,3
syn_diag - dp_sgd,oracle_A_diag_old_conv2,42,-1.7082182358419271,,,
syn_diag - dp_sgd,oracle_A_diag_old_conv2,7,-2.4034811999179206,,,
syn_diag - dp_sgd,oracle_A_diag_old_conv2,91,-1.30478683228089,,,
syn_diag - dp_sgd,oracle_A_diag_old_conv2,all,,-1.8054954226802458,0.5557692566872664,3
syn_diag - dp_sgd,oracle_A_diag_old_fc1,42,1.1785411014242033,,,
syn_diag - dp_sgd,oracle_A_diag_old_fc1,7,1.8749484284067943,,,
syn_diag - dp_sgd,oracle_A_diag_old_fc1,91,1.8246499932315512,,,
syn_diag - dp_sgd,oracle_A_diag_old_fc1,all,,1.6260465076875164,0.38836619268602557,3
syn_diag - dp_sgd,oracle_A_diag_old_fc2,42,0.3413376736098268,,,
syn_diag - dp_sgd,oracle_A_diag_old_fc2,7,0.43282200528054915,,,
syn_diag - dp_sgd,oracle_A_diag_old_fc2,91,0.5355283633175478,,,
syn_diag - dp_sgd,oracle_A_diag_old_fc2,all,,0.4365626807359746,0.0971493720099992,3
syn_diag - dp_sgd,oracle_A_diag_raw_conv1,42,-0.7485090332418389,,,
syn_diag - dp_sgd,oracle_A_diag_raw_conv1,7,0.3632189231432048,,,
syn_diag - dp_sgd,oracle_A_diag_raw_conv1,91,-0.15201588571282665,,,
syn_diag - dp_sgd,oracle_A_diag_raw_conv1,all,,-0.17910199860382026,0.5563587020849716,3
syn_diag - dp_sgd,oracle_A_diag_raw_conv2,42,-0.6271918007335371,,,
syn_diag - dp_sgd,oracle_A_diag_raw_conv2,7,-0.16605197815884054,,,
syn_diag - dp_sgd,oracle_A_diag_raw_conv2,91,-0.9111349757616298,,,
syn_diag - dp_sgd,oracle_A_diag_raw_conv2,all,,-0.5681262515513358,0.3760368634247656,3
syn_diag - dp_sgd,oracle_A_diag_raw_fc1,42,-0.2979799263989982,,,
syn_diag - dp_sgd,oracle_A_diag_raw_fc1,7,-0.2506868683207024,,,
syn_diag - dp_sgd,oracle_A_diag_raw_fc1,91,-0.2815842891696754,,,
syn_diag - dp_sgd,oracle_A_diag_raw_fc1,all,,-0.27675036129645864,0.024014234937050568,3
syn_diag - dp_sgd,oracle_A_diag_raw_fc2,42,0.043179150551198475,,,
syn_diag - dp_sgd,oracle_A_diag_raw_fc2,7,0.12064913670054978,,,
syn_diag - dp_sgd,oracle_A_diag_raw_fc2,91,0.13263710553386687,,,
syn_diag - dp_sgd,oracle_A_diag_raw_fc2,all,,0.09882179759520504,0.04855930370933118,3
syn_diag - dp_sgd,oracle_R_diag_new_conv1,42,-0.3969801991370603,,,
syn_diag - dp_sgd,oracle_R_diag_new_conv1,7,-0.4703300565610302,,,
syn_diag - dp_sgd,oracle_R_diag_new_conv1,91,-0.23230634881053058,,,
syn_diag - dp_sgd,oracle_R_diag_new_conv1,all,,-0.36653886816954034,0.1218967896875442,3
syn_diag - dp_sgd,oracle_R_diag_new_conv2,42,-0.4244672651625816,,,
syn_diag - dp_sgd,oracle_R_diag_new_conv2,7,-0.5079174982962592,,,
syn_diag - dp_sgd,oracle_R_diag_new_conv2,91,-0.2372929351957913,,,
syn_diag - dp_sgd,oracle_R_diag_new_conv2,all,,-0.38989256621821067,0.13858560853728713,3
syn_diag - dp_sgd,oracle_R_diag_new_fc1,42,0.12662275817805413,,,
syn_diag - dp_sgd,oracle_R_diag_new_fc1,7,0.20159574429662408,,,
syn_diag - dp_sgd,oracle_R_diag_new_fc1,91,0.19400699012866696,,,
syn_diag - dp_sgd,oracle_R_diag_new_fc1,all,,0.17407516420111505,0.04126978828984337,3
syn_diag - dp_sgd,oracle_R_diag_new_fc2,42,0.017260716597705006,,,
syn_diag - dp_sgd,oracle_R_diag_new_fc2,7,0.02123785994810179,,,
syn_diag - dp_sgd,oracle_R_diag_new_fc2,91,0.02896777605889378,,,
syn_diag - dp_sgd,oracle_R_diag_new_fc2,all,,0.022488784201566858,0.005952933640053679,3
syn_diag - dp_sgd,oracle_R_diag_old_conv1,42,-0.39546529337956127,,,
syn_diag - dp_sgd,oracle_R_diag_old_conv1,7,-0.4696767133251418,,,
syn_diag - dp_sgd,oracle_R_diag_old_conv1,91,-0.2299473660561384,,,
syn_diag - dp_sgd,oracle_R_diag_old_conv1,all,,-0.3650297909202805,0.12272848016237825,3
syn_diag - dp_sgd,oracle_R_diag_old_conv2,42,-0.4187500731632283,,,
syn_diag - dp_sgd,oracle_R_diag_old_conv2,7,-0.5001580335335791,,,
syn_diag - dp_sgd,oracle_R_diag_old_conv2,91,-0.2335355795981866,,,
syn_diag - dp_sgd,oracle_R_diag_old_conv2,all,,-0.38414789543166467,0.1366377190363542,3
syn_diag - dp_sgd,oracle_R_diag_old_fc1,42,0.13354473521108812,,,
syn_diag - dp_sgd,oracle_R_diag_old_fc1,7,0.20437419267260948,,,
syn_diag - dp_sgd,oracle_R_diag_old_fc1,91,0.19738673643987426,,,
syn_diag - dp_sgd,oracle_R_diag_old_fc1,all,,0.17843522144119062,0.03903297262100805,3
syn_diag - dp_sgd,oracle_R_diag_old_fc2,42,0.01806484908340278,,,
syn_diag - dp_sgd,oracle_R_diag_old_fc2,7,0.024646503329728287,,,
syn_diag - dp_sgd,oracle_R_diag_old_fc2,91,0.030906926659746148,,,
syn_diag - dp_sgd,oracle_R_diag_old_fc2,all,,0.024539426357625738,0.006421708357413259,3
syn_diag - dp_sgd,oracle_R_full_new_conv1,42,-0.04937904345408828,,,
syn_diag - dp_sgd,oracle_R_full_new_conv1,7,-0.10297874605727075,,,
syn_diag - dp_sgd,oracle_R_full_new_conv1,91,-0.002638125814228398,,,
syn_diag - dp_sgd,oracle_R_full_new_conv1,all,,-0.051665305108529146,0.05020936428549993,3
syn_diag - dp_sgd,oracle_R_full_new_conv2,42,0.030816756857005245,,,
syn_diag - dp_sgd,oracle_R_full_new_conv2,7,0.03244888369724319,,,
syn_diag - dp_sgd,oracle_R_full_new_conv2,91,0.019963024380990735,,,
syn_diag - dp_sgd,oracle_R_full_new_conv2,all,,0.02774288831174639,0.006786801278324046,3
syn_diag - dp_sgd,oracle_R_full_new_fc1,42,-0.00804263834403618,,,
syn_diag - dp_sgd,oracle_R_full_new_fc1,7,-0.0007978318134447271,,,
syn_diag - dp_sgd,oracle_R_full_new_fc1,91,0.0030852949574966537,,,
syn_diag - dp_sgd,oracle_R_full_new_fc1,all,,-0.0019183917333280842,0.005647961206610541,3
syn_diag - dp_sgd,oracle_R_full_new_fc2,42,-0.013144561234502472,,,
syn_diag - dp_sgd,oracle_R_full_new_fc2,7,0.020633113556610017,,,
syn_diag - dp_sgd,oracle_R_full_new_fc2,91,0.011044547452296438,,,
syn_diag - dp_sgd,oracle_R_full_new_fc2,all,,0.006177699924801328,0.017406822863907503,3
syn_diag - dp_sgd,oracle_R_full_old_conv1,42,-0.04774609679773234,,,
syn_diag - dp_sgd,oracle_R_full_old_conv1,7,-0.10104016485075418,,,
syn_diag - dp_sgd,oracle_R_full_old_conv1,91,-0.0025647372906580923,,,
syn_diag - dp_sgd,oracle_R_full_old_conv1,all,,-0.05045033297971487,0.04929337813826407,3
syn_diag - dp_sgd,oracle_R_full_old_conv2,42,0.03086014147654015,,,
syn_diag - dp_sgd,oracle_R_full_old_conv2,7,0.03069209065445877,,,
syn_diag - dp_sgd,oracle_R_full_old_conv2,91,0.01994997794495479,,,
syn_diag - dp_sgd,oracle_R_full_old_conv2,all,,0.027167403358651237,0.006251038511431845,3
syn_diag - dp_sgd,oracle_R_full_old_fc1,42,-0.01450901675756966,,,
syn_diag - dp_sgd,oracle_R_full_old_fc1,7,-0.006426003710264361,,,
syn_diag - dp_sgd,oracle_R_full_old_fc1,91,0.0038635161198761203,,,
syn_diag - dp_sgd,oracle_R_full_old_fc1,all,,-0.0056905014493193,0.00920832307019568,3
syn_diag - dp_sgd,oracle_R_full_old_fc2,42,-0.02151282746464478,,,
syn_diag - dp_sgd,oracle_R_full_old_fc2,7,0.025460988319480293,,,
syn_diag - dp_sgd,oracle_R_full_old_fc2,91,0.011185260063290015,,,
syn_diag - dp_sgd,oracle_R_full_old_fc2,all,,0.005044473639375176,0.02408146145395524,3
syn_diag - dp_sgd,oracle_S_full_new_conv1,42,0.05234689515612434,,,
syn_diag - dp_sgd,oracle_S_full_new_conv1,7,-0.26548992287769124,,,
syn_diag - dp_sgd,oracle_S_full_new_conv1,91,0.16803966570468631,,,
syn_diag - dp_sgd,oracle_S_full_new_conv1,all,,-0.015034454005626863,0.2244819830303643,3
syn_diag - dp_sgd,oracle_S_full_new_conv2,42,-0.19641654895338334,,,
syn_diag - dp_sgd,oracle_S_full_new_conv2,7,-0.04617519038901108,,,
syn_diag - dp_sgd,oracle_S_full_new_conv2,91,-0.012401732706209145,,,
syn_diag - dp_sgd,oracle_S_full_new_conv2,all,,-0.08499782401620119,0.09795795430149405,3
syn_diag - dp_sgd,oracle_S_full_new_fc1,42,-0.11639879919256302,,,
syn_diag - dp_sgd,oracle_S_full_new_fc1,7,0.06763629462432164,,,
syn_diag - dp_sgd,oracle_S_full_new_fc1,91,0.01569740372935513,,,
syn_diag - dp_sgd,oracle_S_full_new_fc1,all,,-0.011021700279628751,0.09488235783500301,3
syn_diag - dp_sgd,oracle_S_full_new_fc2,42,-0.02786184982933193,,,
syn_diag - dp_sgd,oracle_S_full_new_fc2,7,0.21506315806942666,,,
syn_diag - dp_sgd,oracle_S_full_new_fc2,91,0.1027449551759787,,,
syn_diag - dp_sgd,oracle_S_full_new_fc2,all,,0.09664875447202448,0.12157718788045786,3
syn_diag - dp_sgd,oracle_S_full_old_conv1,42,0.04902645904299874,,,
syn_diag - dp_sgd,oracle_S_full_old_conv1,7,-0.26324403864270884,,,
syn_diag - dp_sgd,oracle_S_full_old_conv1,91,0.16848722023728868,,,
syn_diag - dp_sgd,oracle_S_full_old_conv1,all,,-0.015243453120807141,0.2229258535493009,3
syn_diag - dp_sgd,oracle_S_full_old_conv2,42,-0.19250536007800712,,,
syn_diag - dp_sgd,oracle_S_full_old_conv2,7,-0.04342876923473682,,,
syn_diag - dp_sgd,oracle_S_full_old_conv2,91,-0.0027406292136991084,,,
syn_diag - dp_sgd,oracle_S_full_old_conv2,all,,-0.07955825284214768,0.09990829775000894,3
syn_diag - dp_sgd,oracle_S_full_old_fc1,42,-0.11959751988003475,,,
syn_diag - dp_sgd,oracle_S_full_old_fc1,7,0.03509553003547339,,,
syn_diag - dp_sgd,oracle_S_full_old_fc1,91,-0.04720042251505063,,,
syn_diag - dp_sgd,oracle_S_full_old_fc1,all,,-0.043900804119870664,0.07739929285339647,3
syn_diag - dp_sgd,oracle_S_full_old_fc2,42,-0.199308966254506,,,
syn_diag - dp_sgd,oracle_S_full_old_fc2,7,0.22411543788861543,,,
syn_diag - dp_sgd,oracle_S_full_old_fc2,91,0.12710639727335682,,,
syn_diag - dp_sgd,oracle_S_full_old_fc2,all,,0.050637622969155416,0.22182800001054764,3
syn_diag - dp_sgd,oracle_S_full_raw_conv1,42,0.3644682343911807,,,
syn_diag - dp_sgd,oracle_S_full_raw_conv1,7,0.5555668085729657,,,
syn_diag - dp_sgd,oracle_S_full_raw_conv1,91,0.2106983216806544,,,
syn_diag - dp_sgd,oracle_S_full_raw_conv1,all,,0.37691112154826695,0.17277062074742644,3
syn_diag - dp_sgd,oracle_S_full_raw_conv2,42,-0.48411632888059586,,,
syn_diag - dp_sgd,oracle_S_full_raw_conv2,7,-0.32376951222978256,,,
syn_diag - dp_sgd,oracle_S_full_raw_conv2,91,-0.2393310447833663,,,
syn_diag - dp_sgd,oracle_S_full_raw_conv2,all,,-0.3490722952979149,0.12433877895043473,3
syn_diag - dp_sgd,oracle_S_full_raw_fc1,42,-0.058785313198425726,,,
syn_diag - dp_sgd,oracle_S_full_raw_fc1,7,0.08559168399400008,,,
syn_diag - dp_sgd,oracle_S_full_raw_fc1,91,0.014906773214338642,,,
syn_diag - dp_sgd,oracle_S_full_raw_fc1,all,,0.013904381336637664,0.07219371802091089,3
syn_diag - dp_sgd,oracle_S_full_raw_fc2,42,0.005997474016144366,,,
syn_diag - dp_sgd,oracle_S_full_raw_fc2,7,0.051103035366494964,,,
syn_diag - dp_sgd,oracle_S_full_raw_fc2,91,0.06509603744595438,,,
syn_diag - dp_sgd,oracle_S_full_raw_fc2,all,,0.040732182276197904,0.030884073488324247,3
syn_diag - dp_sgd,oracle_private_delta_stale_diag_conv1,42,-0.005141407768785,,,
syn_diag - dp_sgd,oracle_private_delta_stale_diag_conv1,7,0.014816559508927199,,,
syn_diag - dp_sgd,oracle_private_delta_stale_diag_conv1,91,-0.01869233733591965,,,
syn_diag - dp_sgd,oracle_private_delta_stale_diag_conv1,all,,-0.003005728531925817,0.01685622692928967,3
syn_diag - dp_sgd,oracle_private_delta_stale_diag_conv2,42,0.013022343312591049,,,
syn_diag - dp_sgd,oracle_private_delta_stale_diag_conv2,7,0.0293627162284471,,,
syn_diag - dp_sgd,oracle_private_delta_stale_diag_conv2,91,0.0163179476703624,,,
syn_diag - dp_sgd,oracle_private_delta_stale_diag_conv2,all,,0.01956766907046685,0.00864132302607842,3
syn_diag - dp_sgd,oracle_private_delta_stale_diag_fc1,42,0.029682094630770952,,,
syn_diag - dp_sgd,oracle_private_delta_stale_diag_fc1,7,0.0319030555988062,,,
syn_diag - dp_sgd,oracle_private_delta_stale_diag_fc1,91,0.037656623532726904,,,
syn_diag - dp_sgd,oracle_private_delta_stale_diag_fc1,all,,0.03308059125410135,0.004115606937822323,3
syn_diag - dp_sgd,oracle_private_delta_stale_diag_fc2,42,0.04076162162585725,,,
syn_diag - dp_sgd,oracle_private_delta_stale_diag_fc2,7,0.06143016999388615,,,
syn_diag - dp_sgd,oracle_private_delta_stale_diag_fc2,91,0.04703451258250975,,,
syn_diag - dp_sgd,oracle_private_delta_stale_diag_fc2,all,,0.04974210140075105,0.010596957148959623,3
syn_diag - dp_sgd,oracle_private_delta_stale_full_conv1,42,0.00153648459583565,,,
syn_diag - dp_sgd,oracle_private_delta_stale_full_conv1,7,0.0088220371040552,,,
syn_diag - dp_sgd,oracle_private_delta_stale_full_conv1,91,0.0011012058402672,,,
syn_diag - dp_sgd,oracle_private_delta_stale_full_conv1,all,,0.003819909180052683,0.0043374335412576185,3
syn_diag - dp_sgd,oracle_private_delta_stale_full_conv2,42,0.00230301228554005,,,
syn_diag - dp_sgd,oracle_private_delta_stale_full_conv2,7,0.0013711366717501,,,
syn_diag - dp_sgd,oracle_private_delta_stale_full_conv2,91,0.00062170501099685,,,
syn_diag - dp_sgd,oracle_private_delta_stale_full_conv2,all,,0.0014319513227623335,0.0008423018189409754,3
syn_diag - dp_sgd,oracle_private_delta_stale_full_fc1,42,-0.03032993610578755,,,
syn_diag - dp_sgd,oracle_private_delta_stale_full_fc1,7,-0.0075810667748701,,,
syn_diag - dp_sgd,oracle_private_delta_stale_full_fc1,91,0.0029084193044992,,,
syn_diag - dp_sgd,oracle_private_delta_stale_full_fc1,all,,-0.011667527858719483,0.01699180510532934,3
syn_diag - dp_sgd,oracle_private_delta_stale_full_fc2,42,0.02165555489149265,,,
syn_diag - dp_sgd,oracle_private_delta_stale_full_fc2,7,-0.0656836912454412,,,
syn_diag - dp_sgd,oracle_private_delta_stale_full_fc2,91,-0.0095484491754733,,,
syn_diag - dp_sgd,oracle_private_delta_stale_full_fc2,all,,-0.017858861843140617,0.04425870759491484,3
syn_diag - dp_sgd,peak_cuda_memory,42,828928.0,,,
