seed,run_id,layer,step,interval_index,beta_train,gamma_model,sum_a,sum_a_H2,mean_H2,model_signal_retention,gamma_model_raw,model_noise_retention_after_raw
123,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,0,0,1.0,3.0922205570830834,0.0005024769404019488,5.255030123808915e-05,0.03376406272460929,0.10458251317175339,3.0922205570830834,0.3228461594641483
123,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,0,0,1.0,1.4765712428003757,0.004412557336648515,0.0020238650452847257,0.007516852804392273,0.45866033931740796,1.4765712428003757,0.016388713302700378
123,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,0,0,1.0,1.1654769421700852,0.05833867561549605,0.042948618032601374,0.0008168157751134447,0.736194601256825,1.1654769421700852,0.0011095106833423987
123,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,0,0,1.0,2.033698137121436,0.00019444873970717724,4.701453564901742e-05,0.0020132769508501313,0.2417836994974469,2.033698137121436,0.008326768740137463
123,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,50,1,0.13464373141915065,15.37955138531629,6.767852395546705e-05,2.8613009785066335e-07,0.0012940022277423521,0.004227782775507028,15.37955138531629,0.306071124382015
123,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,50,1,0.11915033731694513,2.921008328357958,0.0006733310091150803,7.891562949610583e-05,0.0014161278005068872,0.11720183450309239,2.921008328357958,0.012082812581483292
123,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,50,1,0.19472902299448222,1.1522664821759658,0.05985419535103986,0.04508050149185537,0.0010538980680911477,0.7531719577460192,1.1522664821759658,0.001399279483592428
123,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,50,1,7.417499677659432,1.055272291453776,0.009425957556921296,0.008464404512905446,0.011870252076134307,0.8979888209543442,1.055272291453776,0.013218708072021553
123,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,100,2,0.3751362148846527,6.257016181282884,0.0001885347867251204,4.815672429578662e-06,0.00789886059751578,0.025542620082095548,6.257016181282884,0.3092423788995944
123,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,100,2,0.054367656624501215,3.4749562373107414,0.0004718929137486744,3.907912009649079e-05,0.0009389377970923459,0.08281353450733095,3.4749562373107414,0.01133797515923231
123,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,100,2,0.034873274961921066,1.1610723077629288,0.06029953960107638,0.04472964611509768,0.0012421564618942098,0.74179083971479,1.1610723077629288,0.0016745373431300452
123,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,100,2,1.368106583458983,1.0450627404891988,0.015959763844483443,0.014613079012526037,0.01930502647550648,0.9156200025840048,1.0450627404891988,0.021084103035129264
123,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,150,3,0.3202399946575424,7.130752253303578,0.00016096333925101885,3.1656017505290394e-06,0.006065182316315803,0.019666600887251424,7.130752253303578,0.3084001323404832
123,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,150,3,0.054367656624501215,2.8232161811376053,0.0006257414475129457,7.850668755465606e-05,0.0013870209342777464,0.12546186266977602,2.8232161811376053,0.011055319160440634
123,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,150,3,0.011522461886701016,1.1911075503823956,0.0492069579672359,0.03468363139129994,0.0011668269622479392,0.7048521758730502,1.1911075503823956,0.001655420813311208
123,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,150,3,0.3442400720128276,1.0460036026818036,0.01525678293228996,0.013944296433460006,0.019834238937472423,0.9139735745959808,1.0460036026818036,0.021701107656465986
123,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,200,4,0.0443563144823456,44.13686326826955,2.229467345517874e-05,1.1444535879040319e-08,0.00015583077466612647,0.0005133305003120337,44.13686326826955,0.3035681195085876
