seed,run_id,method,learning_rate,config_fingerprint,step,layer,r,dimension,trace_A,trace_G,trace_F,clean_signal_energy,noisy_gradient_energy,expected_noise_energy,noise_debiased_energy_raw,beta_oracle_step,beta_dp_step_raw,beta_dp_step_positive,beta_dp_step_negative,refresh_index,diagnostic_valid
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,conv1,1.7408297026122455e-05,160,3.1423261165618896,0.00016000015602912754,0.0005027726689443048,5.612965274815162e-05,0.002762521917765312,0.0027853275241795927,-2.2805606414280644e-05,0.11164022273925446,-0.04535967808705004,0.0,True,0,True
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,conv2,1.7408297026122455e-05,4640,19.253786087036133,0.00032000296050682664,0.006161268548816712,0.0008475366401196474,0.08190181340765737,0.08077449820120819,0.001127315206449181,0.13755878897413407,0.18296803613043044,0.18296803613043044,False,0,True
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,fc1,1.7408297026122455e-05,200832,47.267127990722656,0.0012827191967517138,0.06063045244902021,0.008834864903268479,3.5046737963806693,3.496143108350225,0.008530688030444544,0.14571662500287427,0.1406997257296964,0.1406997257296964,False,0,True
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,fc2,1.7408297026122455e-05,1290,1.6695542335510254,0.00011373194865882397,0.00018988165637334742,0.0007325941570435789,0.02363099971462527,0.022456703163697966,0.001174296550927302,3.858161820555979,6.184360160722356,6.184360160722356,False,0,True
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1,conv1,1.7408297026122455e-05,160,3.1423261165618896,0.00016000015602912754,0.0005027726689443048,3.845617293284117e-05,0.002897501970917599,0.0027853275241795927,0.00011217444673800644,0.07648819299105775,0.2231116639127269,0.2231116639127269,False,0,True
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1,conv2,1.7408297026122455e-05,4640,19.253786087036133,0.00032000296050682664,0.006161268548816712,0.000890962895950094,0.08459280184497572,0.08077449820120819,0.0038183036437675344,0.14460705435753254,0.6197268652574558,0.6197268652574558,False,0,True
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1,fc1,1.7408297026122455e-05,200832,47.267127990722656,0.0012827191967517138,0.06063045244902021,0.009421421417876944,3.517681609110003,3.496143108350225,0.021538500759778145,0.15539091392726684,0.3552422898029389,0.3552422898029389,False,0,True
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1,fc2,1.7408297026122455e-05,1290,1.6695542335510254,0.00011373194865882397,0.00018988165637334742,0.0011868194200719585,0.023592221867752255,0.022456703163697966,0.0011355187040542891,6.250311076591943,5.980139028393663,5.980139028393663,False,0,True
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,2,conv1,1.7408297026122455e-05,160,3.1423261165618896,0.00016000015602912754,0.0005027726689443048,1.7200025319208462e-05,0.0019531048724288548,0.0027853275241795927,-0.0008322226517507379,0.03421034272870114,-1.655266292613309,0.0,True,0,True
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,2,conv2,1.7408297026122455e-05,4640,19.253786087036133,0.00032000296050682664,0.006161268548816712,0.0006045876025581229,0.0813762446844912,0.08077449820120819,0.0006017464832830111,0.0981271304387853,0.09766600473835507,0.09766600473835507,False,0,True
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,2,fc1,1.7408297026122455e-05,200832,47.267127990722656,0.0012827191967517138,0.06063045244902021,0.007149196235684758,3.5153829724014,3.496143108350225,0.01923986405117528,0.11791428146929966,0.3173300424791106,0.3173300424791106,False,0,True
