seed,run_id,method,learning_rate,interval_index,start_step,end_step,n_steps,layer,trace_F,oracle_signal_energy_sum,noisy_energy_sum,expected_noise_energy_sum,noise_debiased_energy_sum,beta_oracle,beta_dp_raw,beta_dp_positive,beta_dp_negative,estimated_signal_energy_positive,estimated_energy_to_noise_ratio,oracle_estimator_sd,oracle_observability_snr,conditional_variance_sum,sample_count
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,0,0,49,50,conv1,0.025138633447215238,0.005273291600813634,0.14374857931908916,0.13926637620897964,0.004482203110109493,0.20976842722521935,0.17829939401920888,0.17829939401920888,False,0.004482203110109493,0.03218438816381226,0.09085025863831062,2.308946944885957,5.2159769915645455e-06,50
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,1,50,99,50,conv1,0.02513215111969551,0.02292691102242253,0.15536557333232007,0.13926637620897964,0.016099197123340455,0.9122542242098496,0.6405817411595887,0.6405817411595887,False,0.016099197123340455,0.11560002896224428,0.10101605008419283,9.030784940154481,6.445254793474511e-06,50
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,2,100,149,50,conv1,0.025133292368484383,0.009987719272930995,0.14894713115212538,0.13926637620897964,0.009680754943145775,0.3973900086983823,0.3851765539195673,0.3851765539195673,False,0.009680754943145775,0.06951250694244793,0.09368548679051121,4.241745676172865,5.544257620462105e-06,50
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,3,150,199,50,conv1,0.0251373068901016,0.0028596567823952266,0.1365748569373996,0.13926637620897964,-0.0026915192715800127,0.11376146199341994,-0.10707269809558878,0.0,True,0.0,0.0,0.08937930311072062,1.2727942373564505,5.047907904238068e-06,50
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,4,200,249,50,conv1,0.025137633554960653,0.0010973686334380722,0.14055848070315685,0.13926637620897964,0.0012921044941771919,0.043654412856277705,0.051401198579498285,0.051401198579498285,False,0.0012921044941771919,0.009277935775603253,0.0882850743302081,0.49447104356045735,4.925194162067421e-06,50
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,5,250,299,50,conv1,0.02513589919672654,0.0006793682503666619,0.13932855177512646,0.13926637620897964,6.21755661468432e-05,0.0270278077203276,0.0024735763642360705,0.0024735763642360705,False,6.21755661468432e-05,0.00044645066410787946,0.08802988968684314,0.30702989408695225,4.896087462765264e-06,50
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,6,300,349,50,conv1,0.02513781237651405,0.0003697080278625752,0.1342906406310655,0.13926637620897964,-0.00497573557791409,0.014707247485385358,-0.19793828927464105,0.0,True,0.0,0.0,0.08782914666353166,0.16745292464791336,4.8745248342431575e-06,50
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,7,350,399,50,conv1,0.02514151924362419,0.0002764355553698293,0.13801037901514437,0.13926637620897964,-0.001255997193835318,0.010995181026696804,-0.04995709215758053,0.0,True,0.0,0.0,0.08775767409276253,0.12529025107996633,4.8680299746211e-06,50
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,8,400,449,50,conv1,0.025141092993520228,0.00023539535393623165,0.1367292381606085,0.13926637620897964,-0.0025371380483711664,0.00936297216659998,-0.10091598042396482,0.0,True,0.0,0.0,0.0877333988273369,0.10672072764910684,4.865172214554828e-06,50
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,9,450,499,50,conv1,0.025135437781544784,0.0001779096106327816,0.1392938196927004,0.13926637620897964,2.744348372074861e-05,0.007078039068943862,0.001091824377966413,0.001091824377966413,False,2.744348372074861e-05,0.00019705749849748764,0.08771703019551151,0.08069173169310255,4.86116929897805e-06,50
