seed,run_id,method,config_fingerprint,step,refresh_index,refresh_time,beta_trace_time,diagnostic_spectrum_time,active_state_bytes,measurement_only
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,0,0.15197711810469627,0.00040568597614765167,0.004788178019225597,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,50,1,0.14969602040946484,0.0003390219062566757,0.004658391699194908,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,100,2,0.15124091785401106,0.00037617236375808716,0.004755327478051186,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,150,3,0.14957144763320684,0.0003474745899438858,0.004684441722929478,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,200,4,0.1514606075361371,0.00036364607512950897,0.00476742722094059,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,250,5,0.14913935028016567,0.0003625992685556412,0.0046972306445240974,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,300,6,0.15010053664445877,0.000344621017575264,0.004696710035204887,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,350,7,0.14869522023946047,0.00035753194242715836,0.004686582833528519,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,400,8,0.15035224612802267,0.00034984759986400604,0.004749099723994732,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,450,9,0.15015818737447262,0.0003827381879091263,0.004785343073308468,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,500,10,0.1514396294951439,0.0003731558099389076,0.004790504463016987,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,550,11,0.15054215118288994,0.00037347059696912766,0.004769762046635151,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,600,12,0.15066465362906456,0.00036064255982637405,0.004764094017446041,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,650,13,0.150041863322258,0.00035449396818876266,0.004671766422688961,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,700,14,0.15154521819204092,0.0003560185432434082,0.0047624679282307625,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,750,15,0.14952607359737158,0.0003391411155462265,0.004656167700886726,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,800,16,0.15055086463689804,0.0003694416955113411,0.00477665476500988,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,850,17,0.150727859698236,0.0003482010215520859,0.004681057296693325,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,900,18,0.15089869406074286,0.0003557661548256874,0.004777166992425919,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,950,19,0.1497526178136468,0.00034791603684425354,0.0047182971611619,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1000,20,0.15179424732923508,0.00035697780549526215,0.004778205417096615,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1050,21,0.14919293206185102,0.00035555846989154816,0.004677643068134785,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1100,22,0.15039044991135597,0.00035148952156305313,0.004734721966087818,10905008,False
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1150,23,0.14977510180324316,0.0003590509295463562,0.004648617468774319,10905008,False
