method,step,epoch,layer,log_pearson,log_spearman,log_ratio_spread,A_raw,A_residual,R,config_fingerprint
syn_diag,0,1,conv1,0.16031116976225188,0.10653052853627096,1.2994822787261526,1.0280663216037844,1.2696031153587726,1.234942813201186,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,0,1,conv2,0.7752312324421584,0.836033059109445,1.7337019591265879,2.7188579681276126,1.4589140604275466,0.5365907588884653,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,0,1,fc1,0.717078498470318,0.7633442378490183,6.48437272295118,8.670236175638045,13.001798821794374,1.4995899256270915,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,0,1,fc2,0.7944606759206226,0.7937935791233202,4.169168525002583,9.740898564976705,13.448880187515915,1.3806611472037311,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,100,1,conv1,0.5060108508497114,0.6131723895464666,1.5536057448382417,1.8299183573500486,1.5694601292348305,0.8576667494103976,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,100,1,conv2,0.7618856000143114,0.8332423712609275,1.5458220079197988,2.6234826141297622,1.4648494211784329,0.5583606360830942,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,100,1,fc1,0.7608050736184381,0.7426032679259421,5.629779408856136,9.090062036239825,13.021075011499258,1.432451721406021,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,100,1,fc2,0.8573045485229956,0.8271631601795522,4.061451998274813,10.622234760430583,13.442618841368889,1.2655170163857288,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,200,1,conv1,0.6770103962715056,0.7406392827844839,1.320631365670312,1.9896874495284977,1.3094610773176174,0.6581240071790795,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,200,1,conv2,0.8171249897523587,0.8449451797291591,1.390755947725987,2.4816232848827657,1.3586302912118462,0.5474764439422276,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,200,1,fc1,0.780074091497284,0.676170529132058,4.4057454010823704,9.536692826742776,12.915140898483262,1.3542578263888974,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,200,1,fc2,0.8709007068198155,0.7389847964771142,4.494741048212884,11.233695773483392,13.347911968987678,1.1882030845534195,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,300,2,conv1,0.7493520915744034,0.7757822571194186,1.2647397094578028,2.121168127342508,1.278468282727941,0.6027189765149177,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,300,2,conv2,0.7870369575321079,0.8273620457312648,1.516454796729243,2.5261822253147184,1.4760364563485522,0.584295321832796,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,300,2,fc1,0.7243214814975941,0.6261945232990305,6.206210340870757,9.873703994869555,12.803049622831685,1.2966815320252905,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,300,2,fc2,0.8260490364527083,0.7333006870696697,6.121132999038823,11.716055599982448,13.274102661670154,1.1329839252120004,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,400,2,conv1,0.8062218893999322,0.8413102074299778,1.243364842269152,2.0598500108654734,1.2416148442731718,0.6027695403664323,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,400,2,conv2,0.7859725376382349,0.8094106188014895,1.5029270712493612,2.5724154073698093,1.4770246462513048,0.5741781214728078,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,400,2,fc1,0.7188767184228946,0.5937429443219402,6.034681147002582,10.05765435423618,12.680171359515588,1.2607483726237652,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,400,2,fc2,0.8435645961169029,0.7579646198807378,4.698087140951763,12.016481324261289,13.056989733285855,1.0865901074488236,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,500,3,conv1,0.83091126932474,0.8380932848939411,1.1725132281773496,2.0174899684232113,1.167836958088793,0.5788563890612687,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,500,3,conv2,0.7878266483741331,0.8050285249158613,1.4918364317695374,2.579090186958968,1.4735670094534006,0.5713514854596452,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,500,3,fc1,0.6871106658221127,0.5827916972744606,6.742604856731222,10.211675226256375,12.669463389857262,1.240684129601125,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,500,3,fc2,0.8150470299883976,0.7619836609278563,6.971898862074186,12.219692847768137,13.10912624592935,1.0727868866461454,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,600,3,conv1,0.8392148932140194,0.8334261103949374,1.186920978439982,1.9916806815491905,1.1747922237569128,0.5898496855646174,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,600,3,conv2,0.7939292524253345,0.8052618066844177,1.468092528190559,2.5894848223880502,1.4542714663969194,0.5616064839707285,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,600,3,fc1,0.6599603700097717,0.5812204371867781,6.409821592219831,10.270158037016166,12.582866797324748,1.225187261186538,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,600,3,fc2,0.7997593448117459,0.7593460640394833,6.125366561106842,12.291763903585577,12.911751903027453,1.050439302634264,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,700,3,conv1,0.8386819440707147,0.8291544591585608,1.138975462747341,1.964173460985142,1.1425944507054924,0.5817176911312191,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,700,3,conv2,0.7862954355198976,0.7978786880075321,1.4903769526026036,2.5695927420753826,1.4818654135527782,0.5766927144867012,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,700,3,fc1,0.6571151923891052,0.580843876660162,5.8111449523732865,10.330138783657535,12.53429042000392,1.2133709606915826,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,700,3,fc2,0.7922783936659558,0.7585010971497871,4.569256782330805,12.367943016612248,12.876269480949682,1.041100323930557,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,800,4,conv1,0.8311732624343743,0.8184020860189851,1.1073332303471566,1.9335370837492225,1.1123265423195692,0.5752806872277381,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,800,4,conv2,0.7856085543901709,0.7961826836786337,1.4842944239030507,2.561098017586152,1.4797183741471494,0.5777671779785264,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,800,4,fc1,0.6963642395227785,0.5652004002326243,4.891536023682679,9.455045383544082,8.230000188643997,0.8704347631125917,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,800,4,fc2,0.8079555327906325,0.7681075936666062,2.916624221629908,12.339913375025256,11.782354946805718,0.9548166659461338,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,900,4,conv1,0.8278118310865152,0.8070959803117309,1.117714715039881,1.9112533379209846,1.1256675585717935,0.588968262991377,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,900,4,conv2,0.7771531074472309,0.7910276504084863,1.503473882496916,2.558194052961348,1.489753432908866,0.5823457494103458,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
syn_diag,900,4,fc1,0.7051594583975861,0.5664947345403316,4.257217537660494,9.061122531600946,7.895861520059174,0.8713999278259523,51a8b6a4ea810fff43a5988ecb7845ca25b5e9ada255e1ff750ed09a7a3446c5
