step,layer,M_syn,M_stale,refresh_seconds,preconditioner_state_bytes,A_old_diag,A_new_diag,delta_stale_diag,S_old_full,S_new_full,delta_stale_full
0,conv1,2560,512,0.14933219831436872,10069164,,0.5215060922695284,,,1.370506577079731,
0,conv2,2560,512,0.14933219831436872,10069164,,2.3178878020037232,,,0.643652593313494,
0,fc1,2560,512,0.14933219831436872,10069164,,12.373400074545977,,,0.3694033260217582,
0,fc2,2560,512,0.14933219831436872,10069164,,6.9393157870136335,,,1.4723522864423977,
50,conv1,2560,512,0.14296733774244785,10069164,0.4989417863384269,0.498926554874318,1.5231464108922399e-05,1.377306500456953,1.3775601337426802,-0.0002536332857272505
50,conv2,2560,512,0.14296733774244785,10069164,2.144800535939109,2.144482848708521,0.00031768723058833714,0.6626765213344844,0.66151646495775,0.0011600563767344418
50,fc1,2560,512,0.14296733774244785,10069164,12.450757658627222,12.44412134108763,0.006636317539591374,0.3806193706647756,0.36565916216740213,0.01496020849737345
50,fc2,2560,512,0.14296733774244785,10069164,7.110296269955804,9.814690050637468,-2.704393780681664,1.5874208522157258,1.5023906375062452,0.08503021470948058
100,conv1,2560,512,0.1437985049560666,10069164,0.6717093075606345,0.6713560676303756,0.00035323993025893063,1.4260801082666479,1.4261868880230533,-0.00010677975640538406
100,conv2,2560,512,0.1437985049560666,10069164,2.145293503224425,2.135532375112078,0.009761128112347084,0.7628921356081789,0.7611213615802183,0.0017707740279606643
100,fc1,2560,512,0.1437985049560666,10069164,12.65257070122835,12.57724023911889,0.07533046210946104,0.46293918713515536,0.4382629481596574,0.024676238975497977
100,fc2,2560,512,0.1437985049560666,10069164,9.808132375675466,7.739945948446083,2.0681864272293833,1.5737858727964924,1.4470873552481032,0.12669851754838923
150,conv1,2560,512,0.14314246363937855,10069164,0.8611060600791492,0.8613280587764103,-0.00022199869726102772,1.5018844062929535,1.5015084350302277,0.00037597126272581605
150,conv2,2560,512,0.14314246363937855,10069164,2.0972054278572014,2.0578801196920358,0.03932530816516566,0.9017935029130066,0.8966599027699271,0.005133600143079509
150,fc1,2560,512,0.14314246363937855,10069164,12.811486565619164,12.73936257118993,0.07212399442923356,0.5591653007159665,0.510161654290433,0.049003646425533454
150,fc2,2560,512,0.14314246363937855,10069164,7.872159768065961,9.110664184492453,-1.2385044164264922,1.559897622397603,1.3967809830922522,0.16311663930535092
200,conv1,2560,512,0.1451682848855853,10069164,0.9474326809261036,0.9479366798461308,-0.0005039989200272821,1.593120875323687,1.593149757924631,-2.8882600944024617e-05
200,conv2,2560,512,0.1451682848855853,10069164,2.0638711499057343,2.0292985678907582,0.03457258201497604,0.9864357966988422,0.9816243115045364,0.004811485194305742
200,fc1,2560,512,0.1451682848855853,10069164,12.507425735284325,7.664628062176162,4.842797673108163,0.5896001668842743,0.551081908740064,0.03851825814421028
200,fc2,2560,512,0.1451682848855853,10069164,6.436526520837776,5.2157323337490205,1.2207941870887558,1.5127917978000849,1.3405592469518715,0.17223255084821343
250,conv1,2560,512,0.13548701349645853,10069164,1.078851267790542,1.0785036104359602,0.00034765735458175406,1.6544896313905135,1.6531627879322184,0.001326843458295146
250,conv2,2560,512,0.13548701349645853,10069164,1.7635566915674659,1.7544545521604256,0.0091021394070403,0.9908826535414703,0.983554218048373,0.007328435493097363
