method,step,epoch,layer,log_pearson,log_spearman,log_ratio_spread,A_raw,A_residual,R,config_fingerprint
syn_diag,0,1,conv1,0.16031116976225188,0.10653052853627096,1.2994822787261526,1.0280663216037844,1.2961418913695066,1.260757077760824,5cf77746f4b0503c88ed43942093c9646efceb5c5a5eabf7631c9e420ba798f1
syn_diag,0,1,conv2,0.7752312324421584,0.836033059109445,1.7337019591265879,2.7188579681276126,1.5126942718937055,0.556371200565305,5cf77746f4b0503c88ed43942093c9646efceb5c5a5eabf7631c9e420ba798f1
syn_diag,0,1,fc1,0.717078498470318,0.7633442378490183,6.48437272295118,8.670236175638045,13.301503573091933,1.5341570060648402,5cf77746f4b0503c88ed43942093c9646efceb5c5a5eabf7631c9e420ba798f1
syn_diag,0,1,fc2,0.7944606759206226,0.7937935791233202,4.169168525002583,9.740898564976705,13.695772492142614,1.4060070948059777,5cf77746f4b0503c88ed43942093c9646efceb5c5a5eabf7631c9e420ba798f1
syn_diag,50,1,conv1,0.18963511632020347,0.19731923121996953,1.3561608155127125,1.3009928230426544,1.357271784261541,1.0432584717010704,5cf77746f4b0503c88ed43942093c9646efceb5c5a5eabf7631c9e420ba798f1
syn_diag,50,1,conv2,0.776766344578904,0.8129211066925802,1.70327711986624,2.574440617730648,1.5123754080207163,0.587457872442156,5cf77746f4b0503c88ed43942093c9646efceb5c5a5eabf7631c9e420ba798f1
syn_diag,50,1,fc1,0.7408432186460554,0.7542403817701416,5.378410757369755,8.761701866322497,13.274612582487398,1.5150723894762106,5cf77746f4b0503c88ed43942093c9646efceb5c5a5eabf7631c9e420ba798f1
syn_diag,50,1,fc2,0.8293716293811078,0.789113644692932,4.10464328674039,7.747712567861402,5.4750486107900596,0.7066664596595037,5cf77746f4b0503c88ed43942093c9646efceb5c5a5eabf7631c9e420ba798f1
syn_diag,100,1,conv1,0.3783444057885246,0.45538790577756944,1.5345756099393755,1.6793236377839438,1.5336592437306389,0.9132600823474828,5cf77746f4b0503c88ed43942093c9646efceb5c5a5eabf7631c9e420ba798f1
syn_diag,100,1,conv2,0.7654737704991328,0.8370087647650407,1.5127756518471935,2.6077239080778014,1.4756714992563453,0.5658848679053944,5cf77746f4b0503c88ed43942093c9646efceb5c5a5eabf7631c9e420ba798f1
syn_diag,100,1,fc1,0.7274121252980434,0.7563756570208664,5.878544750630334,8.921042976199367,13.130668498029406,1.4718759379436894,5cf77746f4b0503c88ed43942093c9646efceb5c5a5eabf7631c9e420ba798f1
