method,seed,final_accuracy,best_accuracy,late_mean_accuracy,final_test_loss,mean_refresh_time,total_refresh_time,core_wall_time,diagnostic_seconds,wall_time,peak_cuda_memory_core,peak_cuda_memory_overall,peak_cuda_memory_allocated,peak_cuda_memory_reserved,preconditioner_state_bytes,first_moment_state_bytes,second_moment_state_bytes,temporal_state_bytes,optimizer_state_bytes,total_algorithm_state_bytes,late_aggregate_cosine,late_relative_distortion,late_clipping_shape_error,late_coefficient_cv,late_expected_noise_norm,late_actual_noise_norm,late_diagnostic_snr,late_update_norm,late_method_update_norm,late_method_clip_cosine,late_noise_degradation_method,late_cos_method_adam_current_noise_off,late_cos_method_adam_noisy
syn_diag,42,0.0625,0.0625,0.0625,10.87749719619751,0.2640125104226172,0.5280250208452344,0.595315370708704,5.919116522185504,6.514431892894208,91642368,91642368,91642368,127926272,827688,0,0,0,0,827688,0.930731510840309,0.9999153722752459,0.33203280845630295,0.5363309419980863,310.9577728256891,311.0545992702126,0.0015995170130916501,31.105392483854295,31.105392483854295,0.9307315108403029,0.2691892932567185,0.26935566473298733,0.00016637147626889998
syn_diag_beta1,42,0.125,0.125,0.125,7.9427149295806885,0.023361549712717533,0.046723099425435066,0.11295261420309544,5.401364545337856,5.514317159540951,94130688,94130688,94130688,132120576,827688,827688,0,827688,0,1655376,0.9412235739912886,0.9999186230916336,0.3350235145908737,0.31253313631350166,310.9577728256891,311.0545992839442,0.0015289826117931,16.859928775764192,16.859928775764192,0.941223573991285,-0.00037041035124030003,-0.00225448306183415,-0.0018840727105937502
syn_diag_beta2,42,0.0625,0.0625,0.0625,10.781973838806152,0.022832882590591908,0.045665765181183815,0.11393276788294315,5.455840053036809,5.569772820919752,96563712,96563712,96563712,127926272,827688,0,1655376,1655376,0,2483064,0.9327172785987321,0.9999080916236832,0.33549086771437575,0.5784442668168353,310.9577728256891,311.05459930018293,0.0016669589409258,31.10535880877915,31.10535880877915,0.9327172785987229,0.32700561002710166,0.32689572221368957,-0.00010988781341204998
syn_diag_beta12,42,0.0625,0.0625,0.0625,7.977733373641968,0.026281185448169708,0.052562370896339417,0.12025238387286663,5.415283404290676,5.535535788163543,99052032,99052032,99052032,132120576,827688,827688,1655376,2483064,0,3310752,0.9583981835186958,0.999916397890946,0.2852066447956564,0.3684486126069342,310.9577728256891,311.0545992859927,0.00159046845581395,16.859900050338883,16.859900050338883,0.9583981835186851,-0.00031037961673647293,-0.0020658670912063,-0.0017554874744697998
dp_sgd_momentum,42,0.125,0.125,0.125,7.611723721027374,0.0,0.0,0.05999277904629707,3.715160895138979,3.775153674185276,84245504,89226752,89226752,109051904,0,827688,0,827688,0,827688,0.975540207203254,0.9802684521332732,0.2100042961721792,0.2592787621890013,310.9577728256891,311.05459925801705,0.0016541629794028499,16.85987436288594,16.85987436288594,0.9755402072032396,-0.0004485397984306869,-0.0023238235510653,-0.0018752837526346
dp_kfc_momentum,42,0.125,0.125,0.125,7.832950413227081,0.06497439974918962,0.12994879949837923,0.20310959219932556,5.394242341630161,5.597351933829486,169951232,169951232,169951232,195035136,10069164,827688,0,827688,0,10896852,0.9195164135881757,0.9999500745935193,0.3888256583881607,0.4143650401757527,310.9577728256891,311.0545993228018,0.0016281082098205,16.85992895508195,16.85992895508195,0.9195164135881838,-0.0003206647311365364,-0.00260248390363455,-0.0022818191724980497
