seed,run_id,method,learning_rate,config_fingerprint,step,layer,r,dimension,trace_A,trace_G,trace_F,clean_signal_energy,noisy_gradient_energy,expected_noise_energy,noise_debiased_energy_raw,beta_oracle_step,beta_dp_step_raw,beta_dp_step_positive,beta_dp_step_negative,refresh_index,diagnostic_valid
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,conv1,1.7408297026122455e-05,160,3.1423261165618896,0.00016000015602912754,0.0005027726689443048,5.612965274815162e-05,0.002762521917765312,0.0027853275241795927,-2.2805606414280644e-05,0.11164022273925446,-0.04535967808705004,0.0,True,0,True
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,conv2,1.7408297026122455e-05,4640,19.253786087036133,0.00032000296050682664,0.006161268548816712,0.0008475366401196474,0.08190181340765737,0.08077449820120819,0.001127315206449181,0.13755878897413407,0.18296803613043044,0.18296803613043044,False,0,True
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,fc1,1.7408297026122455e-05,200832,47.267127990722656,0.0012827191967517138,0.06063045244902021,0.008834864903268479,3.5046737963806693,3.496143108350225,0.008530688030444544,0.14571662500287427,0.1406997257296964,0.1406997257296964,False,0,True
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,fc2,1.7408297026122455e-05,1290,1.6695542335510254,0.00011373194865882397,0.00018988165637334742,0.0007325941570435789,0.02363099971462527,0.022456703163697966,0.001174296550927302,3.858161820555979,6.184360160722356,6.184360160722356,False,0,True
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1,conv1,1.7408297026122455e-05,160,3.1423261165618896,0.00016000015602912754,0.0005027726689443048,4.581629274941558e-05,0.0029075165277835458,0.0027853275241795927,0.00012218900360395305,0.0911272540840738,0.24303032195548538,0.24303032195548538,False,0,True
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1,conv2,1.7408297026122455e-05,4640,19.253786087036133,0.00032000296050682664,0.006161268548816712,0.0009051390264182173,0.08461307691073898,0.08077449820120819,0.0038385787095307905,0.14690790041801566,0.6230175943666666,0.6230175943666666,False,0,True
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1,fc1,1.7408297026122455e-05,200832,47.267127990722656,0.0012827191967517138,0.06063045244902021,0.009715561098181301,3.5182687090788214,3.496143108350225,0.022125600728596595,0.16024226615083267,0.36492554211434297,0.36492554211434297,False,0,True
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1,fc2,1.7408297026122455e-05,1290,1.6695542335510254,0.00011373194865882397,0.00018988165637334742,0.0010549496345898075,0.023377015487372556,0.022456703163697966,0.0009203123236745901,5.5558270068781885,4.846767935629663,4.846767935629663,False,0,True
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,2,conv1,1.7408297026122455e-05,160,3.1423261165618896,0.00016000015602912754,0.0005027726689443048,2.473940591482805e-05,0.0019619191086220652,0.0027853275241795927,-0.0008234084155575275,0.04920594822064321,-1.6377350369630803,0.0,True,0,True
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,2,conv2,1.7408297026122455e-05,4640,19.253786087036133,0.00032000296050682664,0.006161268548816712,0.000590055251428491,0.08149470348035978,0.08077449820120819,0.0007202052791515923,0.09576846825509865,0.11689236939524567,0.11689236939524567,False,0,True
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,2,fc1,1.7408297026122455e-05,200832,47.267127990722656,0.0012827191967517138,0.06063045244902021,0.00699193730993194,3.5153113078991276,3.496143108350225,0.01916819954890281,0.11532055308033462,0.3161480539011311,0.3161480539011311,False,0,True
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,2,fc2,1.7408297026122455e-05,1290,1.6695542335510254,0.00011373194865882397,0.00018988165637334742,0.0005013437935620982,0.022969179426334852,0.022456703163697966,0.0005124762626368858,2.640296083031583,2.698924542922931,2.698924542922931,False,0,True
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,3,conv1,1.7408297026122455e-05,160,3.1423261165618896,0.00016000015602912754,0.0005027726689443048,3.674769074043156e-05,0.00344212268671074,0.0027853275241795927,0.0006567951625311473,0.07309007233347112,1.3063461940169716,1.3063461940169716,False,0,True
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,3,conv2,1.7408297026122455e-05,4640,19.253786087036133,0.00032000296050682664,0.006161268548816712,0.0008127935978916893,0.08164576532847156,0.08077449820120819,0.0008712671272633754,0.13191984596220668,0.14141034761919355,0.14141034761919355,False,0,True
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,3,fc1,1.7408297026122455e-05,200832,47.267127990722656,0.0012827191967517138,0.06063045244902021,0.009938300392118491,3.499504117389063,3.496143108350225,0.00336100903883807,0.16391598595565313,0.05543433873702494,0.05543433873702494,False,0,True
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,3,fc2,1.7408297026122455e-05,1290,1.6695542335510254,0.00011373194865882397,0.00018988165637334742,0.0008732406272954879,0.023385927671189653,0.022456703163697966,0.0009292245074916869,4.598867757812858,4.893703400525617,4.893703400525617,False,0,True
