seed,run_id,method,learning_rate,layer,source_interval,target_interval,beta_dp_previous_raw,beta_oracle_current,lag_prediction_positive,lag_ratio,lag_log10_abs_ratio_error
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,0,1,0.028843110554603965,0.15438459146777472,True,0.18682635540493364,0.7285618583010286
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,1,2,-0.08920638161734148,0.2379976752707677,False,,
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,2,3,0.1849936318844346,0.3190206505241202,True,0.579879802704019,0.23666201752691776
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,3,4,0.12289055059754346,0.44101348236599514,True,0.27865486093134256,0.5549333765903908
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,4,5,0.46476207685564996,0.6353998183411298,True,0.7314482369054301,0.13581640258277977
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,5,6,0.6060642820080498,0.9037687754744808,True,0.6705966154781843,0.17353864279932177
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,6,7,0.6957632961063731,1.2244196717579607,True,0.5682392337812009,0.24546878394211977
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,7,8,1.0942190903166933,1.5623754551902727,True,0.7003560422570992,0.15468112016180063
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,8,9,1.3911800999814965,1.8634653992333226,True,0.7465553696644239,0.12693797648823033
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,9,10,1.7938418079985652,1.8225887507922274,True,0.9842274112680841,0.0069045437962531
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,10,11,1.6930981110066723,1.7193835008393068,True,0.9847123170486378,0.006690629773425029
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,11,12,1.8539775304097537,1.2456287209246624,True,1.4883869481056107,0.1727158529709927
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,12,13,1.1492065615095588,0.9076253443559328,True,1.2661684346475102,0.10249148243669108
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,13,14,0.984602012451429,0.7383915470070328,True,1.3334416089165375,0.12497400279262716
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,14,15,0.6590162320489699,0.5367946718126285,True,1.2276877298793374,0.08908791530975073
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,15,16,0.6258463305072238,0.4480981991439515,True,1.3966722734053452,0.1450945116624673
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,16,17,0.45151702812641825,0.33749357313171663,True,1.3378537076621624,0.1264086265643803
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,17,18,0.4960659121644354,0.26272748196850165,True,1.8881386463556509,0.2760338814537889
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,18,19,0.3422081667267752,0.20190045740837242,True,1.6949350740429994,0.22915306683119196
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,19,20,0.22178449973405134,0.1750959746938982,True,1.2666453362036092,0.10265502838630339
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,20,21,0.056511004626305386,0.14552280162294087,True,0.3883309281849116,0.41079801917545067
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,21,22,0.014650667009910355,0.1167098188032217,True,0.1255307150687302,0.9012499972683932
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,22,23,0.11004249618262874,0.10384100918498118,True,1.0597209815883077,0.02519153308775286
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv2,0,1,0.1315390878007304,0.15232834636879347,True,0.8635233752375189,0.06372590175689923
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv2,1,2,0.20516969110121988,0.14520507039447975,True,1.4129650606816537,0.15013142289543344
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv2,2,3,0.1739516250969058,0.14081898964495496,True,1.2352852803126035,0.09176726638762654
