seed,run_id,method,config_fingerprint,step,refresh_index,refresh_time,beta_trace_time,diagnostic_spectrum_time,active_state_bytes,measurement_only
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,0,0.1637696335092187,0.0003101108595728874,0.0720363762229681,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,50,1,0.12665752600878477,0.00033226795494556427,0.0030693449079990387,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,100,2,0.12698329519480467,0.0003157537430524826,0.0031075170263648033,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,150,3,0.126465299166739,0.0003761807456612587,0.0030559981241822243,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,200,4,0.12449617777019739,0.0003219209611415863,0.003097156062722206,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,250,5,0.12152460031211376,0.000321769155561924,0.0029433248564600945,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,300,6,0.12215267214924097,0.0003247363492846489,0.0030375244095921516,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,350,7,0.12311452347785234,0.00031191669404506683,0.0030098631978034973,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,400,8,0.1193883940577507,0.000300360843539238,0.002996562048792839,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,450,9,0.12196971476078033,0.0003281533718109131,0.003045220859348774,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,500,10,0.12607475742697716,0.00032884813845157623,0.003127248026430607,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,550,11,0.12145547568798065,0.00032243598252534866,0.00299880001693964,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,600,12,0.12399574089795351,0.0003037843853235245,0.0030320538207888603,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,650,13,0.12088318448513746,0.0003341306000947952,0.0029764967039227486,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,700,14,0.15752865746617317,0.0003716256469488144,0.004746613092720509,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,750,15,0.14771909173578024,0.00034946203231811523,0.004678473807871342,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,800,16,0.15133627131581306,0.00036171916872262955,0.004816215485334396,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,850,17,0.14948280807584524,0.00039006397128105164,0.004704725928604603,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,900,18,0.15140228066593409,0.00035333912819623947,0.004722656682133675,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,950,19,0.14959238842129707,0.0003514029085636139,0.004652276635169983,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1000,20,0.14840961899608374,0.0003765719011425972,0.004747611470520496,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1050,21,0.14820409193634987,0.00035005249083042145,0.00465875118970871,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1100,22,0.15758849866688251,0.00035276636481285095,0.004829510115087032,10905008,False
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1150,23,0.14805237110704184,0.00034682825207710266,0.004685224965214729,10905008,False
