window_size,seed,run_id,method,learning_rate,layer,window_index,n_steps,beta_oracle,beta_dp_raw,negative,log_error,trace_F,oracle_observability_snr
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,0,10,0.07519662344508082,-0.07932375491370922,True,,0.0050277266894430475,0.37881083925166503
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,1,10,0.0665324531205706,0.00042596990235448974,False,2.1936546222758,0.0050277266894430475,0.33567567097922646
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,2,10,0.07514647558573175,-0.06242533612769035,True,,0.0050277266894430475,0.378561550387338
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,3,10,0.08515497255807204,0.2416625367273547,False,0.4529993166280797,0.0050277266894430475,0.4282282966372484
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,4,10,0.09277362006182877,0.04387613718471023,False,0.3251961175697533,0.0050277266894430475,0.46591981872496946
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,5,10,0.10845310433953997,-0.3597944376165088,True,,0.005026428852487191,0.5430409367632384
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,6,10,0.1453056451477681,-0.12286889301445383,True,,0.005026428852487191,0.7229549773640701
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,7,10,0.17025725843846234,0.10206855624247346,False,0.22221366417267316,0.005026428852487191,0.8434983037184764
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,8,10,0.169893693702545,-0.21862925827488583,True,,0.005026428852487191,0.8417491413400677
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,9,10,0.17801325571055837,0.1531921245766676,False,0.06521590382593018,0.005026428852487191,0.8807628796793527
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,10,10,0.21931604597746693,0.6772799289948543,False,0.48969779815986336,0.005026640644072433,1.077641203863625
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,11,10,0.22541004358141156,0.23433271198276506,False,0.016859655763998036,0.005026640644072433,1.1064579238863974
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,12,10,0.22984430563060085,0.11428236101269586,False,0.3034545445217769,0.005026640644072433,1.1273901416605143
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,13,10,0.24888966963557127,0.05271059561481264,False,0.6741089475960792,0.005026640644072433,1.2169517249292217
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,14,10,0.26652831152878803,-0.15363743818295478,True,,0.005026640644072433,1.2994064463674253
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,15,10,0.2606076222473386,0.26375468321992157,False,0.005213065893467769,0.005027299518692296,1.2719410696689368
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,16,10,0.29476568747542575,0.0840978095884766,False,0.5446922432903389,0.005027299518692296,1.4306163469166382
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,17,10,0.3372082727742128,-0.05188401497474066,True,,0.005027299518692296,1.6253920391844414
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,18,10,0.3446745729337023,0.12249839101878862,False,0.44927886174803777,0.005027299518692296,1.6593883290744558
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,19,10,0.35784709718992114,0.1959858841352712,False,0.26147270615872537,0.005027299518692296,1.719174356635561
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,20,10,0.4067836662715658,0.5152875987508875,False,0.1026861843503149,0.005027136249475261,1.9391074899245757
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,21,10,0.4068856174982419,0.33056841951654536,False,0.09021097739985576,0.005027136249475261,1.9395623641627309
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,22,10,0.43637362344882363,0.408054955185961,False,0.02913983578418624,0.005027136249475261,2.0705408866191783
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,23,10,0.4656361967039692,0.40067535505445806,False,0.06525410283181213,0.005027136249475261,2.199375852147787
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,24,10,0.4893883079073757,0.6692240557703988,False,0.1359179543113603,0.005027136249475261,2.303128886593969
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,25,10,0.5522296685471759,0.40971554499667234,False,0.12963729359694529,0.005026562212617214,2.5739049785105093
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,26,10,0.5811007184560063,0.8452281159599719,False,0.16272252275404397,0.005026562212617214,2.6967806003377834
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,27,10,0.6195674104200665,0.673541301433973,False,0.03627566617269369,0.005026562212617214,2.8589385380332932
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,28,10,0.6801470551772236,0.6029246070005099,False,0.052339813069101515,0.005026562212617214,3.110807194196209
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,29,10,0.7439542391051762,0.4989118406491211,False,0.1735224116063227,0.005026562212617214,3.3716147371638345
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,30,10,0.7437350085905606,0.880276803908078,False,0.07320103316936724,0.005026763780287338,3.3708471757602894
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,31,10,0.789767723815188,0.2601031236587611,False,0.4823538132359077,0.005026763780287338,3.5562664254883893
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,32,10,0.8568113464019792,0.8173875355259344,False,0.020457198246326448,0.005026763780287338,3.8223374582215746
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,33,10,0.9967859726102632,0.6051829712646967,False,0.21671521842165942,0.005026763780287338,4.363388201703603
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,34,10,1.131743825954413,0.9158660461743957,False,0.0919161751967456,0.005026763780287338,4.867737586148112
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,35,10,1.1230354503357065,0.9774079139159161,False,0.06031761452946299,0.0050273761157845764,4.8361848829307625
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,36,10,1.1933374434329254,1.0714256332230454,False,0.04680123532717934,0.0050273761157845764,5.093150504549848
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,37,10,1.2071658072550684,1.0480969259971051,False,0.06136547840492847,0.0050273761157845764,5.143205474262334
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,38,10,1.300238251870264,1.273108641334682,False,0.009157472492259589,0.0050273761157845764,5.476045155980772
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,39,10,1.2983214058958403,1.1010563371127164,False,0.07157267668973614,0.0050273761157845764,5.469260176874369
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,40,10,1.4957429458525269,1.5394138387754888,False,0.012498423070675738,0.005027225968002452,6.153232364443088
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,41,10,1.4170390283914116,1.3031060973937756,False,0.03640203493613166,0.005027225968002452,5.883987856549641
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,42,10,1.7396959992668182,1.4352505878569302,False,0.08354563131327294,0.005027225968002452,6.960558589487605
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,43,10,1.5298254463112446,1.2714462588847577,False,0.0803438722035018,0.005027225968002452,6.268451337228831
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,44,10,1.629573856129364,1.40668371699653,False,0.063877588165561,0.005027225968002452,6.6010467941099
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,45,10,1.8057648909684483,1.4461549340375393,False,0.09644638123210238,0.005025964899408458,7.1711106842247165
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,46,10,1.8838211868391428,1.9521243007840743,False,0.015467790765530755,0.005025964899408458,7.418099410546326
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,47,10,1.7610678258377443,1.5417721212832953,False,0.05775589434219769,0.005025964899408458,7.028011019910473
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,48,10,1.9577686599249253,1.8090328917166616,False,0.03431490877051606,0.005025964899408458,7.64877289348184
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,49,10,1.908904432596353,2.220124792171257,False,0.06559320020927677,0.005025964899408458,7.4967003480743815
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,50,10,1.855892629572746,1.4874470358910117,False,0.09611133644450105,0.005026615833577108,7.330904975044328
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,51,10,1.8124603680096787,1.7663948944696162,False,0.01118071810807096,0.005026615833577108,7.193188140937872
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,52,10,1.8958180118455892,2.2144719645894932,False,0.06747354133980969,0.005026615833577108,7.456508157399501
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,53,10,1.7776156967242571,1.630464683146439,False,0.037526480364193024,0.005026615833577108,7.081871582721083
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,54,10,1.7711570478088647,1.3667119769368028,False,0.11258007132261952,0.005026615833577108,7.061156234775461
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,55,10,1.8548915012495772,1.4906886678163631,False,0.09493156139033541,0.005026231830945194,7.327295764296172
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,56,10,1.7338034685460597,2.185099518469874,False,0.10047135388336523,0.005026231830945194,6.940410189701272
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,57,10,1.7923847516250109,2.1263606244890942,False,0.07420568091839257,0.005026231830945194,7.128706974751563
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,58,10,1.7286947610508887,1.7641685070000765,False,0.008821749182673411,0.005026231830945194,6.9238873888792245
10,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,59,10,1.4871430217249966,1.7035703342733621,False,0.059007331166802145,0.005026231830945194,6.123030106141933
