step,layer,R_diag,A_diag_raw,A_diag_pre,R_full,S_full_raw,S_full_pre,rank_raw,rank_pre,eigen_tolerance_raw,eigen_tolerance_pre,R_diag_new,R_full_new,A_diag_new,S_full_new,rank_new,eigen_tolerance_new,R_diag_old,R_full_old,A_diag_old,S_full_old,rank_old,eigen_tolerance_old,private_delta_stale_diag,private_delta_stale_full,seed,method,config_fingerprint
0,conv1,1.0,1.070927750152876,1.070927750152876,1.0,2.4776459785892038,2.4776459785892038,160,160,2.099057303978818e-15,2.099057303978818e-15,1.0,1.0,1.070927750152876,2.4776459785892038,160,2.099057303978818e-15,,,,,,,,,91,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,conv2,1.0,2.1213207192770906,2.1213207192770906,1.0,2.0269674738073027,2.0269674738073027,512,512,2.68081967141971e-13,2.68081967141971e-13,1.0,1.0,2.1213207192770906,2.0269674738073027,512,2.68081967141971e-13,,,,,,,,,91,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,fc1,1.0,8.792181575083564,8.792181575083564,1.0,1.8909002607235736,1.8909002607235736,512,512,1.4928894250729488e-10,1.4928894250729488e-10,1.0,1.0,8.792181575083564,1.8909002607235736,512,1.4928894250729488e-10,,,,,,,,,91,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,fc2,1.0,6.509270931364751,6.509270931364751,1.0,2.4750108757771097,2.4750108757771097,512,512,1.191259624331098e-13,1.191259624331098e-13,1.0,1.0,6.509270931364751,2.4750108757771097,512,1.191259624331098e-13,,,,,,,,,91,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,conv1,1.0,1.3930121127202493,1.3930121127202493,1.0,2.573519022131173,2.573519022131173,160,160,1.5043640907314037e-14,1.5043640907314037e-14,1.0,1.0,1.3930121127202493,2.573519022131173,160,1.5043640907314037e-14,1.0,1.0,1.3930121127202493,2.573519022131173,160,1.5043640907314037e-14,0.0,0.0,91,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,conv2,1.0,2.2300748942269273,2.2300748942269273,1.0,2.03284720099788,2.03284720099788,512,512,4.973177627752815e-13,4.973177627752815e-13,1.0,1.0,2.2300748942269273,2.03284720099788,512,4.973177627752815e-13,1.0,1.0,2.2300748942269273,2.03284720099788,512,4.973177627752815e-13,0.0,0.0,91,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,fc1,1.0,9.187297269134177,9.187297269134177,1.0,1.9907528823701246,1.9907528823701246,512,512,3.813404050255383e-10,3.813404050255383e-10,1.0,1.0,9.187297269134177,1.9907528823701246,512,3.813404050255383e-10,1.0,1.0,9.187297269134177,1.9907528823701246,512,3.813404050255383e-10,0.0,0.0,91,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,fc2,1.0,10.439388235352236,10.439388235352236,1.0,2.8247439270966295,2.8247439270966295,512,512,3.7068402091047064e-13,3.7068402091047064e-13,1.0,1.0,10.439388235352236,2.8247439270966295,512,3.7068402091047064e-13,1.0,1.0,10.439388235352236,2.8247439270966295,512,3.7068402091047064e-13,0.0,0.0,91,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,conv1,1.0,1.7740020776938075,1.7740020776938075,1.0,2.5811705490142822,2.5811705490142822,160,160,5.107175962588394e-14,5.107175962588394e-14,1.0,1.0,1.7740020776938075,2.5811705490142822,160,5.107175962588394e-14,1.0,1.0,1.7740020776938075,2.5811705490142822,160,5.107175962588394e-14,0.0,0.0,91,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,conv2,1.0,2.541206298103627,2.541206298103627,1.0,2.3640157879455863,2.3640157879455863,512,512,9.338709831701959e-13,9.338709831701959e-13,1.0,1.0,2.541206298103627,2.3640157879455863,512,9.338709831701959e-13,1.0,1.0,2.541206298103627,2.3640157879455863,512,9.338709831701959e-13,0.0,0.0,91,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
