trajectory,seed,metric,late_median,late_steps
adam,42,alignment_advantage_current_noise_off,0.0859327147845102,585
adam,42,alignment_advantage_noisy,-0.0031188333181051,585
adam,42,noise_degradation_dp,0.0008991667869757,585
adam,42,noise_degradation_syn,0.0897795022232805,585
adam,42,clip_cosine_dp,0.642287360608068,585
adam,42,clip_cosine_syn,0.3807635920460805,585
adam,42,cos_dp_adam_current_noise_off,0.0079618090148311,585
adam,42,cos_syn_adam_current_noise_off,0.0940296941796307,585
adam,42,cos_dp_adam_noisy,0.0070785761579723,585
adam,42,cos_syn_adam_noisy,0.0036613343458567,585
adam,42,norm_ratio_dp_adam,2.1189874371264423,585
adam,42,norm_ratio_syn_adam,0.0385584071865414,585
dp_adam,42,alignment_advantage_current_noise_off,0.1180515862358291,585
dp_adam,42,alignment_advantage_noisy,-0.0029414679462234,585
dp_adam,42,noise_degradation_dp,0.0006193287608272,585
dp_adam,42,noise_degradation_syn,0.1221266779331412,585
dp_adam,42,clip_cosine_dp,0.6847080266660462,585
dp_adam,42,clip_cosine_syn,0.5346494372072598,585
dp_adam,42,cos_dp_adam_current_noise_off,0.0064687250964465,585
dp_adam,42,cos_syn_adam_current_noise_off,0.1237616087607992,585
dp_adam,42,cos_dp_adam_noisy,0.0058082539615396,585
dp_adam,42,cos_syn_adam_noisy,0.0028016807412403,585
dp_adam,42,norm_ratio_dp_adam,0.6144676652540101,585
dp_adam,42,norm_ratio_syn_adam,0.0111927588940308,585
adam,7,alignment_advantage_current_noise_off,0.0800533507934474,585
adam,7,alignment_advantage_noisy,-0.0032161508499324,585
adam,7,noise_degradation_dp,0.0008392579450179,585
adam,7,noise_degradation_syn,0.0855401408229339,585
adam,7,clip_cosine_dp,0.627865013824091,585
adam,7,clip_cosine_syn,0.3612756027579775,585
adam,7,cos_dp_adam_current_noise_off,0.0070847089116341,585
adam,7,cos_syn_adam_current_noise_off,0.0880316752238455,585
adam,7,cos_dp_adam_noisy,0.0065419739847803,585
adam,7,cos_syn_adam_noisy,0.0037295548760082,585
adam,7,norm_ratio_dp_adam,2.1369068542019414,585
adam,7,norm_ratio_syn_adam,0.0389038545575442,585
dp_adam,7,alignment_advantage_current_noise_off,0.0806795801475635,585
dp_adam,7,alignment_advantage_noisy,-0.0032629228101549,585
dp_adam,7,noise_degradation_dp,0.0006577089298055,585
dp_adam,7,noise_degradation_syn,0.0832059178505361,585
dp_adam,7,clip_cosine_dp,0.6893934396012575,585
dp_adam,7,clip_cosine_syn,0.3906386075631607,585
dp_adam,7,cos_dp_adam_current_noise_off,0.0061951266646819,585
dp_adam,7,cos_syn_adam_current_noise_off,0.0852236489894631,585
dp_adam,7,cos_dp_adam_noisy,0.0054792797647912,585
dp_adam,7,cos_syn_adam_noisy,0.0023121493903003,585
dp_adam,7,norm_ratio_dp_adam,0.6057678487269099,585
dp_adam,7,norm_ratio_syn_adam,0.0110281871155717,585
adam,91,alignment_advantage_current_noise_off,0.0508951608693949,585
adam,91,alignment_advantage_noisy,-0.0042957434916776,585
adam,91,noise_degradation_dp,0.0008205166379798,585
adam,91,noise_degradation_syn,0.0568223276246006,585
adam,91,clip_cosine_dp,0.6334343772390553,585
adam,91,clip_cosine_syn,0.3372381901594068,585
adam,91,cos_dp_adam_current_noise_off,0.0078545470173629,585
adam,91,cos_syn_adam_current_noise_off,0.0590353473812649,585
adam,91,cos_dp_adam_noisy,0.0071483447012503,585
adam,91,cos_syn_adam_noisy,0.0030743248221555,585
adam,91,norm_ratio_dp_adam,2.2364711061967046,585
adam,91,norm_ratio_syn_adam,0.0407708670295558,585
dp_adam,91,alignment_advantage_current_noise_off,0.0628952510789018,585
dp_adam,91,alignment_advantage_noisy,-0.0030483417817521,585
dp_adam,91,noise_degradation_dp,0.0005718725844467,585
dp_adam,91,noise_degradation_syn,0.0677175893620795,585
dp_adam,91,clip_cosine_dp,0.6738394765326445,585
dp_adam,91,clip_cosine_syn,0.4750575354838011,585
dp_adam,91,cos_dp_adam_current_noise_off,0.0057097968502933,585
dp_adam,91,cos_syn_adam_current_noise_off,0.0686574317525809,585
dp_adam,91,cos_dp_adam_noisy,0.0049896724011755,585
dp_adam,91,cos_syn_adam_noisy,0.001758537700862,585
dp_adam,91,norm_ratio_dp_adam,0.5853515974950713,585
dp_adam,91,norm_ratio_syn_adam,0.0106548601802455,585
