seed,method,config_fingerprint,clean_clipped_norm,actual_noise_norm,noisy_gradient_norm,filtered_gradient_norm,relmse_noisy,relmse_filtered,cosine_noisy,cosine_filtered,signal_retention,noise_retention,snr_in,snr_out,snr_gain_db,mse_reduction,clip_rate,wiener_filter_time,step,epoch,train_loss,refresh_time,diagnostic_spectrum_time,active_state_bytes,test_loss,test_accuracy
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.10232851681315358,1.8980261676600805,1.9007811897798015,0.03867842670908778,344.041658491307,1.0968747030109696,0.053821285786439764,0.06084448799601925,0.0007819673238250713,0.00041210991282639723,0.0029066247508787923,0.005515241215398719,2.7817554409397087,0.996811796839311,1.0,0.000748688355088234,0,1,2.3067173957824707,0.13407437596470118,0.18624490406364202,16,,
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.10870152688003526,1.9019209139406288,1.9050557181688414,0.038947098015362176,306.13544719993865,1.087495208962176,0.05734466302641322,0.05704720617447484,0.0007258200105167642,0.0004173545720048332,0.0032665279668250484,0.005680808408244784,2.4032376157682545,0.9964476664858362,1.0,0.0009238431230187416,1,1,2.3159332275390625,0.0,0.0,16,,
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.09172557182985884,1.9008806982828697,1.9031539908596782,0.038447624120284817,429.4660777130876,1.1306399843640749,0.04886713282366398,0.053743905329546364,0.0006864740634964189,0.00040688531801806626,0.0023284726123326913,0.003928468254438083,2.271521138336085,0.9973673357616871,1.0,0.0006435299292206764,2,1,2.3105719089508057,0.0,0.0,16,,
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.10795653942505251,1.8961725150810702,1.8994420471769813,0.03884969996075101,308.50185873254674,1.0893563043847503,0.058677527986485,0.05577933740217702,0.0006811424106709761,0.0004182996774566714,0.0032414715555437253,0.005278282215301398,2.117503920414771,0.9964688825251816,1.0,0.0008048145100474358,3,1,2.3088269233703613,0.0,0.0,16,,
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.09983633703785422,1.9031808488957171,1.9055101449098544,0.03885099695672324,363.398257646933,1.1123570879771638,0.04951363229238882,0.050210079782145645,0.0006568185102975152,0.0004149880438748809,0.002751801856108419,0.004355389080286126,1.9940979862666084,0.996939013700342,1.0,0.000646224245429039,4,1,2.3058712482452393,0.0,0.0,16,,
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.10981556247283969,1.8970184431505148,1.899601700765203,0.03853972533353271,298.41134191997804,1.086329071604279,0.05241249905943383,0.052481235273877005,0.0007387866556755943,0.000411253647911414,0.0033510790624873754,0.0060199648187565895,2.5440927882184123,0.9963596253928737,1.0,0.0007175793871283531,5,1,2.3110604286193848,0.0,0.0,16,,
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.11414007088519645,1.9022060926632143,1.9056234454476861,0.038727948486209626,277.7402747847948,1.074599055483594,0.05986136886441303,0.05972078414274271,0.0007052720707479736,0.0004122991084837953,0.003600486104141032,0.006158932281463923,2.331442897959278,0.9961309210329112,1.0,0.0006458712741732597,6,1,2.309088945388794,0.0,0.0,16,,
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.10710827103099213,1.8973013563667624,1.9003040452409143,0.038696220841921466,313.78098110688467,1.0876751225593235,0.05619387451410356,0.0593015550042782,0.0007401988503032045,0.0004133614413633826,0.0031869363031021953,0.005706789144109692,2.530184429918228,0.9965336486656324,1.0,0.0008139079436659813,7,1,2.313183307647705,0.0,0.0,16,,
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.10441515092504965,1.903927889290668,1.906847148979558,0.03873876265851633,332.4864492694349,1.0970210611744151,0.05531580292308654,0.054749907616609646,0.0006486103838493365,0.0004121078005762351,0.003007641370363454,0.004733682351700055,1.9697306173506524,0.9967005540719491,1.0,0.0006391201168298721,8,1,2.302516222000122,0.0,0.0,16,,
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.09584375720178752,1.897538637636539,1.8996079745835375,0.038631504037020904,391.97069129348245,1.123486087589168,0.04680621930372945,0.048350865594090596,0.0007681909306072492,0.00041302162014349067,0.002551211154565956,0.004745071866253041,2.694963892314579,0.9971337497610309,1.0,0.0008493736386299133,9,1,2.313061237335205,0.0,0.0,16,,
