seed,method,config_fingerprint,step,refresh_time,diagnostic_spectrum_time,active_state_bytes
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,0.13407437596470118,0.18624490406364202,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,0.1240309588611126,0.034163027070462704,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,100,0.11955973785370588,0.03411848098039627,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,150,0.11782077793031931,0.03431970253586769,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,200,0.11816995590925217,0.03394778911024332,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,250,0.11622912157326937,0.033734370954334736,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,300,0.11943048983812332,0.03368024341762066,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,350,0.11744020972400904,0.033914970234036446,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,400,0.12008627224713564,0.03394641540944576,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,450,0.12091044057160616,0.03380049020051956,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,500,0.11982965003699064,0.034283136017620564,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,550,0.11810840107500553,0.03384113218635321,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,600,0.12117687705904245,0.03406200930476189,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,650,0.11969522014260292,0.03369282837957144,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,700,0.11850352864712477,0.03370117489248514,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,750,0.12044318206608295,0.033716500736773014,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,800,0.1191250616684556,0.03369421511888504,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,850,0.11684125941246748,0.03344461042433977,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,900,0.11970280949026346,0.03359312750399113,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,950,0.11944471392780542,0.033586922101676464,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,1000,0.12171145901083946,0.033220487646758556,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,1050,0.11750984191894531,0.03339914046227932,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,1100,0.12050527520477772,0.03334679268300533,16
42,dp_scalar_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,1150,0.11953564081341028,0.033015565015375614,16
