seed,accuracy_auc,final_accuracy,late_mean_accuracy,final_test_loss,T50,T70,T80,T85,T90
123,-0.10424999999999984,-0.11440000000000006,-0.11221428571428582,0.3023232851982116,0,0,,,
456,-0.16907056074766358,-0.15000000000000002,-0.16955714285714274,0.25469095020294186,0,600,,,
