seed,run_id,layer,filtered_gradient_norm,filter_gradient_norm_ratio,parameter_update_norm,gradient_norm_into_adam,adam_first_moment_norm,adam_second_moment_sqrt_norm,adam_normalized_update_norm,signal_retention,noise_retention,cosine_filtered,snr_gain_db,relmse_filtered,beta_train,gamma_model_raw
123,dp_adam,conv1,0.053771807865713894,,0.0032217383460633547,0.053771807865713894,0.014597846484584264,0.033719404399508185,3.2217380091066707,1.0,1.0,0.09816984125007548,0.0,853.4467698675103,,
123,dp_adam,conv2,0.28440243596638237,,0.016039543688070142,0.28440243596638237,0.06644577430061635,0.17498705601299874,16.039542990775185,1.0,1.0,0.0328449536964378,0.0,3105.555316692798,,
123,dp_adam,fc1,1.8703933397948427,,0.10419110823961837,1.8703933397948427,0.4285307201175241,1.1492076783848306,104.19110399129401,1.0,1.0,0.02043766705963013,0.0,3496.1414649661056,,
123,dp_adam,fc2,0.15246387628314542,,0.008505608524656668,0.15246387628314542,0.03603757090893854,0.09420103896168835,8.505608219915283,1.0,1.0,0.17280679298396603,0.0,44.87085564729307,,
123,dp_fisher_wiener_adaptive_beta_adam,conv1,0.0019442651787056455,0.03633043784569467,0.0013813488927568902,0.0019442651787056455,0.0006982909645592393,0.0024530486942739658,1.3813488059277759,0.011857137823916765,0.002746820074422052,0.0988298521569967,6.3436419007974,1.7043013433825616,0.14611452884830883,29.628462023043458
123,dp_fisher_wiener_adaptive_beta_adam,conv2,0.00632371275750884,0.022249907825394797,0.009164775236540102,0.00632371275750884,0.0018640205479421813,0.006480687136379611,9.164774973550479,0.042325168203191245,0.000761889111272931,0.07557798441375813,18.55153273208301,7.408908761068415,0.07814876727221158,7.080993081986195
123,dp_fisher_wiener_adaptive_beta_adam,fc1,0.02382405856036245,0.012737025227215808,0.04823500553176016,0.02382405856036245,0.005159405194686296,0.023152192201255917,48.23500389576629,0.11414458268508736,0.00021042846756503416,0.27712786685475843,29.072833581909563,1.3847878960439732,0.048358136744842475,6.924097285117279
123,dp_fisher_wiener_adaptive_beta_adam,fc2,0.08078761292856276,0.45575656017721017,0.006293023739594833,0.08078761292856276,0.012770534019913111,0.04938623936086173,6.293023484617881,0.8428021468875161,0.013464993567687742,0.9138575346239742,19.307116392379474,0.15414016108665923,1.2352600726360754,1.0713827533775482
123,dp_fisher_wiener_beta1_adam,conv1,0.009839167714841848,0.1856474990570873,0.003177397442711365,0.009839167714841848,0.002541673659900753,0.006181781821898338,3.17739736933158,0.09651806576699166,0.03409859778577127,0.07085492799096357,4.316039239662747,164.3289085312844,1.0,3.0829262205939183
123,dp_fisher_wiener_beta1_adam,conv2,0.03251534193245958,0.11448391225340265,0.017308353407395314,0.03251534193245958,0.007897435875997392,0.019537536529490616,17.308352770229245,0.4729991720967135,0.013026566600784984,0.05769961156692826,15.611987904476688,470.8064797340127,1.0,1.3060489318635875
123,dp_fisher_wiener_beta1_adam,fc1,0.26595765460290827,0.14222050764060712,0.12497653973604587,0.26595765460290827,0.0606945101982554,0.15248696374414542,124.97653455122988,0.9130307357698716,0.020858848695987614,0.07810422942502332,16.760817064215985,337.8409541901313,1.0,1.0198857307949138
123,dp_fisher_wiener_beta1_adam,fc2,0.09255569179862354,0.5834830084300283,0.01032801554835155,0.09255569179862354,0.02006311534280996,0.05307676814147636,10.328015184746551,0.9175955672117759,0.28985478732131353,0.495847297949417,5.8765163402765745,3.9250402316306223,1.0,1.0477039655064568
456,dp_adam,conv1,0.05422269007560532,,0.00321623914795675,0.05422269007560532,0.01557827250407584,0.03447864156202828,3.2162391046581162,1.0,1.0,0.11578651053217415,0.0,527.564816429261,,
456,dp_adam,conv2,0.28471354972085594,,0.01604306012792094,0.28471354972085594,0.06663823100657426,0.17523029538730334,16.043059559360362,1.0,1.0,0.03601267982987499,0.0,2432.3571461408606,,
456,dp_adam,fc1,1.8702213440155129,,0.10419220478721966,1.8702213440155129,0.42847284009722164,1.149109883168515,104.19220054068985,1.0,1.0,0.020328336214135677,0.0,3554.9639231698607,,
456,dp_adam,fc2,0.1522472921076109,,0.008515632886587698,0.1522472921076109,0.03608352040782537,0.09407144466034016,8.515632669545266,1.0,1.0,0.16394103100513577,0.0,52.7460567514268,,
456,dp_fisher_wiener_adaptive_beta_adam,conv1,0.002016039276936596,0.03765158220390645,0.0015840109391082255,0.0020160392769365955,0.0007717457405575581,0.002484924542528851,1.5840109183002629,0.0124106671832817,0.002849095435283344,0.1474167723467862,6.886605192248322,1.6319317315196653,0.15182156182077258,26.148482817275173
456,dp_fisher_wiener_adaptive_beta_adam,conv2,0.004927073447781747,0.017310995082993105,0.0076377896698290775,0.004927073447781747,0.001465300952620243,0.005953422713813647,7.637789448441574,0.02941374847974444,0.0006849462193206895,0.08019495217198501,17.91539489355087,8.121577839125134,0.07551856913046241,905.1329424526508
456,dp_fisher_wiener_adaptive_beta_adam,fc1,0.024457233901307038,0.013077683996308572,0.055883776598885895,0.024457233901307038,0.005272644820444341,0.020635948312099587,55.883774620120995,0.13043022906457022,0.00017991878759032281,0.2647941931068831,29.176719540790423,1.5116088756704589,0.04779359017448964,10.066681070881897
456,dp_fisher_wiener_adaptive_beta_adam,fc2,0.10045904700618921,0.532472623106552,0.006021078514754362,0.10045904700618921,0.014197533982873206,0.06197302387278538,6.021078364620886,0.874930055157104,0.00987354717766436,0.9265093667255601,20.049475984694364,0.12125281333433646,1.225121725783528,1.0571929226718362
456,dp_fisher_wiener_beta1_adam,conv1,0.009850334724947887,0.18608519070997726,0.003242105605847296,0.009850334724947889,0.002666009861506515,0.006222082357019858,3.2421054909742413,0.09684510401300277,0.03397737700961788,0.08305423626922072,4.281312357919604,107.61616192351953,1.0,3.0824957638442934
456,dp_fisher_wiener_beta1_adam,conv2,0.0313253167522508,0.11018390197572712,0.017420366619072838,0.0313253167522508,0.00755270525569958,0.01883692536116061,17.42036596901954,0.42691088681174566,0.01209844030821688,0.058778061145081016,15.443343814737299,425.2137484478811,1.0,1.3318007067937232
456,dp_fisher_wiener_beta1_adam,fc1,0.24855360488211814,0.13292807095961787,0.119456194769889,0.24855360488211814,0.056691049675614766,0.14159244935658657,119.45618997570135,0.8939060585926272,0.0184631588885381,0.07606031541031463,17.280650871303585,323.645624431131,1.0,1.0204123313450113
456,dp_fisher_wiener_beta1_adam,fc2,0.08918959325939065,0.5594114355101887,0.009740446973192146,0.08918959325939065,0.019119750635691598,0.05220430098617082,9.740446621168575,0.910411902205514,0.2518098142610224,0.5190665920275419,6.519220437521726,3.3782923106351745,1.0,1.0468339309939803
