seed,accuracy_auc,final_accuracy,late_mean_accuracy,final_test_loss,T50,T70,T80,T85,T90
123,-0.025998598130841044,-0.0363,-0.03052857142857124,0.4260076150894165,0,0,0.0,100.0,
456,-0.03955794392523371,-0.03579999999999994,-0.03802857142857141,0.40956454622745514,0,0,0.0,200.0,
