seed,run_id,learning_rate,interval_index,layer,n_steps,gamma_model,gamma_oracle,gamma_dp_raw,gamma_dp_valid,model_to_oracle_ratio,model_multiplicative_error,clean_signal_energy_in,clean_signal_energy_filtered,signal_retention_oracle,signal_retention_after_model_gamma,noise_energy_in,noise_energy_filtered,noise_retention_oracle,noise_retention_after_model_gamma,dp_signal_energy_in,dp_signal_energy_out
7,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,0,conv1,50,3.093207860725825,2.70678155033216,2.3175100741686294,True,1.1427622817756553,1.1427622817756553,0.0068531979063024455,0.0009353773692463622,0.1364877217957117,1.3059056326491019,0.1379766569344749,0.004821698451463786,0.034945755018210144,0.33435870798519013,0.005920331070891804,0.0011023074235621266
7,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,1,conv1,50,9.281885636992627,7.878049003185205,8.204890681773213,True,1.1781959763438679,1.1781959763438679,0.011421397608876888,0.00018402714772558975,0.016112489384185434,1.3881457586728798,0.140057694579451,0.0004971848598246802,0.003549857516344027,0.3058322980210997,0.011870534873405402,0.00017632938389351498
7,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,2,conv1,50,5.207335023841091,4.419110424636489,4.330703949482445,True,1.1783672557287228,1.1783672557287228,0.011318843842460095,0.0005796053167865325,0.05120711309862529,1.3885493893736414,0.13869312752947838,0.0015942915987033216,0.01149510164708388,0.3117050621874399,0.011223788333498906,0.0005984425651569525
7,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,3,conv1,50,5.455017731705313,4.6072414776644495,4.661117649393845,True,1.1840095115810225,1.1840095115810225,0.011010824862366972,0.0005187258656247128,0.04711053641381809,1.4018785235143312,0.13946226961053693,0.0014698124329415982,0.010539140349903987,0.3136155017012318,0.009848528729763903,0.00045330574829440017
7,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,4,conv1,50,6.053419315636927,5.069383025924507,5.640481021476643,True,1.1941136198784192,1.1941136198784192,0.011105020699870283,0.0004321247683726732,0.03891255856711017,1.4259073371791415,0.14302843758514897,0.0012154852701834406,0.008498207004881998,0.31140732368522667,0.014417469399212304,0.00045316541088442886
7,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,5,conv1,50,4.502744345076828,3.7715739343881696,3.6517994083596026,True,1.1938634701078106,1.1938634701078106,0.011646733852978566,0.0008187643033955173,0.07029990671471593,1.4253099852578632,0.14004049556399706,0.0022809066084627095,0.01628747884157807,0.3302238553713165,0.011892610212877807,0.0008917915583352308
7,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,6,conv1,50,5.210769873192574,4.341857784666112,4.887976194552192,True,1.200124493159391,1.200124493159391,0.011138216859026799,0.0005908326417100249,0.05304553225960882,1.4402987990810852,0.14246615125202391,0.0015897452563609004,0.011158757658502522,0.30298395680376505,0.014794830576065704,0.0006192297766258225
7,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,7,conv1,50,4.417622081451666,3.6748046465490445,3.4511956927251117,True,1.2021379382983501,1.2021379382983501,0.010781591276868036,0.0007983886425860832,0.07405109524964376,1.445135622696208,0.1376024873792949,0.002207366909498491,0.01604162069697175,0.31305840159178705,0.008419912308940104,0.0007069169532125706
7,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,8,conv1,50,6.8737365803112915,5.653269073257897,6.281602308974335,True,1.2158870365514118,1.2158870365514118,0.0109424525814679,0.00034238549679634404,0.031289648663975655,1.4783812856537746,0.14005115518707184,0.0008612660543556607,0.006149653340632812,0.29056038658935196,0.011957405481689904,0.0003030372955769705
7,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,9,conv1,50,5.190104684710015,4.273489206315498,4.286192107314895,True,1.2144887781721583,1.2144887781721583,0.010573695096678572,0.0005789773313329649,0.054756386110928645,1.4749829923061015,0.13935740251148734,0.0015880747328301582,0.01139569699355764,0.30696801678839336,0.010806719964223405,0.0005882346908274679
7,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,10,conv1,50,5.627597651745588,4.6143479985827005,4.476515260254713,True,1.2195867441021153,1.2195867441021153,0.009312449771451334,0.0004373642231522609,0.04696553902422802,1.4873918263895987,0.1403002254105042,0.0014520589207925284,0.01034965493850029,0.3277720746170252,0.009806389877345605,0.0004893606192532115
7,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,11,conv1,50,6.057979948970096,4.963035022888395,5.456293591633784,True,1.2206200280739634,1.2206200280739634,0.008591054781780492,0.00034878018888791,0.04059806365425428,1.4899132529352828,0.1416286376649951,0.0012096225489054242,0.008540804803662913,0.3134400294575931,0.009911588657108806,0.0003329260732925351
