cos_dp_adam_noisy,cos_syn_adam_noisy,cos_syn_dp_noisy,alignment_advantage_noisy,cos_dp_adam_current_noise_off,cos_syn_adam_current_noise_off,cos_syn_dp_current_noise_off,alignment_advantage_current_noise_off,norm_ratio_dp_adam,norm_ratio_syn_adam,noise_degradation_dp,noise_degradation_syn,clip_cosine_dp,clip_cosine_syn,adam_direction_norm,dp_direction_norm,syn_direction_norm,loss_progress_adam,loss_progress_dp,loss_progress_syn,candidate_loss_adam,candidate_loss_dp,candidate_loss_syn,seed,trajectory,step,syn_refresh,batch_hash,noise_hash,reference_update_norm
0.023131991583553627,0.03202159479842406,0.7969825882651885,0.008889603214870437,0.910745612999453,0.5064039623382643,0.5140997019196523,-0.40434165066118866,1.0902051629580494,0.004562032740842644,0.8876136214158994,0.4743823675398403,0.9757624039222521,0.9182210191969652,417.2372955388795,454.8742537751399,1.9034502029490068,0.19698230500789304,0.032064369327194406,0.031198766930105874,2.226597785949707,2.294200897216797,2.3028476238250732,7,adam,1,True,3d815f4a74928f497f631038d1969090bfdb5fb01885874cb3811426644951a0,33474ec4c6ad409c08769e9e100ef963f9963f858c7ac62a04ce081b49775efd,0.41723728719046016
0.03368447117843871,0.024746947786782627,0.6578998791794622,-0.008937523391656082,0.09145484937185697,0.29917832156537305,0.08696021994331862,0.20772347219351608,1.076706362129771,0.00636095928818835,0.05777037819341826,0.27443137377859045,0.9645189020178202,0.9349164677377064,299.12851296388595,322.0735730026337,1.9027442928995997,,,,,,,7,adam,2,False,98eb5e6e10447bf9b7c127da95c28bfde6022849d4c69f1002d6bb7fc61b983a,71458c7972bd95410714c06e58bc0b7519893ab157bea9c09a3845e70a33473b,0.2991285284114547
0.043783037156921174,0.02225977306033988,0.58498626141313,-0.021523264096581295,0.06914864143749545,0.32666258556247857,0.06503539106403718,0.25751394412498313,1.0104591753522596,0.007325661127381896,0.02536560428057428,0.3044028125021387,0.9652147763191905,0.9433247405733114,260.565519228543,263.2908196849069,1.9088146953486174,,,,,,,7,adam,3,False,86a0a309019d5860c9cb4a25cdd62796b019c92d7ec0a886b7861bfb547f29b9,5d7b0df36785507f12ecf4a4cd002e3e254b6ebf9430ffc16a4ca21db1802fa3,0.26056551469525496
0.05094695850280423,0.023589524309884938,0.5413885657534998,-0.02735743419291929,0.0710731161228043,0.3665583883953312,0.06219973967178123,0.2954852722725269,0.9211513584191607,0.007632377421463702,0.02012615762000007,0.3429688640854463,0.9561952155609597,0.9526842920911318,248.68780701274537,229.0791112520725,1.8980792032374,,,,,,,7,adam,4,False,205bb8c09e2a5d148b0b833b7e3c4830242173c5223bf8dd931d59583f33760e,0c7b8e69fef9d30862e49825d53ab7bb4636176906dfb3dc0469788d2ff7c128,0.24868780837503537
0.05950355693505514,0.02280955731546763,0.5140695157992367,-0.03669399961958751,0.07533701270791851,0.36037949628859234,0.06296595330399088,0.28504248358067386,0.8591148282244148,0.007928591862717571,0.015833455772863374,0.3375699389731247,0.9597078950915064,0.95753460374324,239.88770586608905,206.09108521829404,1.9019717126958597,,,,,,,7,adam,5,False,339ea13d75d0f893a0c1833eb68ed421a11354a12f3fbd78228e67b172c9f57b,912a495853db91dc0d60819e825d225c490502dc5c20ade3594cacfc13c6e8d4,0.23988772817834636
0.0657137171936754,0.02268512109675365,0.4920855611721853,-0.04302859609692175,0.0796246080300775,0.4044284985560276,0.07327337175768646,0.3248038905259501,0.807513019814201,0.008106304172344654,0.013910890836402096,0.38174337745927395,0.9676738646453446,0.9593684811523818,234.32282461525776,189.21873171646018,1.8994920908542487,,,,,,,7,adam,6,False,4b5d1b8178778b76bcc1b8587ed2181171a488d4044849fa186cf3e13c652913,c2ced2b54c031dd1370e82520b2cd2a7836149e59a6ca8478abc1043da967341,0.23432282672533297
0.07148312023897645,0.02500594463025021,0.47635996119361323,-0.04647717560872624,0.08373706339980408,0.36246815973940216,0.07369185469801097,0.2787310963395981,0.772818643956562,0.008329274601306929,0.012253943160827632,0.337462215109152,0.9689480512989097,0.967141034420355,228.1455622097742,176.31514401166515,1.900287036714762,,,,,,,7,adam,7,False,37c21415227d26bdaca5c7a47f1324e3168f700288621f4f590e1f10ea9809d0,d2bec1961798f3d29f4db4e83c5f86844c527d9b1bf5bae434d63230006d18a5,0.228145553352519
0.07204798385930695,0.020797880656140272,0.46653848909017365,-0.05125010320316668,0.08545196145414292,0.3562529127325036,0.0679929609584795,0.2708009512783607,0.7564929969204752,0.008662578287560873,0.01340397759483597,0.3354550320763633,0.9715370874254496,0.9773181976144185,219.6172772253394,166.13893222371183,1.9024518572654623,,,,,,,7,adam,8,False,af420c38b58fbe37a3e30f0848a36b180aec8615699ce958071fcbebe0892382,5b3da3535d071fe08ce87c136ad65b2d00e6ad9a8ccbf0455a99b79898a46ba4,0.2196172722129416
0.07819738391786354,0.02683454149782136,0.45981949425177415,-0.05136284242004219,0.08959126673790806,0.3620240619671622,0.08070962330955038,0.2724327952292541,0.7134931274648935,0.008602505527431312,0.011393882820044512,0.3351895204693408,0.9670774081079541,0.9715180016124773,221.52796900341568,158.05868342519304,1.9056955778325158,,,,,,,7,adam,9,False,16a6ff9174775709cfdca04c9e63fe3d4f15ff8147f1872cfa825009496e543b,bbba731733b775d1442985df9e5e8cdd76c63e0c8e6daf8a36bf43c2da1f8cb6,0.22152797121183038
0.08307935351288892,0.024815762204673575,0.4537707784966205,-0.058263591308215346,0.09359241161158777,0.3566002299316037,0.08393993301924554,0.2630078183200159,0.6836495449790495,0.008597888974391085,0.010513058098698846,0.3317844677269301,0.9610879164479242,0.9499369171173929,221.41451511801196,151.36993251218576,1.9036974183033033,,,,,,,7,adam,10,False,88c1c27bec38c83bc24d2c2cefa67b7ce8ef25d9ff104bb4bfe75b585362ddfa,738cf3137e3c85bad5f638fba87153a86f346206eff5a9f5c235c4a637f36209,0.22141451875521445
0.08536571804813851,0.019007677386605366,0.44830876880386766,-0.06635804066153314,0.09794990483273738,0.32278045929825067,0.0807409762220598,0.22483055446551328,0.6865976122256386,0.008958018027746996,0.01258418678459887,0.3037727819116453,0.964057295631709,0.9550597189225659,212.33935115158795,145.7916914822217,1.9021397356160248,,,,,,,7,adam,11,False,0f7543f0e5faba18ccd9da5f38f8c37341a4c47419f5750ce81a081584868e7e,1e22fa3d53a11303b4700624cbce125e3f2b4d208f18eb86c14a3c3f9d2ab832,0.2123393510818757
