step,layer,M_syn,M_stale,refresh_seconds,preconditioner_state_bytes,A_old_diag,A_new_diag,delta_stale_diag,S_old_full,S_new_full,delta_stale_full
0,conv1,2560,512,0.5310132438316941,827688,,0.10328460553519796,,,1.8945630192450449,
0,conv2,2560,512,0.5310132438316941,827688,,1.2059411728560967,,,1.5497767970777263,
0,fc1,2560,512,0.5310132438316941,827688,,11.960497418499402,,,1.2954403295128254,
0,fc2,2560,512,0.5310132438316941,827688,,12.09746923801568,,,1.7157558421580843,
50,conv1,2560,512,0.528294681571424,827688,0.111995383086052,0.10846526373416596,0.0035301193518860463,1.8934230324986707,1.8883616097232019,0.005061422775468838
50,conv2,2560,512,0.528294681571424,827688,0.9822202259387995,0.9701505259603129,0.012069699978486614,1.5488570561063193,1.5487811054070075,7.595069931176646e-05
50,fc1,2560,512,0.528294681571424,827688,11.962116096575576,11.958867581846404,0.0032485147291723138,1.2968493205854237,1.295480124785348,0.001369195800075662
50,fc2,2560,512,0.528294681571424,827688,12.082545507252387,12.075611969592202,0.006933537660184896,1.7436086802874402,1.759995784367876,-0.016387104080435755
100,conv1,2560,512,0.526636921800673,827688,0.10104220536865963,0.09786811262132016,0.0031740927473394714,1.9193325533325334,1.9269920426044065,-0.007659489271873099
100,conv2,2560,512,0.526636921800673,827688,0.8729313009710348,0.9056555530334512,-0.03272425206241647,1.5595642166647776,1.5588960547030952,0.0006681619616824008
100,fc1,2560,512,0.526636921800673,827688,11.960672884719155,11.96149381158923,-0.0008209268700749561,1.2988937989495353,1.2941765069912687,0.004717291958266534
100,fc2,2560,512,0.526636921800673,827688,12.091166813473762,12.089909562037189,0.0012572514365736254,1.777408496947345,1.7690558104200236,0.008352686527321351
150,conv1,2560,512,0.5234767431393266,827688,0.11542141074679524,0.11949126067790891,-0.004069849931113673,1.9057514176942492,1.9048723031733563,0.000879114520892843
150,conv2,2560,512,0.5234767431393266,827688,0.858512072116519,0.8408326600743554,0.01767941204216361,1.5713064969845816,1.576948404461693,-0.005641907477111463
