step,layer,M_syn,M_stale,refresh_seconds,preconditioner_state_bytes,beta2_delta_t,beta2_D_innovation,beta2_D_ema,A_old_diag,A_new_diag,delta_stale_diag,S_old_full,S_new_full,delta_stale_full
0,conv1,8,8,0.025133109651505947,827688,,,,,1.0600804319577888,,,0.5509674826739258,
0,conv2,8,8,0.025133109651505947,827688,,,,,1.7879218511811574,,,0.4390135998183222,
0,fc1,8,8,0.025133109651505947,827688,,,,,12.660080230501258,,,0.6030495397776896,
0,fc2,8,8,0.025133109651505947,827688,,,,,13.205102760040338,,,0.7285530378591458,
2,conv1,8,8,0.020532655529677868,827688,2,6.665168868952065,1.0821876587524268,1.026909074675478,0.8679319940377987,0.15897708063767935,0.8125690193465238,0.7739307814991503,0.038638237847373524
2,conv2,8,8,0.020532655529677868,827688,2,7.0523858750544735,3.2768108577215465,3.3949094137693994,2.8617494175448557,0.5331599962245437,1.0192164022952692,0.7098448398852453,0.30937156241002395
2,fc1,8,8,0.020532655529677868,827688,2,11.056855484384915,4.290169528781426,14.795129735754564,14.390990280012065,0.40413945574249865,1.1486340182181252,0.789890957509539,0.3587430607085862
2,fc2,8,8,0.020532655529677868,827688,2,12.009129356232696,5.792778247323242,16.808000227245074,15.498793696758796,1.3092065304862786,1.2999147574766194,1.7575936984646088,-0.45767894098798934
