step,layer,R_diag,A_diag_raw,A_diag_pre,R_full,S_full_raw,S_full_pre,rank_raw,rank_pre,eigen_tolerance_raw,eigen_tolerance_pre,R_diag_new,R_full_new,A_diag_new,S_full_new,rank_new,eigen_tolerance_new,R_diag_old,R_full_old,A_diag_old,S_full_old,rank_old,eigen_tolerance_old,private_delta_stale_diag,private_delta_stale_full,seed,method,config_fingerprint
0,conv1,0.8625697454670735,1.070927750152876,0.923749876862992,0.8494165502773994,2.4776459785892038,2.104553499941913,160,160,2.099057303978818e-15,2.739124359677389e-12,0.8625697454670735,0.8494165502773994,0.923749876862992,2.104553499941913,160,2.739124359677389e-12,,,,,,,,,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,conv2,0.9281748156504807,2.1213207192770906,1.9689564675505586,0.6385851671951172,2.0269674738073027,1.2943913631603006,512,512,2.68081967141971e-13,1.365463083274554e-09,0.9281748156504807,0.6385851671951172,1.9689564675505586,1.2943913631603006,512,1.365463083274554e-09,,,,,,,,,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,fc1,0.7309005115747353,8.792181575083564,6.426210011086539,0.7279019627698764,1.8909002607235736,1.3763900111827603,512,512,1.4928894250729488e-10,5.817240233045471e-06,0.7309005115747353,0.7279019627698764,6.426210011086539,1.3763900111827603,512,5.817240233045471e-06,,,,,,,,,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,fc2,0.6658557357398724,6.509270931364751,4.334235385134042,0.9540889389148458,2.4750108757771097,2.361380500272886,512,512,1.191259624331098e-13,1.0544959940105329e-08,0.6658557357398724,0.9540889389148458,4.334235385134042,2.361380500272886,512,1.0544959940105329e-08,,,,,,,,,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,conv1,0.7934512977994255,1.482718408224017,1.1764648452764446,0.8608876037684106,2.551924370549809,2.1969200563608346,160,160,1.6666256106382278e-14,1.9483845667554726e-11,0.7934512977994255,0.8608876037684106,1.1764648452764446,2.1969200563608346,160,1.9483845667554726e-11,0.7938282671214599,0.8609948032876019,1.1770237846295608,2.1971936214263703,160,1.9482932948840824e-11,0.000558939353116239,0.0002735650655356636,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,conv2,0.9121260988873725,2.2248353078755243,2.0293303500393884,0.6385537067622996,1.9689809229327542,1.257300066882964,512,512,5.969975403629274e-13,3.739335828284417e-09,0.9121260988873725,0.6385537067622996,2.0293303500393884,1.257300066882964,512,3.739335828284417e-09,0.9199526600580322,0.6415192651735959,2.0467431596711196,1.2631391948206492,512,3.917754096475131e-09,0.017412809631731196,0.005839127937685262,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,fc1,0.9061439739662742,8.952004180699408,8.111804643261662,0.7293254987228799,1.847452700287263,1.3473943620039392,512,512,2.140509159687171e-10,7.693089076641575e-06,0.9061439739662742,0.7293254987228799,8.111804643261662,1.3473943620039392,512,7.693089076641575e-06,0.927305532035627,0.7467365638935625,8.301242999568622,1.3795604813683942,512,9.703264412334265e-06,0.18943835630695993,0.032166119364454904,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,fc2,0.5366166474168643,8.744870645681502,4.692643167979758,0.9639464003089011,2.652087018361393,2.5564697346554315,512,512,1.6651988041823166e-13,3.334501750865963e-08,0.5366166474168643,0.9639464003089011,4.692643167979758,2.5564697346554315,512,3.334501750865963e-08,0.5279274114610946,0.9733115539082104,4.616656923536746,2.5813069369411203,512,4.01937827101097e-08,-0.07598624444301194,0.024837202285688864,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,conv1,0.8094259093761871,1.7493660369664572,1.415982195303391,0.9076469267993298,2.6139022411524597,2.3725003361359107,160,160,7.721676629604152e-14,9.129991219261582e-11,0.8094259093761871,0.9076469267993298,1.415982195303391,2.3725003361359107,160,9.129991219261582e-11,0.809901018833943,0.9076074411558976,1.416813335652631,2.37239712452405,160,9.138282131024374e-11,0.0008311403492398117,-0.00010321161186066519,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,conv2,0.8827111208846857,2.360522167679292,2.083659168505336,0.6507353445079892,2.0200183265204465,1.3144973216207345,512,512,1.8818814793030833e-12,1.0574408434583381e-08,0.8827111208846857,0.6507353445079892,2.083659168505336,1.3144973216207345,512,1.0574408434583381e-08,0.8958887748254235,0.6646830025465679,2.1147653127504538,1.3426718464707037,512,1.230434308603574e-08,0.031106144245117928,0.028174524849969185,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,fc1,0.8775259876737174,9.193305450839109,8.067364445733759,0.7605786381969567,1.912310116921984,1.4544622245387857,512,512,3.705469376813033e-10,1.1980851657775863e-05,0.8775259876737174,0.7605786381969567,8.067364445733759,1.4544622245387857,512,1.1980851657775863e-05,0.8900730016698583,0.799139794002742,8.182712977896236,1.528203112906394,512,1.8517433110409535e-05,0.11534853216247676,0.07374088836760828,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,fc2,0.8111288182548988,6.202499622787204,5.03102618925784,0.9480513329004119,2.9266238436951144,2.77458963591328,512,512,3.9114644397007934e-13,7.808576701495371e-08,0.8111288182548988,0.9480513329004119,5.03102618925784,2.77458963591328,512,7.808576701495371e-08,0.8185142106592639,0.974381118711913,5.07683408286005,2.8516470148686044,512,1.2539917797187682e-07,0.04580789360220994,0.07705737895532438,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
150,conv1,0.7413138511811573,1.7883869134607397,1.3257559902195641,0.9852498206797209,2.6183104037567526,2.579689855785188,160,160,1.1325788713492307e-13,1.3347547577907798e-10,0.7413138511811573,0.9852498206797209,1.3257559902195641,2.579689855785188,160,1.3347547577907798e-10,0.7403252594111833,0.9855868590798733,1.3239880056353877,2.5805723269347727,160,1.3335355395747845e-10,-0.0017679845841764852,0.0008824711495845072,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
150,conv2,0.8602083903895323,2.3666047663304695,2.0357732767333285,0.7778574084996439,2.607269735254861,2.028084079524899,512,512,3.278416307674638e-12,1.2392281867249936e-08,0.8602083903895323,0.7778574084996439,2.0357732767333285,2.028084079524899,512,1.2392281867249936e-08,0.8818757923292193,0.7852598712803626,2.0870514534377897,2.047384296699417,512,1.5333681040649906e-08,0.05127817670446122,0.01930021717451824,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
150,fc1,0.7997114143305599,9.38573164987038,7.505876732244941,0.8494891324483393,2.656142534299694,2.2563642171213805,512,512,6.134701852422367e-10,1.682188859083855e-05,0.7997114143305599,0.8494891324483393,7.505876732244941,2.2563642171213805,512,1.682188859083855e-05,0.8660119232940796,0.8771886148230531,8.128155517626363,2.329937990434942,512,2.9275692952142648e-05,0.6222787853814218,0.07357377331356174,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
150,fc2,0.5225273405468754,9.183702088866115,4.798735428869996,0.9216567718923778,3.9206238612078934,3.613469531725097,512,512,8.41831106462673e-13,9.311452946741547e-08,0.5225273405468754,0.9216567718923778,4.798735428869996,3.613469531725097,512,9.311452946741547e-08,0.506755476941962,0.9637200000844923,4.65389133213624,3.7783836278545335,512,2.1880413418564248e-07,-0.1448440967337561,0.16491409612943642,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
200,conv1,0.8153138630884045,1.6627154582848012,1.3556349635109881,0.9619826851006689,2.835458695271301,2.7276621691691254,160,160,1.013915077681951e-13,1.277380375190358e-10,0.8153138630884045,0.9619826851006689,1.3556349635109881,2.7276621691691254,160,1.277380375190358e-10,0.8152845262626586,0.9617763058336318,1.3555861847173234,2.7270769892818816,160,1.2761740312500904e-10,-4.87787936647166e-05,-0.0005851798872438252,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
200,conv2,0.8328982857777906,2.4707231733930466,2.0578610957505314,0.8914960140541288,4.459220840877084,3.9753776054290206,512,512,6.6868126186303564e-12,2.3671130291215866e-08,0.8328982857777906,0.8914960140541288,2.0578610957505314,3.9753776054290206,512,2.3671130291215866e-08,0.8586335157860083,0.8957943821929324,2.121445724904435,3.9945449782153357,512,2.9560251358836762e-08,0.06358462915390373,0.019167372786315084,91,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
