seed,run_id,method,config_fingerprint,step,layer,clean_clipped_norm,learning_rate,actual_noise_norm,noisy_gradient_norm,filtered_gradient_norm,relmse_noisy,relmse_filtered,cosine_noisy,cosine_filtered,signal_retention,noise_retention,snr_in,snr_out,snr_gain_db,mse_reduction,kappa,H_mean,H_std,H_min,H_max,H_q10,H_q25,H_q50,H_q75,H_q90,trace_A,trace_G,trace_F,lambdaF_mean,lambdaF_median,lambdaF_q10,lambdaF_q90
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,conv1,0.006260889024560795,0.1,0.05171752663773142,0.052262859230108344,0.009217257076537286,68.23441471884871,2.416493078691911,0.1465451083264288,0.2550164607218715,0.09467752084630614,0.029262269837438716,0.014655360908941201,0.04741714376034423,5.099388720380657,0.9645854208943492,0.07798087083650496,0.1276304798317142,0.13247058819829505,0.023952143266797066,0.4016731083393097,0.033563237823545936,0.0346811655908823,0.057346681132912636,0.12638262659311295,0.3685374915599821,3.141690969467163,0.000160000185132958,0.0005026711151003838,3.141694009300977e-06,1.0596214679026161e-06,6.047663077879406e-07,1.016877222355105e-05
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,conv2,0.02594422380950015,0.1,0.2816563790095097,0.28252825545105265,0.029679794948256167,117.85766114849824,1.7034032095902296,0.07946833619549402,0.26455676024598757,0.24554459619811247,0.00913229396261115,0.008484811159129975,0.22813539934598911,14.29550498169763,0.9855469454172987,0.10286675401738087,0.024589835081484313,0.08729228842198179,0.0011132016079500318,0.8950358033180237,0.0015893159550614655,0.002265527204144746,0.0038111564936116338,0.008708501933142543,0.048404409736394885,20.448074340820312,0.0003200029022991657,0.006543443072587252,1.4102239663923317e-06,6.659956142129886e-08,2.7711323014045774e-08,8.855004125507548e-07
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,fc1,0.08400440509568913,0.1,1.8753708580683492,1.8771688000442024,0.06343297246077069,498.3910158479342,1.0816073694195998,0.04376799226149808,0.32352102056898324,0.24372796780334027,0.000745566083117917,0.002006456713824714,0.6559171994299579,25.144192239404497,0.9978298016315982,0.08219521201516232,0.0034289649771802543,0.027285586482367966,4.207079200568842e-06,0.9721584320068359,1.5842561333556658e-05,0.00021540752277360298,0.0007037323375698179,0.0018250526918563992,0.004105842392891646,66.95089721679688,0.0012823340948671103,0.08585342019796371,4.2748607288512303e-07,1.2259408599391008e-08,2.7579639128028075e-10,7.177039904604498e-08
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,fc2,0.025036133728182003,0.1,0.14673662807550694,0.1487538988260423,0.008505563872024635,34.351249916282036,0.9194180517526058,0.1641808978723737,0.2884622729364108,0.0737937717330078,0.0025003877344693805,0.029111022183917246,0.8591515867181301,14.700123412741082,0.9732348006564351,3.01894642537456,0.004631577768992259,0.04636191479332986,5.7433280744589865e-06,0.5355396866798401,7.237748150146217e-06,3.707056021085009e-05,0.0002802830858854577,0.0006548642413690686,0.001449036039412022,1.8253209590911865,0.00011374698078725487,0.00020762474741786718,1.6094939588462247e-07,4.880619020042332e-09,1.2599777193811336e-10,2.5261853586755486e-08
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1,conv1,0.005822681725508482,0.1,0.054220338559623195,0.05454042900228524,0.010263806690461655,86.7118264085189,3.7955777179424004,0.10819121345652516,0.08839527556493841,0.0914764135856225,0.03612703412698773,0.011532451933987053,0.02920105094275796,4.034768287280911,0.9562276811150361,0.06744692780358572,0.1276304798317142,0.13247058819829505,0.023952143266797066,0.4016731083393097,0.033563237823545936,0.0346811655908823,0.057346681132912636,0.12638262659311295,0.3685374915599821,3.141690969467163,0.000160000185132958,0.0005026711151003838,3.141694009300977e-06,1.0596214679026161e-06,6.047663077879406e-07,1.016877222355105e-05
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1,conv2,0.028173695348993697,0.1,0.28037476280084456,0.2812578236945838,0.024727352454424062,99.03534288270501,1.0220368968355642,0.08137942490014831,0.42628344668616,0.3137316309075134,0.005517150209150304,0.010097405326417891,0.5741869112833025,17.54843498490278,0.9896800791810956,0.12130572554713996,0.024589835081484313,0.08729228842198179,0.0011132016079500318,0.8950358033180237,0.0015893159550614655,0.002265527204144746,0.0038111564936116338,0.008708501933142543,0.048404409736394885,20.448074340820312,0.0003200029022991657,0.006543443072587252,1.4102239663923317e-06,6.659956142129886e-08,2.7711323014045774e-08,8.855004125507548e-07
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1,fc1,0.10058112334815307,0.1,1.8728112595312865,1.87554977913476,0.07785215210857947,346.70097250651816,0.8860704459112541,0.05402086714664701,0.46060741450426834,0.33590973682072445,0.0007948379730469938,0.00288432995347905,1.2189585150434563,26.25943985235262,0.997444280471713,0.11783528659116244,0.0034289649771802543,0.027285586482367966,4.207079200568842e-06,0.9721584320068359,1.5842561333556658e-05,0.00021540752277360298,0.0007037323375698179,0.0018250526918563992,0.004105842392891646,66.95089721679688,0.0012823340948671103,0.08585342019796371,4.2748607288512303e-07,1.2259408599391008e-08,2.7579639128028075e-10,7.177039904604498e-08
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1,fc2,0.02964566070141993,0.1,0.14514183095923663,0.1483025577142488,0.01571578339779141,23.96971811833377,0.6519036734721578,0.2054306276995926,0.5933783202947245,0.11846175996352926,0.0026929067152898375,0.041719305745603556,1.835244523520008,16.433568640899544,0.9728030312987874,4.232950094441069,0.004631577768992259,0.04636191479332986,5.7433280744589865e-06,0.5355396866798401,7.237748150146217e-06,3.707056021085009e-05,0.0002802830858854577,0.0006548642413690686,0.001449036039412022,1.8253209590911865,0.00011374698078725487,0.00020762474741786718,1.6094939588462247e-07,4.880619020042332e-09,1.2599777193811336e-10,2.5261853586755486e-08
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,2,conv1,0.006056270040955787,0.1,0.046938732978922815,0.04753015854659127,0.010014798710686649,60.06925559967404,3.2581231716939527,0.1607572767668543,0.1440326444757268,0.09538116365703025,0.044594807099307875,0.01664745071832642,0.03560623650712216,3.3017833429363357,0.9457605535862035,0.07296700692397434,0.1276304798317142,0.13247058819829505,0.023952143266797066,0.4016731083393097,0.033563237823545936,0.0346811655908823,0.057346681132912636,0.12638262659311295,0.3685374915599821,3.141690969467163,0.000160000185132958,0.0005026711151003838,3.141694009300977e-06,1.0596214679026161e-06,6.047663077879406e-07,1.016877222355105e-05
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,2,conv2,0.030105726447203468,0.1,0.28652201943874084,0.2881498369373526,0.025044183707823072,90.57696909717326,0.8556869194052311,0.10615701013619007,0.5026769123894925,0.32961667272935713,0.004647818325394915,0.011040334081080511,0.7829648074281886,18.507600264962715,0.9905529305305325,0.13851343317593254,0.024589835081484313,0.08729228842198179,0.0011132016079500318,0.8950358033180237,0.0015893159550614655,0.002265527204144746,0.0038111564936116338,0.008708501933142543,0.048404409736394885,20.448074340820312,0.0003200029022991657,0.006543443072587252,1.4102239663923317e-06,6.659956142129886e-08,2.7711323014045774e-08,8.855004125507548e-07
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,2,fc1,0.10523903494335951,0.1,1.8688765333565112,1.872104369521217,0.08766296299498114,315.36065417223375,0.7977935977602756,0.05875218052945341,0.5378685082396548,0.37992419142356165,0.0007201677092860669,0.0031709726203297183,1.672845356575543,27.22263302905319,0.9974702183445994,0.1290019017313806,0.0034289649771802543,0.027285586482367966,4.207079200568842e-06,0.9721584320068359,1.5842561333556658e-05,0.00021540752277360298,0.0007037323375698179,0.0018250526918563992,0.004105842392891646,66.95089721679688,0.0012823340948671103,0.08585342019796371,4.2748607288512303e-07,1.2259408599391008e-08,2.7579639128028075e-10,7.177039904604498e-08
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,2,fc2,0.0321039410342051,0.1,0.1454164751700531,0.1487495148881967,0.015735425471651503,20.51684266956662,0.6052905884179196,0.21056987178586503,0.6477196642072794,0.13552936054101683,0.0018288184531188854,0.04874044291745712,3.6120375346267877,18.698627832270226,0.9704978685981179,4.964066363868135,0.004631577768992259,0.04636191479332986,5.7433280744589865e-06,0.5355396866798401,7.237748150146217e-06,3.707056021085009e-05,0.0002802830858854577,0.0006548642413690686,0.001449036039412022,1.8253209590911865,0.00011374698078725487,0.00020762474741786718,1.6094939588462247e-07,4.880619020042332e-09,1.2599777193811336e-10,2.5261853586755486e-08
