seed,run_id,method,learning_rate,interval_index,start_step,end_step,n_steps,layer,trace_F,oracle_signal_energy_sum,noisy_energy_sum,expected_noise_energy_sum,noise_debiased_energy_sum,beta_oracle,beta_dp_raw,beta_dp_positive,beta_dp_negative,estimated_signal_energy_positive,estimated_energy_to_noise_ratio,oracle_estimator_sd,oracle_observability_snr,conditional_variance_sum,sample_count
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,0,0,49,50,conv1,0.02513355683726442,0.0021925870851056796,0.13976227875443745,0.13926637620897964,0.0004959025454577969,0.08723743715632111,0.01973069504919988,0.01973069504919988,False,0.0004959025454577969,0.003560820342665462,0.08898039871613508,0.9804118476940815,5.001457714527901e-06,50
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,1,50,99,50,conv1,0.02512897957336266,0.0033862226288955887,0.14156118789904162,0.13926637620897964,0.0022948116900619966,0.1347536862374256,0.09132132418518712,0.09132132418518712,False,0.0022948116900619966,0.016477858852318967,0.08973305388600755,1.5017173754443616,5.0845743628768286e-06,50
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,2,100,149,50,conv1,0.025133103266253287,0.004262710037960308,0.14362388022726538,0.13926637620897964,0.004357504018285747,0.1696054002087332,0.17337707851368492,0.17337707851368492,False,0.004357504018285747,0.03128898831772356,0.0902551910929473,1.879176123537887,5.14560697550345e-06,50
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,3,150,199,50,conv1,0.02513485802918547,0.004786660486961704,0.1426025036934964,0.13926637620897964,0.0033361274845167357,0.1904391296502908,0.13272911590123063,0.13272911590123063,False,0.0033361274845167357,0.023955010357178185,0.09056827462201573,2.102713454063793,5.1820913156761956e-06,50
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,4,200,249,50,conv1,0.025129536519858525,0.0057160882749214105,0.14404120015986888,0.13926637620897964,0.004774823950889203,0.22746493037801524,0.19000843676985113,0.19000843676985113,False,0.004774823950889203,0.03428554745827476,0.09115137073864311,2.4954636274408437,5.246810335664732e-06,50
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,5,250,299,50,conv1,0.025134862601183805,0.006645769583865374,0.1470736993690165,0.13926637620897964,0.007807323160036866,0.26440445246565103,0.3106173001188061,0.3106173001188061,False,0.007807323160036866,0.05606035981194292,0.09169253911515911,2.8835983264498104,5.311547009127654e-06,50
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,6,300,349,50,conv1,0.025133310017176613,0.007884495738516469,0.14916266830418404,0.13926637620897964,0.009896292095204401,0.31370701802222006,0.39375204015870074,0.39375204015870074,False,0.009896292095204401,0.07106016803570168,0.09243976769932456,3.393637020974525,5.397803460464427e-06,50
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,7,350,399,50,conv1,0.02513173073025038,0.008977951362688065,0.1488818209657586,0.13926637620897964,0.009615444756778928,0.3572356977341616,0.38260177382869537,0.38260177382869537,False,0.009615444756778928,0.06904354818769169,0.09309530680633533,3.8373115662039856,5.473944261626282e-06,50
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,8,400,449,50,conv1,0.025130391769595528,0.01131841179283627,0.14935994197081562,0.13926637620897964,0.010093565761835968,0.45038739931345045,0.40164776794478213,0.40164776794478213,False,0.010093565761835968,0.07247668846224116,0.09447602205241651,4.767213831843477,5.636917983009907e-06,50
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,9,450,499,50,conv1,0.02513484199896457,0.014253219276906709,0.1527987357817918,0.13926637620897964,0.013532359572812184,0.5670701760326908,0.5383904769868715,0.5383904769868715,False,0.013532359572812184,0.09716889274413729,0.09615630753330241,5.897378864918489,5.841277984598647e-06,50
