step,layer,M_syn,M_stale,refresh_seconds,preconditioner_state_bytes,beta2_delta_t,beta2_D_innovation,beta2_D_ema,A_old_diag,A_new_diag,delta_stale_diag,S_old_full,S_new_full,delta_stale_full
0,conv1,2560,512,0.5326596153900027,827688,,,,,0.1458852254096309,,,2.0330675620859617,
0,conv2,2560,512,0.5326596153900027,827688,,,,,0.9985693273472965,,,1.3956321373866112,
0,fc1,2560,512,0.5326596153900027,827688,,,,,11.965199438491533,,,1.47206847966372,
0,fc2,2560,512,0.5326596153900027,827688,,,,,12.080822511021358,,,1.9784023443708794,
50,conv1,2560,512,0.5312334662303329,827688,50,0.044712976384009735,0.0021497901658345227,0.11688522987856692,0.11774240674832764,-0.0008571768697607229,2.06452370156776,2.064535180197759,-1.1478629998951106e-05
50,conv2,2560,512,0.5312334662303329,827688,50,0.25558093767934775,0.08913072344556079,1.0655181128072413,1.0653493208487912,0.00016879195845009853,1.4078782390625828,1.4079251541184379,-4.6915055855079046e-05
50,fc1,2560,512,0.5312334662303329,827688,50,1.5743565238074027,0.8324418956941008,11.962126841022057,11.96178285804026,0.00034398298179638687,1.492946632508281,1.4923924114652154,0.0005542210430655725
50,fc2,2560,512,0.5312334662303329,827688,50,1.3426064273401486,0.5792697841786246,12.072275233615256,12.067750428616927,0.0045248049983293015,1.948773382123738,1.946243095934493,0.0025302861892451123
100,conv1,2560,512,0.5322031350806355,827688,50,0.042302063753397,0.0020176212886670783,0.13915381663072224,0.13874547405134086,0.0004083425793813822,2.087206278761136,2.087162581191558,4.369756957789406e-05
100,conv2,2560,512,0.5322031350806355,827688,50,0.19263684123056943,0.03498902068503766,0.9992783296588886,0.9999149527734922,-0.0006366231146035517,1.4087770472472552,1.408810983472321,-3.393622506586702e-05
100,fc1,2560,512,0.5322031350806355,827688,50,1.5763404580844098,0.6459668625560752,11.96854855180261,11.96795803111925,0.0005905206833585197,1.4663945883750533,1.46706766867266,-0.0006730802976067096
100,fc2,2560,512,0.5322031350806355,827688,50,1.340187420427132,0.47421105227973953,12.0673016696411,12.065502096192622,0.0017995734484781423,1.9983392280028085,1.9975107348282921,0.000828493174516387
150,conv1,2560,512,0.5111639406532049,827688,50,0.044377704438325415,0.002140505143818597,0.1304582162068069,0.1309660366730251,-0.0005078204662181951,2.0706760829883697,2.0703700266180887,0.00030605637028102706
150,conv2,2560,512,0.5111639406532049,827688,50,0.17506476726331313,0.015648788618862035,1.026543624646012,1.0274185383527927,-0.0008749137067807222,1.3819853492852385,1.3819438635831562,4.1485702082288967e-05
150,fc1,2560,512,0.5111639406532049,827688,50,1.7995339698985298,0.65749109189554,11.964933100015353,11.96439515798896,0.0005379420263924573,1.4727363711722787,1.4715577846979124,0.0011785864743663055
150,fc2,2560,512,0.5111639406532049,827688,50,1.6314552063585361,0.4413303173074533,12.067569722523922,12.065276075063938,0.0022936474599841716,2.0092486678049624,2.004352324766018,0.004896343038944373
200,conv1,2560,512,0.534275040961802,827688,50,0.043246864928762334,0.0020691043996423695,0.13021696034918573,0.12825915894091522,0.0019578014082705097,2.0660280575207968,2.065514249968182,0.0005138075526147645
200,conv2,2560,512,0.534275040961802,827688,50,0.15805812473864786,0.01032118114875851,0.9658666895397193,0.9664935665891558,-0.0006268770494364251,1.3919615358795028,1.391875405372998,8.613050650474463e-05
200,fc1,2560,512,0.534275040961802,827688,50,1.5244536627727647,0.21291346663237434,11.97777980923518,11.976618328293405,0.0011614809417750394,1.451500411273462,1.4518653895407079,-0.00036497826724590787
200,fc2,2560,512,0.534275040961802,827688,50,1.428926879136899,0.3182804841119825,12.096485876438392,12.097196520297292,-0.000710643858900184,1.9674696668828942,1.9633771045956045,0.004092562287289603
250,conv1,2560,512,0.5282106222584844,827688,50,0.0389209364770665,0.0018543755859716147,0.13799039020313902,0.1392820723628181,-0.001291682159679064,2.0774308441487923,2.0774531679661754,-2.232381738309641e-05
250,conv2,2560,512,0.5282106222584844,827688,50,0.18353680597913366,0.009221664944494713,1.0494812058658558,1.0529414309045242,-0.0034602250386683853,1.406403316834636,1.406323137135259,8.01796993770143e-05
250,fc1,2560,512,0.5282106222584844,827688,50,1.5721514169610151,0.21743708549211996,11.977956883040498,11.976775606832977,0.0011812762075216199,1.4832667102402626,1.4842484882478142,-0.0009817780075516147
250,fc2,2560,512,0.5282106222584844,827688,50,1.3793294612097502,0.12137626358127909,12.114188271081408,12.106397477277785,0.007790793803623686,2.057380236088568,2.0506270739716927,0.0067531621168752665
300,conv1,2560,512,0.5329745812341571,827688,50,0.039061302304427815,0.0018623220096815715,0.12764663069770882,0.12687342755182696,0.0007732031458818622,2.051132173689901,2.051265133045921,-0.00013295935601975728
300,conv2,2560,512,0.5329745812341571,827688,50,0.2069565143716239,0.028031694085917006,1.0122566925012724,1.0133346080315018,-0.0010779155302294008,1.4093668598851345,1.4092826959866753,8.41638984592219e-05
300,fc1,2560,512,0.5329745812341571,827688,50,1.6772467222675944,0.4453563655384709,11.981473077888822,11.979894298725725,0.0015787791630970105,1.471025598863944,1.4719016172756325,-0.000876018411688495
300,fc2,2560,512,0.5329745812341571,827688,50,1.4757594243908259,0.2652194659290984,12.10324442611098,12.095735682066575,0.007508744044404381,2.0121338209292925,2.005082650112387,0.00705117081690565
350,conv1,2560,512,0.530595438554883,827688,50,0.0366639999346341,0.00176687136003781,0.13059527735612803,0.13044409012550395,0.00015118723062407247,2.0634100297457567,2.063294951496046,0.00011507824971079827
