step,layer,M_syn,M_stale,refresh_seconds,preconditioner_state_bytes,beta2_delta_t,beta2_D_innovation,beta2_D_ema,A_old_diag,A_new_diag,delta_stale_diag,S_old_full,S_new_full,delta_stale_full
0,conv1,2560,512,0.49883710220456123,827688,,,,,0.11375342472735793,,,1.9041331453454986,
0,conv2,2560,512,0.49883710220456123,827688,,,,,0.8289577704672452,,,1.6506087102381835,
0,fc1,2560,512,0.49883710220456123,827688,,,,,11.957576069300892,,,1.1723371970850591,
0,fc2,2560,512,0.49883710220456123,827688,,,,,12.078725578153975,,,1.777770100240676,
50,conv1,2560,512,0.5000065425410867,827688,50,0.379553068889403,0.023026390490739047,0.18086371548596014,0.17151646623292444,0.009347249253035705,1.910191501943538,1.910080261872473,0.00011124007106499967
50,conv2,2560,512,0.5000065425410867,827688,50,0.9661952111158434,0.36668197072382125,0.8083071659784917,0.788693062220247,0.019614103758244683,1.6470963121353979,1.6475837290751467,-0.0004874169397488526
50,fc1,2560,512,0.5000065425410867,827688,50,2.7437889698766833,1.785462977391152,12.630129603054357,12.521878786647648,0.1082508164067093,1.2390937777376303,1.104266559419533,0.1348272183180974
50,fc2,2560,512,0.5000065425410867,827688,50,3.2903401777869625,2.244793930131853,13.448261193160782,13.021289122080814,0.4269720710799678,3.183043047270852,2.137693969889972,1.0453490773808802
100,conv1,2560,512,0.514692154712975,827688,50,1.0115670230260332,0.0963941972024286,0.4541175979568317,0.38641231248320823,0.06770528547362348,1.929808175216085,1.9269041163462908,0.0029040588697941683
100,conv2,2560,512,0.514692154712975,827688,50,1.9641906012140358,1.1005758231217264,1.1651534201445017,0.95186539319744,0.21328802694706173,1.781235367461163,1.643237431810236,0.13799793565092688
100,fc1,2560,512,0.514692154712975,827688,50,3.9642550072200877,2.511170560650743,13.372399476498382,12.926137693151333,0.44626178334704925,1.2796145999604902,1.1969400028541468,0.0826745971063434
100,fc2,2560,512,0.514692154712975,827688,50,3.824550902752019,2.152242042252739,14.268987300215489,13.188271832788542,1.0807154674269466,3.3042194346425893,2.28565289679138,1.0185665378512092
