step,layer,M_syn,M_stale,refresh_seconds,preconditioner_state_bytes,beta2_delta_t,beta2_D_innovation,beta2_D_ema,A_old_diag,A_new_diag,delta_stale_diag,S_old_full,S_new_full,delta_stale_full
0,conv1,2560,512,0.5129484152421355,827688,,,,,0.11375342472735793,,,1.9041331453454986,
0,conv2,2560,512,0.5129484152421355,827688,,,,,0.8289577704672452,,,1.6506087102381835,
0,fc1,2560,512,0.5129484152421355,827688,,,,,11.957576069300892,,,1.1723371970850591,
0,fc2,2560,512,0.5129484152421355,827688,,,,,12.078725578153975,,,1.777770100240676,
50,conv1,2560,512,0.49287794157862663,827688,50,0.3277685990998474,0.019224196819131015,0.15627764824431795,0.14626119021921552,0.010016458025102426,1.9199673634017276,1.9194597784616874,0.0005075849400402177
50,conv2,2560,512,0.49287794157862663,827688,50,0.8325208175528233,0.2778540871424458,0.7662613769752636,0.7502026200093801,0.016058756965883547,1.6375321981774758,1.6392988232787946,-0.0017666251013188639
50,fc1,2560,512,0.49287794157862663,827688,50,2.628717162625922,1.6798314926008329,12.649596987946586,12.520548322739778,0.1290486652068079,1.2061609931545303,1.0963599554340773,0.10980103772045302
50,fc2,2560,512,0.49287794157862663,827688,50,3.3120812307561787,2.1993107995797563,13.423568888553831,13.026113787440545,0.39745510111328564,3.2591164158986405,2.231882773740683,1.0272336421579578
100,conv1,2560,512,0.504751194268465,827688,50,0.9648369426240304,0.08867685379241631,0.4551747193522705,0.3919584439065804,0.06321627544569008,1.9139133525091814,1.909997278957411,0.0039160735517704826
100,conv2,2560,512,0.504751194268465,827688,50,1.7873005738202374,0.9223765763553886,1.0787795623190573,0.8922662596776676,0.18651330264138966,1.690761098620737,1.636534507466876,0.05422659115386108
100,fc1,2560,512,0.504751194268465,827688,50,3.6485392171558586,2.1548366514299864,13.22040840268458,12.86172986323617,0.35867853944841066,1.2582567802506972,1.208138129114555,0.05011865113614222
100,fc2,2560,512,0.504751194268465,827688,50,3.4671060971852876,1.663957600858285,13.865017074977436,13.164692545374217,0.7003245296032183,2.770780696979872,2.254798733667158,0.5159819633127136
150,conv1,2560,512,0.47105319425463676,827688,50,1.5715064069646159,0.21475968453836217,0.7058622752349686,0.5401873949863742,0.16567488024859434,1.9875971861468997,1.9769869789031806,0.010610207243719083
150,conv2,2560,512,0.47105319425463676,827688,50,1.9884887096343047,0.7570024218350286,1.2146674929709664,0.9290884341425125,0.2855790588284539,1.8079401909785822,1.672036762024125,0.13590342895445717
150,fc1,2560,512,0.47105319425463676,827688,50,3.2391809636635007,1.1800390628740638,13.61582402873862,13.012527652956557,0.6032963757820635,1.3913871731708922,1.3101491719459162,0.08123800122497604
150,fc2,2560,512,0.47105319425463676,827688,50,3.569953306906346,1.163998358789766,13.95827920056886,13.223928948870665,0.7343502516981957,3.003183174765102,2.391271391999113,0.611911782765989
200,conv1,2560,512,0.47968051116913557,827688,50,1.9560130245671885,0.32178943865124604,0.8140521892177548,0.574565452799942,0.23948673641781282,1.9621726527160968,1.9561723688175807,0.0060002838985160345
200,conv2,2560,512,0.47968051116913557,827688,50,2.0044784041992894,0.6519050443349679,1.0803321794659986,0.8276794054286405,0.2526527740373581,1.707549226730406,1.6522037642603784,0.055345462470027584
200,fc1,2560,512,0.47968051116913557,827688,50,3.5395376247219237,1.5035456622553705,13.532363403574829,13.058307845622252,0.4740555579525765,1.4745113944538146,1.4055937266053484,0.0689176678484662
200,fc2,2560,512,0.47968051116913557,827688,50,4.080404389779102,1.7022252672317464,6.187404886465611,5.566623168140277,0.6207817183253344,2.9920825163844356,2.5099094720566626,0.48217304432777297
250,conv1,2560,512,0.5105213699862361,827688,50,2.221974686412229,0.4071922754211069,0.85642415427689,0.5857010724617387,0.27072308181515126,1.9566299892748409,1.9529581603781714,0.0036718288966695045
250,conv2,2560,512,0.5105213699862361,827688,50,2.0371060102990004,0.5445070209330475,0.9528431871992886,0.7210929067574392,0.23175028044184942,1.7211406173720416,1.6612698369441996,0.059870780427841996
250,fc1,2560,512,0.5105213699862361,827688,50,3.5536570229188484,1.3789954929767094,2.536963566970048,2.201900005167645,0.3350635618024027,1.542486975879366,1.5285460645848912,0.013940911294474834
250,fc2,2560,512,0.5105213699862361,827688,50,3.746649440529433,1.0588053167182125,2.6434999832462616,2.276958960122597,0.36654102312366454,2.9174378291631826,2.619247246236398,0.2981905829267846
300,conv1,2560,512,0.48917710594832897,827688,50,2.302412293782381,0.4237041298303611,0.7665044779391307,0.5291639789704234,0.23734049896870724,1.9843962133877593,2.0308664354862382,-0.04647022209847895
300,conv2,2560,512,0.48917710594832897,827688,50,2.017909692524229,0.43808508627270415,0.8670529816568024,0.6567578149076505,0.21029516674915194,1.7524040173573472,1.7031673122824387,0.049236705074908516
300,fc1,2560,512,0.48917710594832897,827688,50,3.2127651783140574,0.7990682889051752,1.6400098898203923,1.3951868117633723,0.24482307805701997,1.569047197836467,1.5669097435196675,0.0021374543167995697
300,fc2,2560,512,0.48917710594832897,827688,50,3.5513546534248075,0.7681014674306174,2.5103507845963233,2.074305532985863,0.4360452516104605,2.940269803632264,2.792603276729909,0.14766652690235516
350,conv1,2560,512,0.4771757507696748,827688,50,2.2721220715864665,0.40260471973103445,0.6247070455718872,0.4271056319294426,0.19760141364244455,2.0649778996909456,2.0542573920497302,0.010720507641215349
350,conv2,2560,512,0.4771757507696748,827688,50,1.9244872728932116,0.33167753591990107,0.7534785455495823,0.5929387876919923,0.16053975785759,1.7167241746719561,1.6822906077789768,0.034433566892979384
350,fc1,2560,512,0.4771757507696748,827688,50,3.1199121144711786,0.853123200167138,1.3792998507809902,1.1929526842692284,0.18634716651176175,1.647495392405344,1.647093543387967,0.0004018490173769429
350,fc2,2560,512,0.4771757507696748,827688,50,3.449101359655181,0.9077551804277292,2.037731068537961,1.8658721278182,0.17185894071976104,3.079123427368864,3.034745017908617,0.04437840946024707
400,conv1,2560,512,0.48511675652116537,827688,50,2.1552397084388573,0.3478074891533777,0.5692381988033886,0.4068810929741301,0.16235710582925844,2.033627178088914,2.0881925296490174,-0.05456535156010345
400,conv2,2560,512,0.48511675652116537,827688,50,1.7984927465196507,0.2663475962227892,0.6619343769267151,0.5335100403176918,0.1284243366090233,1.7112787078982623,1.6963544233788266,0.014924284519435727
400,fc1,2560,512,0.48511675652116537,827688,50,2.686484279714776,0.5515315498485815,1.1294036440648425,0.9598132036749026,0.16959044038993987,1.6259042755875148,1.6408483521603103,-0.014944076572795506
400,fc2,2560,512,0.48511675652116537,827688,50,2.9030771378397016,0.5053276625655827,2.257187071957105,1.9544180927398451,0.3027689792172601,3.0527991731311266,3.033205031200337,0.019594141930789455
450,conv1,2560,512,0.5082488460466266,827688,50,2.0633907200953807,0.3156843099452409,0.4801087533279026,0.328017702712177,0.1520910506157256,2.0919191702440205,2.1074523101060523,-0.015533139862031753
450,conv2,2560,512,0.5082488460466266,827688,50,1.7534727069383067,0.24278628576910813,0.6227500951911056,0.5022408146355202,0.12050928055558541,1.735827065596283,1.7296647548115975,0.006162310784685543
450,fc1,2560,512,0.5082488460466266,827688,50,2.524963723085631,0.35364637392930903,0.956255482338946,0.8330709214167242,0.12318456092222174,1.6758023608256862,1.6851294952199605,-0.009327134394274239
