step,layer,R_diag,A_diag_raw,A_diag_pre,R_full,S_full_raw,S_full_pre,rank_raw,rank_pre,eigen_tolerance_raw,eigen_tolerance_pre,R_diag_new,R_full_new,A_diag_new,S_full_new,rank_new,eigen_tolerance_new,R_diag_old,R_full_old,A_diag_old,S_full_old,rank_old,eigen_tolerance_old,private_delta_stale_diag,private_delta_stale_full
0,conv1,1.2072068941091554,1.0090075546981128,1.2180808762397823,1.0192312212375116,3.117477293787133,3.1774301893268726,160,160,1.4340032911026814e-15,8.775296606312304e-12,1.2072068941091554,1.0192312212375116,1.2180808762397823,3.1774301893268726,160,8.775296606312304e-12,,,,,,,,
0,conv2,0.5507419122321356,2.660017431334592,1.4649830867040268,0.9136309837300752,2.2669681985148777,2.071172385293944,512,512,2.631590883710698e-13,1.5294684665597818e-09,0.5507419122321356,0.9136309837300752,1.4649830867040268,2.071172385293944,512,1.5294684665597818e-09,,,,,,,,
0,fc1,1.4982230219267196,8.677166754498447,13.00033099668673,0.924847268147782,1.941218298218679,1.7953304399860315,512,512,1.2455922971113472e-10,7.276839019963098e-06,1.4982230219267196,0.924847268147782,13.00033099668673,1.7953304399860315,512,7.276839019963098e-06,,,,,,,,
0,fc2,1.3828827959320993,9.734194479933374,13.461250078557072,1.245453365567167,2.5726592705286095,3.204127146937429,512,512,9.613749656889174e-14,5.783807670240272e-10,1.3828827959320993,1.245453365567167,13.461250078557072,3.204127146937429,512,5.783807670240272e-10,,,,,,,,
50,conv1,1.111656708903086,1.3970474153545958,1.5530371319346525,1.0033005337516074,3.173589069430558,3.1840636072679462,160,160,8.257075603827063e-15,5.0716684907669654e-11,1.111656708903086,1.0033005337516074,1.5530371319346525,3.1840636072679462,160,5.0716684907669654e-11,1.11467965969793,1.0034119683798317,1.5572603375293335,3.184417254986035,160,5.2056833670457564e-11,0.004223205594680923,0.00035364771808854556
50,conv2,0.6191296278916255,2.591848014161198,1.604689896559271,0.9109921443183435,2.229196657145531,2.0307806428002904,512,512,4.130188573266532e-13,3.274625151878366e-09,0.6191296278916255,0.9109921443183435,1.604689896559271,2.0307806428002904,512,3.274625151878366e-09,0.6254162572748581,0.9132022961527861,1.62098388444197,2.035707505881414,512,3.5401928577344514e-09,0.016293987882698868,0.004926863081123667
50,fc1,1.5039790093146832,8.806511682430067,13.244808715659357,0.9063506253959912,2.0130392565615205,1.8245193891312153,512,512,1.618117508163806e-10,6.8372546383519e-06,1.5039790093146832,0.9063506253959912,13.244808715659357,1.8245193891312153,512,6.8372546383519e-06,1.5190989163368998,0.9137508233631555,13.377962353487762,1.8394162781454437,512,2.9010188151722845e-05,0.13315363782840528,0.014896889014228476
50,fc2,0.8871201750458975,6.167213619831086,5.471059625969996,1.2686724898013215,2.7084165314665314,3.4360935443947036,512,512,1.802602491357886e-13,4.010262246299886e-09,0.8871201750458975,1.2686724898013215,5.471059625969996,3.4360935443947036,512,4.010262246299886e-09,0.9793763801360318,1.5265065174226475,6.040023350515803,4.134415487178901,512,4.9384776780211984e-08,0.5689637245458066,0.6983219427841978
100,conv1,1.070284237582953,1.9070438275461503,2.0410789490025083,1.0010563077423968,3.2709496140937158,3.274404743496073,160,160,4.283805241992175e-14,2.2969799261095803e-10,1.070284237582953,1.0010563077423968,2.0410789490025083,3.274404743496073,160,2.2969799261095803e-10,1.1020060011370667,1.0043983168056774,2.101573742387259,3.285336286751908,160,2.6664625047473855e-10,0.06049479338475061,0.01093154325583523
100,conv2,0.7169147083554654,2.5838821362661855,1.8524231081461695,0.9199765869745538,2.257331823652092,2.076692426792497,512,512,1.428327876602918e-12,1.1018411494053055e-08,0.7169147083554654,0.9199765869745538,1.8524231081461695,2.076692426792497,512,1.1018411494053055e-08,0.7628341275456573,0.9548637392001669,1.9710734750994248,2.1554443057479684,512,3.047439236214588e-08,0.11865036695325526,0.07875187895547153
100,fc1,1.499375831966935,9.09508429044274,13.636949574791984,0.9514120067016907,2.123896197203239,2.0207003430072232,512,512,3.152461270261461e-10,1.1689811618350666e-05,1.499375831966935,0.9514120067016907,13.636949574791984,2.0207003430072232,512,1.1689811618350666e-05,1.5273347612943544,0.9414597430723244,13.891238393695396,1.999562768131248,512,3.6038354095942613e-05,0.2542888189034116,-0.02113757487597523
100,fc2,1.3521544059960884,10.637482680298877,14.383519074873206,1.1901367131258747,3.0692787741322967,3.6528613519128257,512,512,5.900352507392267e-13,3.5684353983374355e-09,1.3521544059960884,1.1901367131258747,14.383519074873206,3.6528613519128257,512,3.5684353983374355e-09,1.414457287004666,1.365513658440259,15.046264892534674,4.1911420876384256,512,3.712828155239446e-08,0.6627458176614685,0.5382807357255999
150,conv1,0.9235771484099047,1.9431206404710915,1.7946218201427182,1.0022396343470583,3.288640799497762,3.296006152387454,160,160,5.856183698353444e-14,2.2229945324358927e-10,0.9235771484099047,1.0022396343470583,1.7946218201427182,3.296006152387454,160,2.2229945324358927e-10,1.015834612291573,1.0149319518610271,1.973889202448704,3.337746625604072,160,3.178445707619496e-10,0.17926738230598582,0.041740473216618224
150,conv2,0.7297391730379039,2.5348657535311525,1.8497908387439264,0.9286759513945007,2.846665329152426,2.6436296328523685,512,512,2.0647997351815518e-12,9.992458287643703e-09,0.7297391730379039,0.9286759513945007,1.8497908387439264,2.6436296328523685,512,9.992458287643703e-09,0.8477342770154128,0.9875197064474693,2.1488925869008613,2.8111381101987925,512,5.8193032007094246e-08,0.2991017481569349,0.16750847734642393
150,fc1,1.4653348982555945,9.38351795898605,13.749996333710365,0.9668226253862573,2.88336332355646,2.787700898423301,512,512,6.091550505565666e-10,1.4765902999375478e-05,1.4653348982555945,0.9668226253862573,13.749996333710365,2.787700898423301,512,1.4765902999375478e-05,1.502677750035607,0.9980210608859116,14.100403654027868,2.877657323095346,512,5.121976746560396e-05,0.3504073203175029,0.08995642467204501
150,fc2,1.2928293828094717,11.050048125180286,14.28582689769179,1.047336329532152,4.0345965002514355,4.225579489716605,512,512,1.76292777272395e-12,2.790642196030369e-09,1.2928293828094717,1.047336329532152,14.28582689769179,4.225579489716605,512,2.790642196030369e-09,1.357336693555259,1.151857302265053,14.9986357858587,4.647279440507642,512,1.739827741626472e-08,0.7128088881669097,0.4216999507910373
200,conv1,0.8586427596040748,1.980982037946211,1.7009558837882386,1.0069681222159894,3.4899966450705753,3.51431536822682,160,160,5.395416159017267e-14,1.242184405961753e-10,0.8586427596040748,1.0069681222159894,1.7009558837882386,3.51431536822682,160,1.242184405961753e-10,0.9792302523977303,1.0277393812573006,1.9398375410134385,3.586806992594888,160,2.0605663146186124e-10,0.23888165722519994,0.07249162436806822
