method,window,metric,mean,std,n
syn_diag,early,clipping_shape_error,0.41911315685056105,0.029215132418934014,3
syn_diag,early,coefficient_cv,0.2804137706577673,0.04653585120310282,3
syn_diag,early,coefficient_mean,0.0008946623808393333,0.00021013983097303715,3
syn_diag,early,contrib_conv1,0.0008820049212469001,0.0003217419850177939,3
syn_diag,early,contrib_conv2,0.0182003205021222,0.0020549718173298037,3
syn_diag,early,contrib_fc1,0.8982675274213155,0.024138995912690576,3
syn_diag,early,contrib_fc2,0.08228952872256433,0.02114520292965546,3
syn_diag,early,contrib_mass,1.0000000003395446,3.191130275655784e-09,3
syn_diag,early,conv_share,0.01916124913767111,0.002333828068702188,3
syn_diag,early,diag_deep_gap,0.5851105420979491,0.11897603457690806,3
syn_diag,early,diag_fc_over_conv,1.8034786192928773,0.20685241456931766,3
syn_diag,early,diag_log_auc,-0.018710736715721783,0.05148263825737069,3
syn_diag,early,diagnostic_snr,0.06136277165686541,0.0014447461079947139,3
syn_diag,early,fc2_to_fc1,0.09206123686938772,0.026177071607947057,3
syn_diag,early,fc_share,0.9808387508623287,0.0023338280687022505,3
syn_diag,early,fc_to_conv,51.748539803916195,6.866592305923087,3
syn_diag,early,full_beneficial_fraction,0.5333333333333333,0.46188021535170065,3
syn_diag,early,full_deep_gap,0.08078033087437926,0.03955782870667723,3
syn_diag,early,full_fc_over_conv,1.0846943695989901,0.04245214600527716,3
syn_diag,early,full_log_auc,0.010209458072175246,0.03210619839684408,3
syn_diag,early,layer_entropy,0.26883700659223775,0.04012226199713332,3
syn_diag,early,layer_hhi,0.8154503650649575,0.039072034056249885,3
syn_diag,early,nearzero_mass_deficit,1.0865430222217753e-09,1.8819477190975545e-09,3
syn_diag,early,norm_cv,0.2428466412888016,0.03696099028238058,3
syn_diag,early,norm_mean,1387.1022024254005,291.5319833975163,3
syn_diag,early,relative_distortion,0.9994119622556514,8.560393996756028e-05,3
syn_diag,early,share_conv1,0.0008820049037295834,0.00032174196878187445,3
syn_diag,early,share_conv2,0.01820032045360576,0.002054971894829011,3
syn_diag,early,share_fc1,0.8982675022969243,0.02413898565963564,3
syn_diag,early,share_fc2,0.08228952968614628,0.021145201533473223,3
syn_diag,late,G_diag_conv,0.6232589888561846,0.13234224171294662,3
syn_diag,late,G_diag_fc,1.0936135225709913,0.02506893737114524,3
syn_diag,late,G_diag_new,0.8213234429946376,0.09021836832488095,3
syn_diag,late,G_full_conv,0.9883848232820492,0.02329136517536191,3
syn_diag,late,G_full_fc,1.000454753492784,0.011207527705446203,3
syn_diag,late,G_full_new,0.995457394535685,0.011318706224269047,3
syn_diag,late,aggregate_cosine,0.4819615671342697,0.027037042992133314,3
syn_diag,late,alpha_negative,0.0,0.0,3
syn_diag,late,alpha_negative_fraction,0.03361823361823362,0.017122483420303952,3
syn_diag,late,alpha_over_mean_coeff,0.001127128577662809,0.0002485302459942994,3
syn_diag,late,clipped_aggregate_norm,0.048624168599441964,0.0001947432253811866,3
syn_diag,late,clipping_alpha_star,0.0006174947508170666,0.00011280962832688364,3
syn_diag,late,clipping_shape_error,0.874943844619995,0.014602987363498557,3
syn_diag,late,coefficient_cv,0.8346074621007694,0.012788633856327503,3
syn_diag,late,coefficient_mean,0.5577261646588644,0.008086229686304944,3
syn_diag,late,contrib_conv1,0.0006110422546043667,0.00012011979026283162,3
syn_diag,late,contrib_conv2,0.021669687703251766,0.0023455936694177257,3
syn_diag,late,contrib_fc1,0.9372132619222006,0.016758758764680304,3
syn_diag,late,contrib_fc2,0.035889592021703665,0.016546014087606198,3
syn_diag,late,contrib_mass,0.9980106189614162,0.0017939174479222834,3
syn_diag,late,conv_share,0.02240460496140857,0.0024532388789415102,3
syn_diag,late,diag_deep_gap,0.5721153006818316,0.20766480959586672,3
syn_diag,late,diag_fc_over_conv,1.797714207198507,0.37002039485147414,3
syn_diag,late,diag_log_auc,-0.2183505946024512,0.09476282194493889,3
syn_diag,late,diagnostic_snr,0.02561950360955963,0.00010260791925696807,3
syn_diag,late,fc2_to_fc1,0.03855345645830067,0.018172853419042564,3
syn_diag,late,fc_share,0.9775953950385915,0.002453238878941511,3
syn_diag,late,fc_to_conv,43.98277014914328,4.789597399023606,3
syn_diag,late,full_beneficial_fraction,0.638888888888889,0.4882887730901929,3
syn_diag,late,full_deep_gap,0.011186450313377873,0.03418648880464857,3
syn_diag,late,full_fc_over_conv,1.0116553567881885,0.03490032348738691,3
syn_diag,late,full_log_auc,-0.00785069355275358,0.012578826656687424,3
syn_diag,late,layer_entropy,0.18873946723258506,0.03503412196966793,3
syn_diag,late,layer_hhi,0.8883463588844963,0.02633526653486605,3
syn_diag,late,nearzero_mass_deficit,0.0019893810385838893,0.0017939174479222834,3
syn_diag,late,norm_cv,2.264317440545,0.1222025363538579,3
syn_diag,late,norm_mean,209.21989464766023,17.1282395518321,3
syn_diag,late,relative_distortion,0.999383367114271,0.00011262533251162079,3
syn_diag,late,share_conv1,0.0006144207725757464,0.0001177645707592955,3
syn_diag,late,share_conv2,0.02177555910083948,0.002340894498467331,3
syn_diag,late,share_fc1,0.9413936112724652,0.014429507299961295,3
syn_diag,late,share_fc2,0.03610434395764645,0.016689649295874957,3
syn_diag,mid,G_diag_conv,0.6410465319412166,0.11310560492525233,3
syn_diag,mid,G_diag_fc,1.1600430480688582,0.004905676351667272,3
syn_diag,mid,G_diag_new,0.858957636714112,0.07372243116479812,3
syn_diag,mid,G_full_conv,0.9791387009167916,0.03582126200995917,3
syn_diag,mid,G_full_fc,1.0013425274873882,0.011523475245406173,3
syn_diag,mid,G_full_new,0.9897029943320209,0.01921303174922425,3
syn_diag,mid,aggregate_cosine,0.3019178347001116,0.04131705543028594,3
syn_diag,mid,alpha_negative,0.0,0.0,3
syn_diag,mid,alpha_negative_fraction,0.13160173160173158,0.04875466052052324,3
syn_diag,mid,alpha_over_mean_coeff,0.0011123532304486582,0.00016194390992404305,3
syn_diag,mid,clipped_aggregate_norm,0.07328282080701178,0.001997652338924666,3
syn_diag,mid,clipping_alpha_star,0.00023850543864796666,3.053291483896355e-05,3
syn_diag,mid,clipping_shape_error,0.9480720066821263,0.009777184189692558,3
syn_diag,mid,coefficient_cv,1.5677859593786179,0.007291199879351005,3
syn_diag,mid,coefficient_mean,0.23011362055937443,0.024177298281477695,3
syn_diag,mid,contrib_conv1,0.0010999997224037333,7.540634609992689e-05,3
syn_diag,mid,contrib_conv2,0.025385112812121635,0.00589782148129602,3
syn_diag,mid,contrib_fc1,0.9483280181884766,0.005447876128626828,3
syn_diag,mid,contrib_fc2,0.023759622126817665,0.00791664859811481,3
syn_diag,mid,contrib_mass,0.9999999996992605,1.877215928688943e-09,3
syn_diag,mid,conv_share,0.026673870807876147,0.005738585198704095,3
syn_diag,mid,diag_deep_gap,0.607330248883638,0.1574032955753424,3
syn_diag,mid,diag_fc_over_conv,1.8502880538676922,0.277943480317722,3
syn_diag,mid,diag_log_auc,-0.14950659411187547,0.08674261847032846,3
syn_diag,mid,diagnostic_snr,0.03861185797643637,0.001052539565855184,3
syn_diag,mid,fc2_to_fc1,0.025060823310006846,0.008444379737694904,3
syn_diag,mid,fc_share,0.9733261291921238,0.0057385851987040645,3
syn_diag,mid,fc_to_conv,37.55424264580628,7.4269829625441135,3
syn_diag,mid,full_beneficial_fraction,0.6666666666666666,0.5773502691896258,3
syn_diag,mid,full_deep_gap,0.020322534769162664,0.03779532399640187,3
syn_diag,mid,full_fc_over_conv,1.0210178081214016,0.03874538874238417,3
syn_diag,mid,full_log_auc,-0.012039791822701604,0.02105056969474924,3
syn_diag,mid,layer_entropy,0.17490935558443654,0.013729270088938051,3
syn_diag,mid,layer_hhi,0.9006919093114519,0.010042087263446709,3
syn_diag,mid,nearzero_mass_deficit,8.149072897959778e-10,1.4114608293848886e-09,3
syn_diag,mid,norm_cv,1.3056470527221948,0.06708546859754462,3
syn_diag,mid,norm_mean,385.8802678415371,10.350593770000316,3
syn_diag,mid,relative_distortion,0.9997617913226288,3.058988500642379e-05,3
syn_diag,mid,share_conv1,0.0010999997081439557,7.54063407238774e-05,3
syn_diag,mid,share_conv2,0.025385113025140297,0.005897821487031436,3
syn_diag,mid,share_fc1,0.9483280175632585,0.0054478859214102515,3
syn_diag,mid,share_fc2,0.02375962139962373,0.007916648080967802,3
