seed,run_id,layer,step,interval_index,beta_train,gamma_model,sum_a,sum_a_H2,mean_H2,model_signal_retention,gamma_model_raw,model_noise_retention_after_raw
42,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,0,0,1.0,51766.983523626586,0.0005051987463354369,1.885196156469354e-13,1.148228244115266e-10,3.7315931010201676e-10,51766.983523626586,0.3077045682717539
42,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,0,0,1.0,4537.184661332427,0.0063968075297174895,3.107351430619459e-10,5.417809140913746e-10,4.8576597250796026e-08,4537.184661332427,0.01115312608856102
42,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,0,0,1.0,6.690439619594333,0.5930906396671997,0.01324987431625995,6.211060023111873e-07,0.022340386831420637,6.690439619594333,2.780193588401222e-05
42,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,0,0,1.0,26.884699639855157,0.09618012357131318,0.00013306840552990888,5.218152441593415e-06,0.0013835333184121427,26.884699639855157,0.0037716131387296107
42,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,2,1,1.0,47435.72659793278,0.0005319864591879876,2.364228583466537e-13,1.3179621740839112e-10,4.4441518061855246e-10,47435.72659793278,0.29656101581622973
42,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,2,1,6424.1613264642665,1.3112753386388716,173.0393938103187,100.63688789295736,0.009997013661798438,0.581583682633984,1.3112753386388716,0.017189295298867587
42,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,2,1,267.16587916765235,1.0020130351611929,51942.66326955109,51734.168227281705,0.0008911499056920958,0.9959860540614288,1.0020130351611929,0.0008947413490963732
42,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,2,1,103.07879884235892,1.0003839115778517,28244.547730477007,28222.87339504813,0.014526067718396849,0.999232618782368,1.0003839115778517,0.014537223310521864
