seed,run_id,learning_rate,interval_index,layer,n_steps,gamma_model,gamma_oracle,gamma_dp_raw,gamma_dp_valid,model_to_oracle_ratio,model_multiplicative_error,clean_signal_energy_in,clean_signal_energy_filtered,signal_retention_oracle,signal_retention_after_model_gamma,noise_energy_in,noise_energy_filtered,noise_retention_oracle,noise_retention_after_model_gamma,dp_signal_energy_in,dp_signal_energy_out
7,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,0,conv1,50,3.093207860725825,2.6572301201897237,2.178139408606076,True,1.1640722560020405,1.1640722560020405,0.005010274333159463,0.0007095829517736243,0.14162556869938167,1.35506421719368,0.13797665694315175,0.0048216984184561345,0.034945754776786186,0.33435870567526144,0.004287283392723605,0.0009036720421855843
7,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,1,conv1,50,12.365132908472507,10.107589709270078,10.36858520518834,True,1.2233512898858514,1.2233512898858514,0.027228338777112622,0.0002665176261200195,0.009788244090162664,1.4965883784653762,0.14005769478468746,0.000278984786933914,0.001991927593573498,0.3045587809035788,0.027350428031407605,0.0002544046971748501
7,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,2,conv1,50,2.9237624723591824,2.463304234002545,2.439023750760247,True,1.1869270681228252,1.1869270681228252,0.012254428991833755,0.0020195609888397125,0.16480253712233595,1.4087958650426455,0.13869312729817523,0.005253219743483622,0.03787656854971456,0.323783565997117,0.012682997201401404,0.002132012947533125
7,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,3,conv1,50,4.962703694003731,4.0705126032061,4.072059293128604,True,1.219183964716116,1.219183964716116,0.049099880335185524,0.0029633450689252796,0.060353407150805484,1.4864095398209072,0.13946226949709836,0.0017819862684841942,0.012777551053127455,0.3146909955466176,0.0518545928164515,0.0031272243719882896
7,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,4,conv1,50,2.092711171137291,1.7693505352977343,1.8185028992514776,True,1.1827566835336807,1.1827566835336807,0.05017165435982791,0.01602620368529672,0.3194274514122618,1.3989133724435914,0.1430284373047387,0.011201743787449992,0.07831829808490026,0.3429902909521339,0.05695575913973091,0.01722303361359615
7,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,5,conv1,50,2.0063609237617617,1.6954461576373838,1.6913921431736059,True,1.1833822706334949,1.1833822706334949,0.1248160963372558,0.04342127692053055,0.34788202959981473,1.4003935984496865,0.140040495719477,0.012563185576301908,0.0897110904367829,0.36113057320647113,0.1258534404658636,0.04399228038147231
7,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,6,conv1,50,1.5246728363448807,1.3604531665548216,1.4507684626060173,True,1.1207095354895054,1.1207095354895054,0.028544383166448948,0.01542245354785414,0.5402973137629992,1.2559898629371025,0.1424661512645001,0.023918151272286824,0.16788655452536802,0.39027366088256094,0.030627625608242004,0.014551813409736152
7,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,7,conv1,50,2.73882136764983,2.5704905581794115,2.3440077057107715,True,1.065485869588115,1.065485869588115,0.007802268684098982,0.0011808340721854162,0.1513449638810767,1.1352601382919418,0.13760248729269112,0.005966785184671415,0.04336248059222652,0.3252681453774351,0.005558925067879905,0.001011748920893324
7,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,8,conv1,50,9.800905560037707,9.774851517135144,19.552696832109472,True,1.0026654157208312,1.0026654157208312,0.003357899124565519,3.514368577168161e-05,0.010465974249964663,1.0053379358826273,0.14005115544877275,0.00042030574295303584,0.003001087292755491,0.2882776922857969,0.004079973733422003,1.0671956199309694e-05
7,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,9,conv1,50,12.924551991175283,13.085920371706466,15.402098103337305,True,0.9876685494067285,1.0124854138573904,0.002799353366124727,1.634741835275859e-05,0.0058397123244890905,0.9754891634871913,0.13935740270963912,0.00025112232755435853,0.0018020020657071906,0.30101371266309573,0.0026511022047337055,1.1175493242861201e-05
