step,layer,R_diag,A_diag_raw,A_diag_pre,R_full,S_full_raw,S_full_pre,rank_raw,rank_pre,eigen_tolerance_raw,eigen_tolerance_pre,R_diag_new,R_full_new,A_diag_new,S_full_new,rank_new,eigen_tolerance_new,R_diag_old,R_full_old,A_diag_old,S_full_old,rank_old,eigen_tolerance_old,private_delta_stale_diag,private_delta_stale_full
0,conv1,1.0,1.0090075546981128,1.0090075546981128,1.0,3.117477293787133,3.117477293787133,160,160,1.4340032911026814e-15,1.4340032911026814e-15,1.0,1.0,1.0090075546981128,3.117477293787133,160,1.4340032911026814e-15,,,,,,,,
0,conv2,1.0,2.660017431334592,2.660017431334592,1.0,2.2669681985148777,2.2669681985148777,512,512,2.631590883710698e-13,2.631590883710698e-13,1.0,1.0,2.660017431334592,2.2669681985148777,512,2.631590883710698e-13,,,,,,,,
0,fc1,1.0,8.677166754498447,8.677166754498447,1.0,1.941218298218679,1.941218298218679,512,512,1.2455922971113472e-10,1.2455922971113472e-10,1.0,1.0,8.677166754498447,1.941218298218679,512,1.2455922971113472e-10,,,,,,,,
0,fc2,1.0,9.734194479933374,9.734194479933374,1.0,2.5726592705286095,2.5726592705286095,512,512,9.613749656889174e-14,9.613749656889174e-14,1.0,1.0,9.734194479933374,2.5726592705286095,512,9.613749656889174e-14,,,,,,,,
50,conv1,1.0,1.9540590593859042,1.9540590593859042,1.0,3.3314829603641694,3.3314829603641694,160,160,5.265843482193041e-14,5.265843482193041e-14,1.0,1.0,1.9540590593859042,3.3314829603641694,160,5.265843482193041e-14,,,,,,,,
50,conv2,1.0,2.8992298309113473,2.8992298309113473,1.0,2.774602591327666,2.774602591327666,512,512,8.836257581474481e-13,8.836257581474481e-13,1.0,1.0,2.8992298309113473,2.774602591327666,512,8.836257581474481e-13,,,,,,,,
50,fc1,1.0,9.504131455373404,9.504131455373404,1.0,2.7875472792889315,2.7875472792889315,512,512,8.63547971579e-10,8.63547971579e-10,1.0,1.0,9.504131455373404,2.7875472792889315,512,8.63547971579e-10,,,,,,,,
50,fc2,1.0,11.136839866884,11.136839866884,1.0,3.885769150036526,3.885769150036526,512,512,1.9051345206899e-12,1.9051345206899e-12,1.0,1.0,11.136839866884,3.885769150036526,512,1.9051345206899e-12,,,,,,,,
100,conv1,1.0,2.095327958927477,2.095327958927477,1.0,3.8181807072681266,3.8181807072681266,160,160,4.6572760132343634e-14,4.6572760132343634e-14,1.0,1.0,2.095327958927477,3.8181807072681266,160,4.6572760132343634e-14,,,,,,,,
100,conv2,1.0,3.0111292325185355,3.0111292325185355,1.0,7.308058173570961,7.308058173570961,512,512,2.596789036906454e-12,2.596789036906454e-12,1.0,1.0,3.0111292325185355,7.308058173570961,512,2.596789036906454e-12,,,,,,,,
100,fc1,1.0,10.013517811886704,10.013517811886704,1.0,7.264546675014006,7.264546675014006,509,509,3.322286666546574e-09,3.322286666546574e-09,1.0,1.0,10.013517811886704,7.264546675014006,509,3.322286666546574e-09,,,,,,,,
100,fc2,1.0,11.83569385280201,11.83569385280201,1.0,8.538737630806366,8.538737630806366,510,510,1.2739232799047014e-11,1.2739232799047014e-11,1.0,1.0,11.83569385280201,8.538737630806366,510,1.2739232799047014e-11,,,,,,,,
150,conv1,1.0,2.2306687724456746,2.2306687724456746,1.0,4.4371205368950255,4.4371205368950255,160,160,6.00526254155567e-14,6.00526254155567e-14,1.0,1.0,2.2306687724456746,4.4371205368950255,160,6.00526254155567e-14,,,,,,,,
150,conv2,1.0,2.8756669245740727,2.8756669245740727,1.0,9.003581787881402,9.003581787881402,495,495,3.572238515108999e-12,3.572238515108999e-12,1.0,1.0,2.8756669245740727,9.003581787881402,495,3.572238515108999e-12,,,,,,,,
150,fc1,1.0,10.293810115523037,10.293810115523037,1.0,7.762778379490221,7.762778379490221,456,456,8.330573143561427e-09,8.330573143561427e-09,1.0,1.0,10.293810115523037,7.762778379490221,456,8.330573143561427e-09,,,,,,,,
150,fc2,1.0,12.168848645161951,12.168848645161951,1.0,9.107961697721976,9.107961697721976,468,468,3.851752530963259e-11,3.851752530963259e-11,1.0,1.0,12.168848645161951,9.107961697721976,468,3.851752530963259e-11,,,,,,,,
200,conv1,1.0,2.3585306217872875,2.3585306217872875,1.0,4.894276893558431,4.894276893558431,160,160,5.918716420676706e-14,5.918716420676706e-14,1.0,1.0,2.3585306217872875,4.894276893558431,160,5.918716420676706e-14,,,,,,,,
200,conv2,1.0,2.95258445524519,2.95258445524519,1.0,9.624593847923089,9.624593847923089,465,465,4.748206662463492e-12,4.748206662463492e-12,1.0,1.0,2.95258445524519,9.624593847923089,465,4.748206662463492e-12,,,,,,,,
200,fc1,1.0,10.368604279620653,10.368604279620653,1.0,8.11026671294988,8.11026671294988,415,415,7.72646428817254e-09,7.72646428817254e-09,1.0,1.0,10.368604279620653,8.11026671294988,415,7.72646428817254e-09,,,,,,,,
200,fc2,1.0,12.168665524536143,12.168665524536143,1.0,9.705346480132647,9.705346480132647,438,438,3.132000385581257e-11,3.132000385581257e-11,1.0,1.0,12.168665524536143,9.705346480132647,438,3.132000385581257e-11,,,,,,,,
250,conv1,1.0,2.2886836611982715,2.2886836611982715,1.0,5.442757521739267,5.442757521739267,160,160,7.082779017052924e-14,7.082779017052924e-14,1.0,1.0,2.2886836611982715,5.442757521739267,160,7.082779017052924e-14,,,,,,,,
250,conv2,1.0,2.9781579639533815,2.9781579639533815,1.0,9.648639542046158,9.648639542046158,435,435,5.50920098915031e-12,5.50920098915031e-12,1.0,1.0,2.9781579639533815,9.648639542046158,435,5.50920098915031e-12,,,,,,,,
