window_size,seed,run_id,method,learning_rate,layer,window_index,n_steps,beta_oracle,beta_dp_raw,negative,log_error,trace_F,oracle_observability_snr
10,42,dp_sgd_lr0p10,dp_sgd,0.1,conv1,0,10,0.09207461265361135,-0.09103954885905578,True,,0.0050277266894430475,0.4624657874624783
10,42,dp_sgd_lr0p10,dp_sgd,0.1,conv1,1,10,0.3084869516588248,0.25737234419070953,False,0.07867492083460473,0.0050277266894430475,1.4939915808166664
10,42,dp_sgd_lr0p10,dp_sgd,0.1,conv1,2,10,0.8095844109468794,0.7509730969555986,False,0.032637757954117184,0.0050277266894430475,3.6360137586985335
10,42,dp_sgd_lr0p10,dp_sgd,0.1,conv1,3,10,1.4263897818727402,1.727430608544009,False,0.08316239159049567,0.0050277266894430475,5.91670205829604
10,42,dp_sgd_lr0p10,dp_sgd,0.1,conv1,4,10,2.3679451234458853,2.445585101009907,False,0.01401114641968103,0.0050277266894430475,8.876790757870154
10,42,dp_sgd_lr0p10,dp_sgd,0.1,conv1,5,10,2.912384463282764,2.524629204488113,False,0.062051103798244994,0.005026432509692286,10.379565886966551
10,42,dp_sgd_lr0p10,dp_sgd,0.1,conv1,6,10,3.590471910823998,3.0645858098163177,False,0.06877974717595492,0.005026432509692286,12.094987584015579
10,42,dp_sgd_lr0p10,dp_sgd,0.1,conv1,7,10,4.012156451041,3.7210846624297367,False,0.03270830842883004,0.005026432509692286,13.088623179892526
10,42,dp_sgd_lr0p10,dp_sgd,0.1,conv1,8,10,3.739931601317996,3.160516934015835,False,0.07310553795379213,0.005026432509692286,12.4530159083843
10,42,dp_sgd_lr0p10,dp_sgd,0.1,conv1,9,10,3.53075286373757,3.7079329828263603,False,0.02126455607063129,0.005026432509692286,11.95004223141433
10,42,dp_sgd_lr0p10,dp_sgd,0.1,conv1,10,10,3.5714788380231215,4.313125463789319,False,0.08194401029359147,0.005026653901998301,12.049389495591475
10,42,dp_sgd_lr0p10,dp_sgd,0.1,conv1,11,10,3.4460460433641167,3.679372366260379,False,0.028452666430090097,0.005026653901998301,11.742912221092626
10,42,dp_sgd_lr0p10,dp_sgd,0.1,conv1,12,10,3.031340983850391,2.9268131823672703,False,0.015239788797689748,0.005026653901998301,10.692544119193405
10,42,dp_sgd_lr0p10,dp_sgd,0.1,conv1,13,10,2.5383743365960454,2.5632681650254163,False,0.004238375434655431,0.005026653901998301,9.360163037129144
10,42,dp_sgd_lr0p10,dp_sgd,0.1,conv1,14,10,2.0804721255027183,1.6177228834625432,False,0.10925777258161633,0.005026653901998301,8.025576793389959
10,42,dp_sgd_lr0p10,dp_sgd,0.1,conv1,15,10,1.7287623638228895,1.8290043123096216,False,0.024479430298555482,0.005027332439233589,6.925331020316544
