seed,run_id,method,config_fingerprint,step,epoch,train_loss,learning_rate,test_loss,test_accuracy,clip_rate,clean_clipped_norm,actual_noise_norm,noisy_gradient_norm,filtered_gradient_norm,relmse_noisy,relmse_filtered,cosine_noisy,cosine_filtered,signal_retention,noise_retention,snr_in,snr_out,snr_gain_db,mse_reduction,refresh_time,diagnostic_spectrum_time,wiener_filter_time,active_state_bytes,diagnostics_finite,beta_diagnostics_finite
42,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,1,2.3067173957824707,0.1,,,1.0,0.10232851681315358,1.8980261676600805,1.9007811897798015,1.9007811897798015,344.041658491307,344.041658491307,0.053821285786439764,0.053821285786439764,1.0,1.0,0.0029066247508787923,0.0029066247503831705,0.0,0.0,0.4181795911863446,0.0,0.0,0,True,True
42,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1,1,2.3128325939178467,0.1,,,1.0,0.10773336855648666,1.9019209138711934,1.9050238078288695,1.9050238078288695,311.6624133506126,311.6624133506126,0.05705427063342639,0.05705427063342639,1.0,1.0,0.0032085999372294827,0.0032085999379657653,0.0,0.0,0.0,0.0,0.0,0,True,True
42,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,2,1,2.304802179336548,0.1,,,1.0,0.08990097944998252,1.9008806982904831,1.9030318384133251,1.9030318384133251,447.0755042344545,447.0755042344545,0.04753482052405175,0.04753482052405175,1.0,1.0,0.002236758646815899,0.0022367586469396023,0.0,0.0,0.0,0.0,0.0,0,True,True
42,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,3,1,2.299459218978882,0.1,,,1.0,0.10789420386470541,1.8961725151231545,1.8994894763005807,1.8994894763005807,308.85843381263504,308.85843381263504,0.0591167195727045,0.0591167195727045,1.0,1.0,0.003237729297430993,0.003237729297149702,0.0,0.0,0.0,0.0,0.0,0,True,True
42,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,4,1,2.2927255630493164,0.1,,,1.0,0.09893336635316545,1.903180849235848,1.9054696362184351,1.9054696362184351,370.06204479026184,370.06204479026184,0.04908110017493749,0.04908110017493749,1.0,1.0,0.002702249565918928,0.0027022495657006373,0.0,0.0,0.0,0.0,0.0,0,True,True
42,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,5,1,2.2938244342803955,0.1,,,1.0,0.10909655125448209,1.8970184432611035,1.8996640591451095,1.8996640591451095,302.35772051128083,302.35772051128083,0.05294803419496444,0.05294803419496444,1.0,1.0,0.003307340716237452,0.0033073407166000174,0.0,0.0,0.0,0.0,0.0,0,True,True
42,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,6,1,2.2884883880615234,0.1,,,1.0,0.11303326985799876,1.9022060924599962,1.9054246208170666,1.9054246208170666,283.20606793268325,283.20606793268325,0.058111033480379985,0.058111033480379985,1.0,1.0,0.0035309977897759956,0.003530997789758705,0.0,0.0,0.0,0.0,0.0,0,True,True
42,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,7,1,2.290585994720459,0.1,,,1.0,0.10940514614863305,1.8973013566151726,1.9002897076091012,1.9002897076091012,300.7441118498382,300.7441118498382,0.056079499288307244,0.056079499288307244,1.0,1.0,0.0033250858803695457,0.0033250858806377244,0.0,0.0,0.0,0.0,0.0,0,True,True
42,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,8,1,2.2750329971313477,0.1,,,1.0,0.10748835068126546,1.9039278890010012,1.906960669089155,1.906960669089155,313.74599657800354,313.74599657800354,0.05637568795210596,0.05637568795210596,1.0,1.0,0.0031872916652963632,0.003187291665589059,0.0,0.0,0.0,0.0,0.0,0,True,True
42,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,9,1,2.284726142883301,0.1,,,1.0,0.0948478490383843,1.8975386376560432,1.899712735034174,1.899712735034174,400.245338598358,400.245338598358,0.04787256535454106,0.04787256535454106,1.0,1.0,0.0024984675733901616,0.002498467573576926,0.0,0.0,0.0,0.0,0.0,0,True,True
