cos_dp_adam_noisy,cos_syn_adam_noisy,cos_syn_dp_noisy,alignment_advantage_noisy,cos_dp_adam_current_noise_off,cos_syn_adam_current_noise_off,cos_syn_dp_current_noise_off,alignment_advantage_current_noise_off,norm_ratio_dp_adam,norm_ratio_syn_adam,noise_degradation_dp,noise_degradation_syn,clip_cosine_dp,clip_cosine_syn,adam_direction_norm,dp_direction_norm,syn_direction_norm,loss_progress_adam,loss_progress_dp,loss_progress_syn,candidate_loss_adam,candidate_loss_dp,candidate_loss_syn,seed,trajectory,step,syn_refresh,batch_hash,noise_hash,reference_update_norm
0.022853870430353272,0.031850673756922916,0.797229309467234,0.008996803326569644,0.9061738327520538,0.4676341524607854,0.46951678483553067,-0.4385396802912684,1.0870130051255256,0.004546238529871429,0.8833199623217005,0.43578347870386247,0.9747186161853122,0.9296056338330861,418.46112892683163,454.8726892829753,1.9024241075806576,0.1967030498166861,0.020480907916169615,0.02234017932604573,2.224404811859131,2.297401189804077,2.3024673461914062,42,dp_adam,1,True,365f125372508b68c99ac52bbe277d4f02b1bca725c340fa000320eb35bdc3e7,87bcec29b4385eb2c3a1d9f4e7e128db4ab15d48e850d0ab37a3c32bf8098479,0.4548726749531411
0.03694231116837816,0.03563683264548252,0.658768829288824,-0.0013054785228956353,0.10601658223788839,0.5165310359445948,0.1164176843226279,0.4105144537067064,0.931436406396207,0.005509075144853995,0.06907427106951022,0.4808942032991123,0.9820227690984754,0.9271153347531408,345.93451255716434,322.2159992246687,1.9057792248758563,,,,,,,42,dp_adam,2,False,1dbfb64c7f28e70a87ee2564f8091689c7599860a414afe9d224b7ef17460956,ae3f050d2990fddaa2bc6d2ca0933580e56fb085dee621bde0d6f02b393e48bb,0.3222160167086416
0.04539609065419631,0.03312275578688326,0.587533500523206,-0.012273334867313052,0.06870062489552697,0.5550013330721463,0.07268010993580908,0.4863007081766193,0.8192700591930018,0.005912338041042742,0.023304534241330666,0.521878577285263,0.965628426231194,0.9782940203573719,322.0049234721342,263.8089927134534,1.9038019584473558,,,,,,,42,dp_adam,3,False,e30266baa9027f5979bfd36e55124c91ed93fd846bc06dba69dba2cc2086279a,d5d47fe8853f0660e0b1b65c9d46a9459118954ab11e2d499ebfc8f52cba03c5,0.2638089890786432
0.05206318214547984,0.03516763858155871,0.541944562421757,-0.01689554356392113,0.06988113627648979,0.5219632263145677,0.07265573885544684,0.4520820900380779,0.7422112212790203,0.006150034813709352,0.017817954131009943,0.486795587733009,0.9589870758896694,0.985470467274236,308.9365308312271,229.29615984594878,1.8999704198386393,,,,,,,42,dp_adam,4,False,f8a12503f3f4a8e289f8fbc13ae061510696397b196495fc30250632ed31fc9b,bb034a55ac7da3fa3c2780952d6749a7bafebb374db3f9ce317ad3a28d67c392,0.22929616035128736
0.05655850003863522,0.03316158311941971,0.5130612553713613,-0.023396916919215506,0.07146139464919256,0.5747099693773827,0.08325826743946378,0.5032485747281902,0.6827182110983854,0.00631790017180317,0.01490289461055734,0.541548386257963,0.9694408689463906,0.9765354556688361,301.68054818829836,205.96280418229532,1.9059875872285248,,,,,,,42,dp_adam,5,False,33c3b78c677817922687626794cec3c5ee2431fe34ab1e7c962626cbdf890456,53fddc6591757282bf25e8fe9dab0becaad89809769e0eeef1b35c05a6f51056,0.2059628235296596
0.06097918995165358,0.03191972562751647,0.4930715447491993,-0.029059464324137106,0.07579987291304086,0.5455111218470491,0.08206009975760252,0.46971124893400823,0.6380080921549631,0.006416092873731378,0.014820682961387277,0.5135913962195326,0.9737277554159988,0.9879136313000904,296.2300906279586,188.99719496043568,1.9006397734628453,,,,,,,42,dp_adam,6,False,0a6f97f3bf97c9b31ed4f24a479f1d784047c6a545a5e9cdc27d7c1ce831afe8,40a30e2ca390d2855c469165fff3a800e3ccf7d76af28d6a1d55332101ef2aed,0.188997196882201
0.06524838324636874,0.03242872388489749,0.480941043792177,-0.03281965936147125,0.07813851997190044,0.5528991304397585,0.0862744560410762,0.474760610467858,0.6051145040598755,0.006542513139764273,0.0128901367255317,0.520470406554861,0.9640887305544841,0.9777735932002342,291.25361669552274,176.24178782235632,1.9055306142343245,,,,,,,42,dp_adam,7,False,f393acdb7da163715c19a38fcae0d8c94d0bcc1423103592b5c2a124bb914ab2,afe5319f0d9157f8344f294c98a0fec28b5c239d3b266ae71bb5354d6a550015,0.17624178131623464
0.07024548554264108,0.034648533243604916,0.46757747737835137,-0.035596952299036165,0.0818579705404936,0.5680338108822551,0.0876945433255149,0.48617584034176153,0.5782325328395724,0.006622013875528778,0.011612484997852515,0.5333852776386502,0.9796788435241862,0.9830054777122331,287.0400192392173,165.97587735101223,1.9007829902341444,,,,,,,42,dp_adam,8,False,75853206b7a27d5f11210a1dc173e6f8f87e589da69b2de7e8c8bcf7922b1508,63c07ff00deb47f6b008a361a421b1dbacde87bbd845cc32151971ed599e436f,0.1659758740996893
0.07253946835688478,0.03186767487524332,0.46250637607438766,-0.04067179348164146,0.08631856021434006,0.5715327669029988,0.09226168976122091,0.4852142066886588,0.5539352003968562,0.006690372860774756,0.01377909185745528,0.5396650920277555,0.9773749707676276,0.9842675247002731,285.11507831810866,157.93527804430687,1.9075261821771432,,,,,,,42,dp_adam,9,False,9eb39b84fdee49292aa72a571277474e28cfec00776e05e1edbebb074c24573a,c6cff9249b4ca64e5b585325a816267fd79da5550f83d10e142b9021bf87f2f9,0.15793528045908145
0.07485537144154682,0.029136022781087925,0.45306170168478826,-0.04571934866045889,0.08608711435608732,0.5447039468043247,0.09160359489533694,0.45861683244823737,0.5395322825437172,0.006785597515049468,0.011231742914540502,0.5155679240232367,0.9803750975250962,0.9815938066984021,280.0619984836095,151.1024892956169,1.9003880009701686,,,,,,,42,dp_adam,10,False,508b4084b7c615e55e748c222bdf469b8667b740ad9a8ab2bde9dc323ce8d8be,23e4083db243015d6dfd9934ecb1875a9335ecba5da129e524ef70fa42bd45ff,0.15110249148009863
