seed,run_id,method,config_fingerprint,step,layer,learning_rate,clean_clipped_norm,actual_noise_norm,noisy_gradient_norm,filtered_gradient_norm,relmse_noisy,relmse_filtered,cosine_noisy,cosine_filtered,signal_retention,noise_retention,snr_in,snr_out,snr_gain_db,mse_reduction,signal_amplitude_retention,effective_signal_lr,optimizer_update_norm,clean_reference_update_norm,update_to_clean_reference_ratio,lr_compensation_to_dp_sgd_0p5,kappa,H_mean,H_std,H_min,H_max,H_q10,H_q25,H_q50,H_q75,H_q90,trace_A,trace_G,trace_F,lambdaF_mean,lambdaF_median,lambdaF_q10,lambdaF_q90,beta_train,gamma_model,filtered_gradient_norm_before_gamma,compensated_gradient_norm,gamma_update_ratio,gamma_oracle,model_to_oracle_ratio,model_multiplicative_error,signal_retention_after_gamma,noise_retention_after_gamma,relmse_after_gamma,cosine_after_gamma,snr_gain_db_after_gamma
1024,dp_sgd_lr0p50,dp_sgd,79e3330711db4ea5444cf8b53c47b502b14d9664e819b1951efa10b9daf337ad,0,conv1,0.5,0.0052311078964206266,0.05071544809486762,0.05078346857394679,0.05078346857394679,93.99249165666672,93.99249165666672,0.06449840791826765,0.06449840791826765,1.0,1.0,0.01063914729189508,0.010639147189525645,0.0,0.0,1.0,0.5,0.025391734286973396,0.0026155539482103133,9.707975740527033,0.49999999999949996,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1024,dp_sgd_lr0p50,dp_sgd,79e3330711db4ea5444cf8b53c47b502b14d9664e819b1951efa10b9daf337ad,0,conv2,0.5,0.027216622763433937,0.282997814788413,0.28451429397676636,0.28451429397676636,108.11792346560955,108.11792346560955,0.10340034163450959,0.10340034163450959,1.0,1.0,0.009249160237114647,0.009249160258512818,0.0,0.0,1.0,0.5,0.14225714698838318,0.013608311381716968,10.453695758979672,0.49999999999949996,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1024,dp_sgd_lr0p50,dp_sgd,79e3330711db4ea5444cf8b53c47b502b14d9664e819b1951efa10b9daf337ad,0,fc1,0.5,0.11302249847032343,1.8706943150263755,1.8742380696398322,1.8742380696398322,273.9528644153897,273.9528644153897,0.061476360985536396,0.061476360985536396,1.0,1.0,0.0036502629824857356,0.0036502629816479123,0.0,0.0,1.0,0.5,0.9371190348199161,0.056511249235161716,16.582875931545516,0.49999999999949996,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1024,dp_sgd_lr0p50,dp_sgd,79e3330711db4ea5444cf8b53c47b502b14d9664e819b1951efa10b9daf337ad,0,fc2,0.5,0.03700101621495925,0.14837145472489,0.15302258533444815,0.15302258533444815,16.07953204176876,16.07953204176876,0.24469291520436673,0.24469291520436673,1.0,1.0,0.06219086454919951,0.06219086449861352,0.0,0.0,1.0,0.5,0.07651129266722408,0.018500508107479625,4.135631963111082,0.49999999999949996,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1024,dp_sgd_lr0p50,dp_sgd,79e3330711db4ea5444cf8b53c47b502b14d9664e819b1951efa10b9daf337ad,1,conv1,0.5,0.006640782841239761,0.05363663298172529,0.05399110957415721,0.05399110957415721,65.23556790827291,65.23556790827291,0.11470236273901922,0.11470236273901922,1.0,1.0,0.015329060649594623,0.015329060594740046,0.0,0.0,1.0,0.5,0.026995554787078605,0.0033203914206198803,8.13023266212048,0.49999999999949996,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1024,dp_sgd_lr0p50,dp_sgd,79e3330711db4ea5444cf8b53c47b502b14d9664e819b1951efa10b9daf337ad,1,conv2,0.5,0.025728779168264576,0.2837641984112803,0.2849989158709039,0.2849989158709039,121.64012077971124,121.64012077971124,0.09302416782218403,0.09302416782218403,1.0,1.0,0.00822097176545826,0.008220971756111408,0.0,0.0,1.0,0.5,0.14249945793545196,0.012864389584132288,11.077047767594221,0.49999999999949996,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1024,dp_sgd_lr0p50,dp_sgd,79e3330711db4ea5444cf8b53c47b502b14d9664e819b1951efa10b9daf337ad,1,fc1,0.5,0.09711145701541067,1.8711482521477836,1.8736627879823184,1.8736627879823184,371.25768838328827,371.25768838328827,0.051790792910232,0.051790792910232,1.0,1.0,0.002693546911441392,0.0026935469110483533,0.0,0.0,1.0,0.5,0.9368313939911592,0.048555728507705335,19.293941678234713,0.49999999999949996,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1024,dp_sgd_lr0p50,dp_sgd,79e3330711db4ea5444cf8b53c47b502b14d9664e819b1951efa10b9daf337ad,1,fc2,0.5,0.02721765876035255,0.14985961893806596,0.15315031678212457,0.15315031678212457,30.31570816236597,30.31570816236597,0.20846343723771554,0.20846343723771554,1.0,1.0,0.03298619953885774,0.03298619950317508,0.0,0.0,1.0,0.5,0.07657515839106228,0.013608829380176275,5.626873278092603,0.49999999999949996,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1024,dp_sgd_lr0p50,dp_sgd,79e3330711db4ea5444cf8b53c47b502b14d9664e819b1951efa10b9daf337ad,2,conv1,0.5,0.009762785240525446,0.051998475379618894,0.05408981588366302,0.05408981588366302,28.368328270636756,28.368328270636756,0.30032037819930985,0.30032037819930985,1.0,1.0,0.035250578729849456,0.03525057872199522,0.0,0.0,1.0,0.5,0.02704490794183151,0.004881392620262723,5.540408248258363,0.49999999999949996,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1024,dp_sgd_lr0p50,dp_sgd,79e3330711db4ea5444cf8b53c47b502b14d9664e819b1951efa10b9daf337ad,2,conv2,0.5,0.03411380259677108,0.2786599107328733,0.28043274506115207,0.28043274506115207,66.72502157080119,66.72502157080119,0.11262747629906363,0.11262747629906363,1.0,1.0,0.014986881616317543,0.014986881583816896,0.0,0.0,1.0,0.5,0.14021637253057603,0.01705690129838554,8.220506765529986,0.49999999999949996,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
