seed,method,config_fingerprint,clean_clipped_norm,actual_noise_norm,noisy_gradient_norm,filtered_gradient_norm,relmse_noisy,relmse_filtered,cosine_noisy,cosine_filtered,signal_retention,noise_retention,snr_in,snr_out,snr_gain_db,mse_reduction,clip_rate,wiener_filter_time,step,epoch,train_loss,refresh_time,diagnostic_spectrum_time,active_state_bytes,test_loss,test_accuracy
91,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.0916288685294725,1.9027749503578344,1.904847513019995,1.904847513019995,431.2312280708054,431.2312280708054,0.046658293024982346,0.046658293024982346,1.0,1.0,0.002318941520896589,0.002318941521464762,0.0,0.0,1.0,0.0,0,1,2.301727294921875,0.0,0.0,0,,
91,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.10826166885324094,1.9000100044642874,1.903056457128679,1.903056457128679,308.00824381326686,308.00824381326686,0.05656134896382923,0.05656134896382923,1.0,1.0,0.0032466663474132957,0.0032466663473386045,0.0,0.0,1.0,0.0,1,1,2.2930173873901367,0.0,0.0,0,,
91,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.11389144453915265,1.8968773181879595,1.9005350582758072,1.9005350582758072,277.39350255624703,277.39350255624703,0.06204811146502133,0.06204811146502133,1.0,1.0,0.0036049871057086446,0.0036049871060228086,0.0,0.0,1.0,0.0,2,1,2.3161659240722656,0.0,0.0,0,,
91,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.10475565255099331,1.900610722949639,1.903496950428544,1.903496950428544,329.1784661148691,329.1784661148691,0.05504774191325242,0.05504774191325242,1.0,1.0,0.0030378657866387882,0.0030378657861926273,0.0,0.0,1.0,0.0,3,1,2.3033905029296875,0.0,0.0,0,,
91,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.10417101704279631,1.9060872515486473,1.9086478037019283,1.9086478037019283,334.8048532111613,334.8048532111613,0.05185300556128525,0.05185300556128525,1.0,1.0,0.002986814528870861,0.0029868145290871096,0.0,0.0,1.0,0.0,4,1,2.294893741607666,0.0,0.0,0,,
91,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.10375592503660205,1.898838197474401,1.9015226372271823,1.9015226372271823,334.92695845910436,334.92695845910436,0.05313670499999208,0.05313670499999208,1.0,1.0,0.002985725617631746,0.0029857256179175503,0.0,0.0,1.0,0.0,5,1,2.295774221420288,0.0,0.0,0,,
91,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.10240360352514348,1.8969895017444918,1.8995994139504768,1.8995994139504768,343.1621466251748,343.1621466251748,0.052423018233337094,0.052423018233337094,1.0,1.0,0.0029140743224124596,0.0029140743218370666,0.0,0.0,1.0,0.0,6,1,2.300987482070923,0.0,0.0,0,,
91,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.09771252226370407,1.8979149826169714,1.9006519810651774,1.9006519810651774,377.2706849982288,377.2706849982288,0.05369555641734929,0.05369555641734929,1.0,1.0,0.002650616757831795,0.0026506167576772588,0.0,0.0,1.0,0.0,7,1,2.289435386657715,0.0,0.0,0,,
91,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.11839233877485134,1.9014692532944517,1.905141299044477,1.905141299044477,257.94755443028816,257.94755443028816,0.06205781617390578,0.06205781617390578,1.0,1.0,0.0038767570490715235,0.003876757050316804,0.0,0.0,1.0,0.0,8,1,2.2812085151672363,0.0,0.0,0,,
91,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.09743814139736158,1.8927572379491961,1.8960574461459017,1.8960574461459017,377.33913409619583,377.33913409619583,0.05953523540836913,0.05953523540836913,1.0,1.0,0.002650135937502473,0.002650135937762448,0.0,0.0,1.0,0.0,9,1,2.2783308029174805,0.0,0.0,0,,
91,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.12534179858363265,1.8935003503147663,1.8981295141665004,1.8981295141665004,228.21224064471582,228.21224064471582,0.06990447630181426,0.06990447630181426,1.0,1.0,0.004381885901961256,0.004381885901947963,0.0,0.0,1.0,0.0,10,1,2.2910704612731934,0.0,0.0,0,,
91,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.10126446800366574,1.8986778051961672,1.9012472393427204,1.9012472393427204,351.55103137488254,351.55103137488254,0.051987418659211665,0.051987418659211665,1.0,1.0,0.0028445372382817358,0.002844537237870956,0.0,0.0,1.0,0.0,11,1,2.2646806240081787,0.0,0.0,0,,
91,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0.09748369579866105,1.9051875326686658,1.9077322656287374,1.9077322656287374,381.95437608153804,381.95437608153804,0.051636407241542864,0.051636407241542864,1.0,1.0,0.0026181137395347434,0.002618113739313142,0.0,0.0,1.0,0.0,12,1,2.272319793701172,0.0,0.0,0,,
