step,layer,M_syn,refresh_seconds,preconditioner_state_bytes,A_old_diag,A_new_diag,delta_stale_diag,S_old_full,S_new_full,delta_stale_full,seed,method,config_fingerprint
0,conv1,8,0.03552737180143595,827688,,0.09407226044957669,,,0.4909636801586972,,42,syn_diag,b0f7784980b0b5e2b5498906499c68746abbc61375b67229b91f45ad077a72c2
0,conv2,8,0.03552737180143595,827688,,2.395615638742405,,,0.4997758618448409,,42,syn_diag,b0f7784980b0b5e2b5498906499c68746abbc61375b67229b91f45ad077a72c2
0,fc1,8,0.03552737180143595,827688,,11.942346310397133,,,0.5429890171945622,,42,syn_diag,b0f7784980b0b5e2b5498906499c68746abbc61375b67229b91f45ad077a72c2
0,fc2,8,0.03552737180143595,827688,,11.984452309825732,,,0.8509961589412165,,42,syn_diag,b0f7784980b0b5e2b5498906499c68746abbc61375b67229b91f45ad077a72c2
2,conv1,8,0.018331228755414486,827688,1.0437107824542768,0.003253486098218628,1.040457296356058,0.6454335794485644,0.5564531958957185,0.08898038355284588,42,syn_diag,b0f7784980b0b5e2b5498906499c68746abbc61375b67229b91f45ad077a72c2
2,conv2,8,0.018331228755414486,827688,3.9458893050059483,0.26325707647234264,3.6826322285336057,0.9023942832887792,0.4791661938145153,0.42322808947426394,42,syn_diag,b0f7784980b0b5e2b5498906499c68746abbc61375b67229b91f45ad077a72c2
2,fc1,8,0.018331228755414486,827688,14.694120026706223,11.986209182198545,2.707910844507678,0.8216185222222192,0.4260904072845748,0.3955281149376444,42,syn_diag,b0f7784980b0b5e2b5498906499c68746abbc61375b67229b91f45ad077a72c2
2,fc2,8,0.018331228755414486,827688,16.73056838179883,11.998794065374543,4.731774316424286,1.1480819761199639,0.6030233269231582,0.5450586491968057,42,syn_diag,b0f7784980b0b5e2b5498906499c68746abbc61375b67229b91f45ad077a72c2
