method,step,epoch,layer,log_pearson,log_spearman,log_ratio_spread,A_raw,A_residual,R
dp_sgd,400,2,fc1,0.7004982897406186,0.7283432678876826,6.57562803041699,10.361140131684905,10.361140131684905,1.0
dp_sgd,400,2,fc2,0.7869186303769168,0.8190713519851908,6.381999078185422,12.1273797011293,12.1273797011293,1.0
dp_sgd,500,3,conv1,0.8557842757100814,0.8418610101957108,1.2429656401390705,2.4914752869691856,2.4914752869691856,1.0
dp_sgd,500,3,conv2,0.8668116438817162,0.9014394055429424,1.4768659817065126,3.1809811577418627,3.1809811577418627,1.0
dp_sgd,500,3,fc1,0.6649756496261493,0.7286257346636054,7.070571484302766,10.46589458960392,10.46589458960392,1.0
dp_sgd,500,3,fc2,0.7358101334382617,0.8235615882135057,7.081729513729537,12.215717426041982,12.215717426041982,1.0
dp_sgd,600,3,conv1,0.8670284032662663,0.8533136060002344,1.2702630422718881,2.491307129097933,2.491307129097933,1.0
dp_sgd,600,3,conv2,0.8776736294476303,0.9067888123982564,1.43895225194577,3.1963225952530543,3.1963225952530543,1.0
dp_sgd,600,3,fc1,0.6739463582228543,0.7297451669866432,6.75928381776186,10.52583265944459,10.52583265944459,1.0
dp_sgd,600,3,fc2,0.7415903295576557,0.8205512817713049,6.743655592780192,12.271393987816408,12.271393987816408,1.0
dp_sgd,700,3,conv1,0.8710300852292627,0.8621938356967069,1.2669777638725417,2.5550874586592,2.5550874586592,1.0
dp_sgd,700,3,conv2,0.8816905749827664,0.9111475663229315,1.42618320015342,3.2112294858466806,3.2112294858466806,1.0
dp_sgd,700,3,fc1,0.7088457483493116,0.7328521270522008,5.685377626748642,10.579628711922442,10.579628711922442,1.0
dp_sgd,700,3,fc2,0.7449160163905066,0.8205839558281712,5.559882368484165,12.306547120222266,12.306547120222266,1.0
dp_sgd,800,4,conv1,0.871551209818611,0.8683054025547873,1.2592970426802843,2.575556963388002,2.575556963388002,1.0
dp_sgd,800,4,conv2,0.8793140308529925,0.9133492223170657,1.4395477420280898,3.2746189595180457,3.2746189595180457,1.0
dp_sgd,800,4,fc1,0.6900281759133379,0.7272999676563633,5.775870071727152,10.618829027786255,10.618829027786255,1.0
dp_sgd,800,4,fc2,0.7332326397062423,0.8230816732403994,5.115557866024912,12.355295118315784,12.355295118315784,1.0
dp_sgd,900,4,conv1,0.8708289405871027,0.8641919606234618,1.2432850881576287,2.6272251760235648,2.6272251760235648,1.0
dp_sgd,900,4,conv2,0.8717635437678869,0.9088430142550296,1.4394829002159097,3.210247375329635,3.210247375329635,1.0
dp_sgd,900,4,fc1,0.7190746820161195,0.7233943119942361,5.152053691724491,10.675544796099148,10.675544796099148,1.0
dp_sgd,900,4,fc2,0.7825291117487818,0.8217508143849394,3.562517978853891,11.010957713026702,11.010957713026702,1.0
dp_sgd,1000,5,conv1,0.8668792575913198,0.8574534161490682,1.3518867035003483,2.6935103819582626,2.6935103819582626,1.0
dp_sgd,1000,5,conv2,0.8626534916956023,0.9118447099350253,1.4374655640370693,3.2178326092833096,3.2178326092833096,1.0
dp_sgd,1000,5,fc1,0.7341861462049606,0.7267287025742658,4.909255726027147,10.700911378110838,10.700911378110838,1.0
dp_sgd,1000,5,fc2,0.7946353292698706,0.8288078341468036,3.259933064702677,12.29933650714782,12.29933650714782,1.0
dp_sgd,1100,5,conv1,0.8661268287986525,0.8616430329309739,1.3734875189676523,2.751678928688822,2.751678928688822,1.0
dp_sgd,1100,5,conv2,0.8771800805007338,0.9192259018338683,1.4001085034092033,3.2837292771916773,3.2837292771916773,1.0
dp_sgd,1100,5,fc1,0.6933520406547831,0.7225026756865479,6.203764105122127,10.733426411408075,10.733426411408075,1.0
dp_sgd,1100,5,fc2,0.729682879694634,0.8172769119721035,6.232215000833736,12.409020517343857,12.409020517343857,1.0
syn_diag,0,1,conv1,0.16031116976225188,0.10653052853627096,1.2994822787261526,1.0280663216037844,1.2696031153587726,1.234942813201186
syn_diag,0,1,conv2,0.7752312324421584,0.836033059109445,1.7337019591265879,2.7188579681276126,1.4589140604275466,0.5365907588884653
syn_diag,0,1,fc1,0.717078498470318,0.7633442378490183,6.48437272295118,8.670236175638045,13.001798821794374,1.4995899256270915
syn_diag,0,1,fc2,0.7944606759206226,0.7937935791233202,4.169168525002583,9.740898564976705,13.448880187515915,1.3806611472037311
syn_diag,100,1,conv1,0.5060108508497114,0.6131723895464666,1.5536057448382417,1.8299183573500486,1.5694601292348305,0.8576667494103976
syn_diag,100,1,conv2,0.7618856000143114,0.8332423712609275,1.5458220079197988,2.6234826141297622,1.4648494211784329,0.5583606360830942
syn_diag,100,1,fc1,0.7608050736184381,0.7426032679259421,5.629779408856136,9.090062036239825,13.021075011499258,1.432451721406021
syn_diag,100,1,fc2,0.8573045485229956,0.8271631601795522,4.061451998274813,10.622234760430583,13.442618841368889,1.2655170163857288
syn_diag,200,1,conv1,0.6770103962715056,0.7406392827844839,1.320631365670312,1.9896874495284977,1.3094610773176174,0.6581240071790795
syn_diag,200,1,conv2,0.8171249897523587,0.8449451797291591,1.390755947725987,2.4816232848827657,1.3586302912118462,0.5474764439422276
syn_diag,200,1,fc1,0.780074091497284,0.676170529132058,4.4057454010823704,9.536692826742776,12.915140898483262,1.3542578263888974
syn_diag,200,1,fc2,0.8709007068198155,0.7389847964771142,4.494741048212884,11.233695773483392,13.347911968987678,1.1882030845534195
syn_diag,300,2,conv1,0.7493520915744034,0.7757822571194186,1.2647397094578028,2.121168127342508,1.278468282727941,0.6027189765149177
syn_diag,300,2,conv2,0.7870369575321079,0.8273620457312648,1.516454796729243,2.5261822253147184,1.4760364563485522,0.584295321832796
syn_diag,300,2,fc1,0.7243214814975941,0.6261945232990305,6.206210340870757,9.873703994869555,12.803049622831685,1.2966815320252905
syn_diag,300,2,fc2,0.8260490364527083,0.7333006870696697,6.121132999038823,11.716055599982448,13.274102661670154,1.1329839252120004
syn_diag,400,2,conv1,0.8062218893999322,0.8413102074299778,1.243364842269152,2.0598500108654734,1.2416148442731718,0.6027695403664323
syn_diag,400,2,conv2,0.7859725376382349,0.8094106188014895,1.5029270712493612,2.5724154073698093,1.4770246462513048,0.5741781214728078
syn_diag,400,2,fc1,0.7188767184228946,0.5937429443219402,6.034681147002582,10.05765435423618,12.680171359515588,1.2607483726237652
syn_diag,400,2,fc2,0.8435645961169029,0.7579646198807378,4.698087140951763,12.016481324261289,13.056989733285855,1.0865901074488236
syn_diag,500,3,conv1,0.83091126932474,0.8380932848939411,1.1725132281773496,2.0174899684232113,1.167836958088793,0.5788563890612687
syn_diag,500,3,conv2,0.7878266483741331,0.8050285249158613,1.4918364317695374,2.579090186958968,1.4735670094534006,0.5713514854596452
syn_diag,500,3,fc1,0.6871106658221127,0.5827916972744606,6.742604856731222,10.211675226256375,12.669463389857262,1.240684129601125
syn_diag,500,3,fc2,0.8150470299883976,0.7619836609278563,6.971898862074186,12.219692847768137,13.10912624592935,1.0727868866461454
syn_diag,600,3,conv1,0.8392148932140194,0.8334261103949374,1.186920978439982,1.9916806815491905,1.1747922237569128,0.5898496855646174
syn_diag,600,3,conv2,0.7939292524253345,0.8052618066844177,1.468092528190559,2.5894848223880502,1.4542714663969194,0.5616064839707285
syn_diag,600,3,fc1,0.6599603700097717,0.5812204371867781,6.409821592219831,10.270158037016166,12.582866797324748,1.225187261186538
syn_diag,600,3,fc2,0.7997593448117459,0.7593460640394833,6.125366561106842,12.291763903585577,12.911751903027453,1.050439302634264
syn_diag,700,3,conv1,0.8386819440707147,0.8291544591585608,1.138975462747341,1.964173460985142,1.1425944507054924,0.5817176911312191
syn_diag,700,3,conv2,0.7862954355198976,0.7978786880075321,1.4903769526026036,2.5695927420753826,1.4818654135527782,0.5766927144867012
syn_diag,700,3,fc1,0.6571151923891052,0.580843876660162,5.8111449523732865,10.330138783657535,12.53429042000392,1.2133709606915826
syn_diag,700,3,fc2,0.7922783936659558,0.7585010971497871,4.569256782330805,12.367943016612248,12.876269480949682,1.041100323930557
syn_diag,800,4,conv1,0.8311732624343743,0.8184020860189851,1.1073332303471566,1.9335370837492225,1.1123265423195692,0.5752806872277381
syn_diag,800,4,conv2,0.7856085543901709,0.7961826836786337,1.4842944239030507,2.561098017586152,1.4797183741471494,0.5777671779785264
syn_diag,800,4,fc1,0.6963642395227785,0.5652004002326243,4.891536023682679,9.455045383544082,8.230000188643997,0.8704347631125917
syn_diag,800,4,fc2,0.8079555327906325,0.7681075936666062,2.916624221629908,12.339913375025256,11.782354946805718,0.9548166659461338
syn_diag,900,4,conv1,0.8278118310865152,0.8070959803117309,1.117714715039881,1.9112533379209846,1.1256675585717935,0.588968262991377
syn_diag,900,4,conv2,0.7771531074472309,0.7910276504084863,1.503473882496916,2.558194052961348,1.489753432908866,0.5823457494103458
syn_diag,900,4,fc1,0.7051594583975861,0.5664947345403316,4.257217537660494,9.061122531600946,7.895861520059174,0.8713999278259523
syn_diag,900,4,fc2,0.8139109198524839,0.7687822455017496,2.118756635455229,12.150126283483715,10.604337658933606,0.8727759211316694
syn_diag,1000,5,conv1,0.825917515278426,0.8018487050275401,1.081620544976201,1.9101954585990308,1.0866305240089775,0.5688582909761132
syn_diag,1000,5,conv2,0.7743585789501314,0.788707120377505,1.510354312340541,2.5462323119091073,1.4995891472310166,0.5889443552409633
syn_diag,1000,5,fc1,0.7525844636495668,0.5638243884729928,3.678852437158249,7.399054744138449,6.317851340473875,0.8538727660420263
syn_diag,1000,5,fc2,0.8476570304473622,0.7774703629239347,2.159076950122461,10.481399496771795,8.01424039584328,0.764615488448047
syn_diag,1100,5,conv1,0.825857061412865,0.7985263096214696,1.0903309797127678,1.938761425813616,1.0880078183840625,0.5611870567970846
syn_diag,1100,5,conv2,0.7799432611545454,0.7995057126013931,1.4788714080955048,2.5266240927526864,1.4697929261021407,0.5817220418019692
syn_diag,1100,5,fc1,0.7157587496133002,0.5632798555286316,4.2416695485366915,8.059467094573138,7.189479773511277,0.8920539893205012
syn_diag,1100,5,fc2,0.8325892365425016,0.7683538740195501,2.884747224109764,10.913152700506101,9.14943226251228,0.8383858004743187
