step,layer,R_diag,A_diag_raw,A_diag_pre,R_full,S_full_raw,S_full_pre,rank_raw,rank_pre,eigen_tolerance_raw,eigen_tolerance_pre,R_diag_new,R_full_new,A_diag_new,S_full_new,rank_new,eigen_tolerance_new,R_diag_old,R_full_old,A_diag_old,S_full_old,rank_old,eigen_tolerance_old,private_delta_stale_diag,private_delta_stale_full
0,conv1,1.2072068941091554,1.0090075546981128,1.2180808762397823,1.0192312212375116,3.117477293787133,3.1774301893268726,160,160,1.4340032911026814e-15,8.775296606312304e-12,1.2072068941091554,1.0192312212375116,1.2180808762397823,3.1774301893268726,160,8.775296606312304e-12,,,,,,,,
0,conv2,0.5507419122321356,2.660017431334592,1.4649830867040268,0.9136309837300752,2.2669681985148777,2.071172385293944,512,512,2.631590883710698e-13,1.5294684665597818e-09,0.5507419122321356,0.9136309837300752,1.4649830867040268,2.071172385293944,512,1.5294684665597818e-09,,,,,,,,
0,fc1,1.4982230219267196,8.677166754498447,13.00033099668673,0.924847268147782,1.941218298218679,1.7953304399860315,512,512,1.2455922971113472e-10,7.276839019963098e-06,1.4982230219267196,0.924847268147782,13.00033099668673,1.7953304399860315,512,7.276839019963098e-06,,,,,,,,
0,fc2,1.3828827959320993,9.734194479933374,13.461250078557072,1.245453365567167,2.5726592705286095,3.204127146937429,512,512,9.613749656889174e-14,5.783807670240272e-10,1.3828827959320993,1.245453365567167,13.461250078557072,3.204127146937429,512,5.783807670240272e-10,,,,,,,,
50,conv1,1.2007910140054363,1.0071750274172295,1.209406722453288,1.0220646309964385,3.1204349081702385,3.18928615296742,160,160,1.43484851564032e-15,8.76999524941223e-12,1.2007910140054363,1.0220646309964385,1.209406722453288,3.18928615296742,160,8.76999524941223e-12,1.20158198408409,1.0222462492825048,1.2102033677639423,3.1898528810072238,160,8.767078728675947e-12,0.0007966453106542648,0.0005667280398036212
50,conv2,0.5521512816675914,2.6527592854564395,1.4647244394203771,0.9091889125527018,2.2662271073081346,2.060428559290938,512,512,2.635880195317489e-13,1.5155551608527364e-09,0.5521512816675914,0.9091889125527018,1.4647244394203771,2.060428559290938,512,1.5155551608527364e-09,0.5521408089934876,0.9092872515707726,1.4646966579369045,2.060651417839396,512,1.5164141896146376e-09,-2.778148347259979e-05,0.0002228585484580492
50,fc1,1.4980180211350524,8.676331466471588,12.997300894115556,0.9224070188864028,1.94328298214128,1.7924978624096168,512,512,1.2447455345694279e-10,6.089139515783191e-06,1.4980180211350524,0.9224070188864028,12.997300894115556,1.7924978624096168,512,6.089139515783191e-06,1.4981314826367913,0.92283125552295,12.998285323713326,1.79332227424582,512,6.517604197501951e-06,0.000984429597769676,0.0008244118362030761
50,fc2,1.3825577197840198,9.731141102072286,13.453864252977613,1.2414256888005946,2.5726223838937017,3.1937195149490663,512,512,9.606032948517435e-14,5.204341675019863e-10,1.3825577197840198,1.2414256888005946,13.453864252977613,3.1937195149490663,512,5.204341675019863e-10,1.3830596134833473,1.2415193378945613,13.458748251384009,3.193960438704436,512,5.227877819737545e-10,0.004883998406395307,0.00024092375536977073
100,conv1,1.201240779707945,1.0139155789225285,1.2179567405829306,1.0205943646080486,3.1258841252208334,3.1902597226181424,160,160,1.4530031360371174e-15,8.877603322546278e-12,1.201240779707945,1.0205943646080486,1.2179567405829306,3.1902597226181424,160,8.877603322546278e-12,1.2018233849481907,1.0207107658550447,1.2185474531123777,3.1906235794282836,160,8.875011465260998e-12,0.0005907125294470905,0.0003638568101411721
100,conv2,0.5510713260323218,2.6522427437926077,1.461574925781396,0.9061166501906992,2.2738548810883494,2.060377767871546,512,512,2.6478870591516834e-13,1.4812870480841641e-09,0.5510713260323218,0.9061166501906992,1.461574925781396,2.060377767871546,512,1.4812870480841641e-09,0.5507107873701229,0.9062297647412537,1.4606186897307223,2.0606349739444463,512,1.4842944898420077e-09,-0.0009562360506736312,0.00025720607290047326
100,fc1,1.4978757197892825,8.6753263612475,12.994560717760535,0.9176022527418175,1.9452278172899242,1.784945427241283,512,512,1.2387895437248426e-10,5.087260517808974e-06,1.4978757197892825,0.9176022527418175,12.994560717760535,1.784945427241283,512,5.087260517808974e-06,1.4979949386479603,0.9180394187115696,12.995594980267981,1.7857958146464172,512,5.512881898558626e-06,0.00103426250744576,0.000850387405134212
100,fc2,1.3832123943716264,9.730874667214037,13.45986644776733,1.2366078078480978,2.5743354292647136,3.183443291848729,512,512,9.597172609943949e-14,4.966221554261276e-10,1.3832123943716264,1.2366078078480978,13.45986644776733,3.183443291848729,512,4.966221554261276e-10,1.3834521434258753,1.2371832840532442,13.462199415765811,3.1849247606323363,512,4.990799339462759e-10,0.002332967998480484,0.0014814687836071094
150,conv1,1.19436598787748,1.0160693910565861,1.213558722001369,1.0211247508701087,3.121933939424117,3.1878840161273883,160,160,1.4524195915986405e-15,8.8657870109503e-12,1.19436598787748,1.0211247508701087,1.213558722001369,3.1878840161273883,160,8.8657870109503e-12,1.1955313101315141,1.0211896893960433,1.2147427702744102,3.1880867499154797,160,8.86356776450111e-12,0.0011840482730411939,0.00020273378809143594
150,conv2,0.5530511302471329,2.65187824274895,1.4666242594300876,0.9091842669656339,2.265984949665487,2.0601978654167747,512,512,2.647441892900931e-13,1.4800556410897277e-09,0.5530511302471329,0.9091842669656339,1.4666242594300876,2.0601978654167747,512,1.4800556410897277e-09,0.5530130603562794,0.9092784179978545,1.466523302714829,2.060411210238782,512,1.4810743206504706e-09,-0.00010095671525855998,0.00021334482200741078
150,fc1,1.4978232352801621,8.675123712787592,12.993801865943164,0.9170470148589173,1.94889082888579,1.7872245169156347,512,512,1.2362214147780374e-10,4.654596589909645e-06,1.4978232352801621,0.9170470148589173,12.993801865943164,1.7872245169156347,512,4.654596589909645e-06,1.4978298114324369,0.9170091608509795,12.9938589148777,1.7871507435867282,512,4.6344786384206265e-06,5.70489345363967e-05,-7.377332890645683e-05
150,fc2,1.381913541145723,9.729730860480892,13.445646827801973,1.2339559479485063,2.5763846999200317,3.179145224669851,512,512,9.593963145442199e-14,4.839705152260134e-10,1.381913541145723,1.2339559479485063,13.445646827801973,3.179145224669851,512,4.839705152260134e-10,1.381893247729059,1.2339900520190332,13.445449378319593,3.1792330898753614,512,4.844353530864239e-10,-0.00019744948238020754,8.78652055105178e-05
