method,learning_rate,n_runs,n_completed,n_diverged,utility_aggregate_scope,final_accuracy_mean,final_accuracy_sd,accuracy_auc_mean,accuracy_auc_sd,late_mean_accuracy_mean,late_mean_accuracy_sd,final_test_loss_mean,final_test_loss_sd,final_accuracy_mean_completed,final_accuracy_sd_completed,accuracy_auc_mean_completed,accuracy_auc_sd_completed,late_mean_accuracy_mean_completed,late_mean_accuracy_sd_completed,final_test_loss_mean_completed,final_test_loss_sd_completed,number_diverged,mechanism_aggregate_scope,median_fallback_rate,median_beta_train,median_effective_signal_lr,median_fallback_rate_completed,median_beta_train_completed,median_effective_signal_lr_completed
dp_fisher_wiener_adaptive_beta,0.5,1,1,0,completed_only,0.0,,0.07291666666666667,,0.0,,6.091619789600372,,0.0,,0.07291666666666667,,0.0,,6.091619789600372,,0,all_observed_seed_level,0.0,92.80017132634569,0.22229418675021276,0.0,92.80017132634569,0.22229418675021276
dp_fisher_wiener_adaptive_beta,1.0,1,1,0,completed_only,0.0,,0.078125,,0.0,,36.38468647003174,,0.0,,0.078125,,0.0,,36.38468647003174,,0,all_observed_seed_level,0.0,92.87670095381124,0.4772144697948534,0.0,92.87670095381124,0.4772144697948534
dp_fisher_wiener_adaptive_beta,5.0,1,1,0,completed_only,0.0,,0.078125,,0.0,,5931.950988769531,,0.0,,0.078125,,0.0,,5931.950988769531,,0,all_observed_seed_level,0.0,93.15527345009244,2.7461553502043157,0.0,93.15527345009244,2.7461553502043157
