seed,run_id,layer,step,interval_index,beta_train,gamma_model,sum_a,sum_a_H2,mean_H2,model_signal_retention,gamma_model_raw,model_noise_retention_after_raw
456,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,0,0,1.0,3.079720733696821,0.0005027152178990687,5.3002866583675836e-05,0.033851831727439045,0.10543318502507983,3.079720733696821,0.32107378449571233
456,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,0,0,1.0,1.4473220406561533,0.004184037525468037,0.001997400798935115,0.006687243316163737,0.4773859667311853,1.4473220406561533,0.014008043348977007
456,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,0,0,1.0,1.1350139275755378,0.05190464994615106,0.040290613927337314,0.0006509299124078334,0.7762428601124788,1.1350139275755378,0.0008385647660752883
456,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,0,0,1.0,2.0369429951169624,0.00018368146409163444,4.426980224544891e-05,0.0019528462144182415,0.24101398834323168,2.0369429951169624,0.008102626025329133
456,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,50,1,0.2055574152502176,10.453348749669415,0.00010331583526683926,9.454879790350351e-07,0.002804277340307532,0.009151433336361975,10.453348749669415,0.3064303958993088
456,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,50,1,0.2296753530571727,2.2205165293960287,0.0011007190069315096,0.0002232381655463804,0.002440620797288015,0.20281122079349267,2.2205165293960287,0.012033953485113697
456,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,50,1,0.18554658072921995,1.1857809862272453,0.02479965073856156,0.017637482672061493,0.0005545907594861548,0.7111988333221386,1.1857809862272453,0.0007797970602617005
456,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,50,1,6.848438361851721,1.0609176706904457,0.0041279760756386015,0.00366753110114612,0.007280547108347126,0.8884574508050533,1.0609176706904457,0.00819459288877598
456,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,100,2,0.17717289533810918,11.934434310553026,8.908666252873104e-05,6.25473641375047e-07,0.002147772974094511,0.007020957162620472,11.934434310553026,0.305908856064418
456,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,100,2,0.15016855875937624,2.5344466934734693,0.0009045857094310544,0.00014082618036935187,0.0019939534784857763,0.15568030635585156,2.5344466934734693,0.012808000736637999
