seed,run_id,method,learning_rate,fingerprint,status,planned_steps,completed_steps,epsilon_spent,noise_multiplier,sample_rate,final_accuracy,best_accuracy,late_mean_accuracy,accuracy_auc,final_test_loss,final_model_hash,parameters_finite,wall_time,diagnostic_seconds,research_overhead_seconds,core_training_runtime,total_refresh_time,total_measurement_only_refresh_time,total_beta_trace_time,fisher_beta_trace_time,mean_refresh_time,number_of_refreshes,total_diagnostic_spectrum_time,mean_diagnostic_spectrum_time,total_wiener_filter_time,mean_wiener_filter_time,diagnostics_all_finite,diagnostic_nonfinite_count,diagnostic_nonfinite_steps,beta_diagnostics_all_finite,beta_diagnostic_nonfinite_count,beta_diagnostic_nonfinite_steps,active_state_bytes,peak_cuda_allocated_memory,diverged_step,beta_step_rows,beta_train,filter_position,synthetic_fisher_role,contains_non_dp_oracle,release_safe_under_dp,deployable_beta_estimator_is_postprocessing,oracle_is_research_only
42,dp_sgd_lr0p10,dp_sgd,0.1,3e67cd62a3399a0984603c0f797375b4acfeb07deb6eaa48020a8ac3e16af8af,completed,4,4,0.9941875233938002,2.734375,0.25,0.09375,0.09375,0.09375,0.0625,9.7860746383667,d5472e36184571e8efa725334f4270c5e19f791149894a78816befa428b652d7,True,0.7476214962080121,0.07381229382008314,0.5639711963012815,0.18365029990673065,0.4901589024811983,0.4901589024811983,0.0008170641958713531,0,0.24507945124059916,2,0.0,0.0,0.0,0.0,True,0,[],True,0,[],0,121200640,,16,1.0,after global clipping and DP Gaussian noise,measurement_only_for_dp_sgd,True,False,True,True
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,3e67cd62a3399a0984603c0f797375b4acfeb07deb6eaa48020a8ac3e16af8af,completed,4,4,0.9941875233938002,2.734375,0.25,0.125,0.15625,0.125,0.13541666666666666,2.3027557730674744,a2a834bc9806b93b16ec80285f43237e920b5978e66778741f5fcc76817b74af,True,0.4751973291859031,0.20246588718146086,0.20314098615199327,0.2720563430339098,0.13192867301404476,0,0.0006750989705324173,0.0006750989705324173,0.06596433650702238,2,0.1183979855850339,0.05919899279251695,0.007617735303938389,0.0019044338259845972,True,0,[],True,0,[],10905008,140856832,,16,1.0,after global clipping and DP Gaussian noise,training_filter_and_measurement,True,False,True,True
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,3e67cd62a3399a0984603c0f797375b4acfeb07deb6eaa48020a8ac3e16af8af,completed,4,4,0.9941875233938002,2.734375,0.25,0.0,0.15625,0.0,0.078125,2.6104637682437897,23103ce65ab1364238810aead3070724e24a6a2b37bd697326bf9bd991388119,True,0.29797383211553097,0.07556741870939732,0.07626978401094675,0.22170404810458422,0.09137648809701204,0,0.0007023653015494347,0.0007023653015494347,0.04568824404850602,2,0.009339222684502602,0.004669611342251301,0.006271215155720711,0.0015678037889301777,True,0,[],True,0,[],10905008,140856832,,16,1.0,after global clipping and DP Gaussian noise,training_filter_and_measurement,True,False,True,True
