seed,run_id,method,learning_rate,config_fingerprint,refresh_step,interval_index,layer,beta_train,beta_source_interval,beta_raw_previous,beta_update_accepted,beta_fallback_used,beta_fallback_reason,previous_beta_train,numerator_previous,denominator_previous,previous_interval_n_steps,accepted_update_count,fallback_count,trace_A,trace_G,trace_F,beta_scaled_trace_F,H_mean,H_std,H_min,H_max,H_q10,H_q25,H_q50,H_q75,H_q90,H_beta1_mean,H_beta1_q10,H_beta1_q50,H_beta1_q90,H_fro_ratio_vs_beta1,H_hash,H_hash_copy,H_beta1_hash,H_beta1_hash_copy,H_stats_digest,H_beta1_stats_digest,beta_algorithm_active
91,dp_sgd_lr0p50,dp_sgd,0.5,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,0,0,conv1,,,,False,False,not_applicable,,,,0,0,0,3.141690969467163,0.000160000185132958,0.0005026711367452884,,,,,,,,,,,,,,,,,,,,,,False
91,dp_sgd_lr0p50,dp_sgd,0.5,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,0,0,conv2,,,,False,False,not_applicable,,,,0,0,0,20.448074340820312,0.0003200029022991657,0.0065434431354916,,,,,,,,,,,,,,,,,,,,,,False
91,dp_sgd_lr0p50,dp_sgd,0.5,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,0,0,fc1,,,,False,False,not_applicable,,,,0,0,0,66.95089721679688,0.0012823340948671103,0.08585341818304215,,,,,,,,,,,,,,,,,,,,,,False
91,dp_sgd_lr0p50,dp_sgd,0.5,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,0,0,fc2,,,,False,False,not_applicable,,,,0,0,0,1.8253209590911865,0.00011374698078725487,0.00020762474806431883,,,,,,,,,,,,,,,,,,,,,,False
91,dp_sgd_lr0p50,dp_sgd,0.5,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,50,1,conv1,,,,False,False,not_applicable,,,,0,0,0,3.1411185264587402,0.00016000345931388438,0.0005025898303483295,,,,,,,,,,,,,,,,,,,,,,False
91,dp_sgd_lr0p50,dp_sgd,0.5,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,50,1,conv2,,,,False,False,not_applicable,,,,0,0,0,30.392513275146484,0.00032002461375668645,0.009726352321973719,,,,,,,,,,,,,,,,,,,,,,False
91,dp_sgd_lr0p50,dp_sgd,0.5,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,50,1,fc1,,,,False,False,not_applicable,,,,0,0,0,1003.2747802734375,0.0012862409930676222,1.2904531496986067,,,,,,,,,,,,,,,,,,,,,,False
91,dp_sgd_lr0p50,dp_sgd,0.5,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,50,1,fc2,,,,False,False,not_applicable,,,,0,0,0,124.10011291503906,0.00011472309415694326,0.014237148938839317,,,,,,,,,,,,,,,,,,,,,,False
91,dp_sgd_lr0p50,dp_sgd,0.5,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,100,2,conv1,,,,False,False,not_applicable,,,,0,0,0,3.141633987426758,0.00016000894538592547,0.0005026895411167354,,,,,,,,,,,,,,,,,,,,,,False
91,dp_sgd_lr0p50,dp_sgd,0.5,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,100,2,conv2,,,,False,False,not_applicable,,,,0,0,0,36.66227722167969,0.0003200516221113503,0.011733821295094593,,,,,,,,,,,,,,,,,,,,,,False
