seed,run_id,layer,step,interval_index,beta_train,gamma_model,sum_a,sum_a_H2,mean_H2,model_signal_retention,gamma_model_raw,model_noise_retention_after_raw
123,dp_fisher_wiener_beta1_gamma_lr0p50,conv1,0,0,1.0,3.0922205570830834,0.0005024769404019488,5.255030123808915e-05,0.03376406272460929,0.10458251317175339,3.0922205570830834,0.3228461594641483
123,dp_fisher_wiener_beta1_gamma_lr0p50,conv2,0,0,1.0,1.4765712428003757,0.004412557336648515,0.0020238650452847257,0.007516852804392273,0.45866033931740796,1.4765712428003757,0.016388713302700378
123,dp_fisher_wiener_beta1_gamma_lr0p50,fc1,0,0,1.0,1.1654769421700852,0.05833867561549605,0.042948618032601374,0.0008168157751134447,0.736194601256825,1.1654769421700852,0.0011095106833423987
123,dp_fisher_wiener_beta1_gamma_lr0p50,fc2,0,0,1.0,2.033698137121436,0.00019444873970717724,4.701453564901742e-05,0.0020132769508501313,0.2417836994974469,2.033698137121436,0.008326768740137463
123,dp_fisher_wiener_beta1_gamma_lr0p50,conv1,50,1,1.0,3.0906863016113735,0.0005026489034590214,5.262048963442535e-05,0.03378042615449944,0.10468637108787655,3.0906863016113735,0.3226821772830701
123,dp_fisher_wiener_beta1_gamma_lr0p50,conv2,50,1,1.0,1.407794832527253,0.005651104514492395,0.00285137676243473,0.009240340328145163,0.504569815532929,1.407794832527253,0.018313303815816796
123,dp_fisher_wiener_beta1_gamma_lr0p50,fc1,50,1,1.0,1.0806452648392921,0.30737172318034933,0.26320710124129504,0.003567331803897798,0.8563152736299661,1.0806452648392921,0.0041659093487562
123,dp_fisher_wiener_beta1_gamma_lr0p50,fc2,50,1,1.0,1.190273869260571,0.0012707728974105771,0.0008969622076394763,0.006038391086814566,0.7058398943408333,1.190273869260571,0.00855490194763456
123,dp_fisher_wiener_beta1_gamma_lr0p50,conv1,100,2,1.0,3.0814301052743587,0.0005025778781380457,5.292961388716523e-05,0.033832053362940505,0.10531624289405507,3.0814301052743587,0.32124250194696485
123,dp_fisher_wiener_beta1_gamma_lr0p50,conv2,100,2,1.0,1.278302480856484,0.009384194960590762,0.005742880220827348,0.01324643138392537,0.6119736690195339,1.278302480856484,0.02164542700856391
123,dp_fisher_wiener_beta1_gamma_lr0p50,fc1,100,2,1.0,1.0256941038035667,2.2921546330950875,2.1787539859474094,0.011892021515798528,0.9505266156522112,1.0256941038035667,0.012510982143975764
123,dp_fisher_wiener_beta1_gamma_lr0p50,fc2,100,2,1.0,1.0467346889257123,0.020141948978848145,0.018383502460758924,0.026875263392323864,0.9126973005474378,1.0467346889257123,0.029445976641109844
123,dp_fisher_wiener_beta1_gamma_lr0p50,conv1,150,3,1.0,3.082819674097834,0.0005026388283887162,5.28883222770735e-05,0.03382342136946436,0.10522132252817579,3.082819674097834,0.3214502589093313
123,dp_fisher_wiener_beta1_gamma_lr0p50,conv2,150,3,1.0,1.2216719010068613,0.0125097199744405,0.008381821700715527,0.015794846389050987,0.6700247262001886,1.2216719010068613,0.023573527619832696
123,dp_fisher_wiener_beta1_gamma_lr0p50,fc1,150,3,1.0,1.0144219748680519,5.4040697913777915,5.2515034130574065,0.016776985084576743,0.9717682442658669,1.0144219748680519,0.01726438910056286
123,dp_fisher_wiener_beta1_gamma_lr0p50,fc2,150,3,1.0,1.0252427008566791,0.07374008828013823,0.07015365151944428,0.05898708599184836,0.951363812488682,1.0252427008566791,0.062002658938165256
