seed,method,config_fingerprint,step,refresh_time,active_state_bytes
42,dp_fisher_wiener,d9c545447e9ad895a94ccf81dea4e55cc56ab5145782f0caa55cc6eaa21f329b,0,0.04733520187437534,10905072
42,dp_fisher_wiener,d9c545447e9ad895a94ccf81dea4e55cc56ab5145782f0caa55cc6eaa21f329b,2,0.044567896984517574,10905072
