seed,run_id,learning_rate,step,refresh_index,interval_index,layer,beta_train,beta_source_interval,trace_F,sum_a,sum_a_H2,H_mean,H_q50,H_q90,mean_H2,sum_H2,model_signal_retention,gamma_model_raw,model_noise_retention_before,model_noise_retention_after_raw
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,0,0,0,conv1,1.0,,0.0005027726689443,0.0005027725508821132,5.3024591743261277e-05,0.12761729474118672,0.05734092836177828,0.3685759271890312,0.0338531087336518,5.416497397384288,0.10546437280680848,3.0792653346011822,0.0338531087336518,0.320990945403568
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,0,0,0,conv2,1.0,,0.0061612685488167,0.006161266014796353,0.0033316566271422406,0.025473982896930928,0.003503526793383106,0.04135255393964607,0.00955699161442529,44.344441090933344,0.5407422142042282,1.3598933889505915,0.00955699161442529,0.01767384044260283
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,0,0,0,fc1,1.0,,0.0606304524490202,0.06063010938117854,0.045115638528179375,0.0036188416144407073,0.0005288194632074892,0.0032491931611197283,0.0008187544370321959,164.43209109804997,0.7441127682046482,1.1592593881593598,0.0008187544370321959,0.0011003096197470697
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,0,0,0,fc2,1.0,,0.0001898816563733,0.00018988159910597927,4.439294187691452e-05,0.004521857554866869,0.0002885343297180261,0.0015733204777743516,0.0019567718400414695,2.5242356736534957,0.23379275341017816,2.068161632878738,0.0019567718400414695,0.008369685593327214
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,50,1,1,conv1,0.13135711676829054,0,0.0005026429766788,6.602572767913344e-05,2.6962189274781874e-07,0.02236542098586953,0.007920293195901366,0.07126334579405212,0.001242612617199761,0.19881801875196178,0.004083588356013366,15.648727269364905,0.001242612617199761,0.30429428945009307
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,50,1,1,conv2,0.1264079524059719,0,0.0064073009603127,0.0008099336235198329,0.00011908178873444022,0.006743296743116309,0.00045238063970358996,0.005607432550027991,0.00180954914475897,8.39630803168162,0.1470266022750496,2.6079666863898883,0.00180954914475897,0.012307630842027902
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,50,1,1,fc1,0.20941521360765045,0,0.1357057541068229,0.028418563912176995,0.01967081861488145,0.0018852798562837782,0.00013754819052423463,0.0009304496040754845,0.000616833194066574,123.87984403077819,0.6921820073551554,1.201959534937653,0.000616833194066574,0.0008911430628246302
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,50,1,1,fc2,5.5457091221074055,0,0.0006452104928287,0.003578149571713213,0.0030984342218050354,0.014078826921739169,0.0021417992454132017,0.017769869165853804,0.007282961868507405,9.395020810374552,0.8659320019206211,1.0746278833300664,0.007282961868507405,0.008410547078008354
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,100,2,2,conv1,0.18622337011861811,1,0.0005026641558412,9.360781655316628e-05,7.186665006724807e-07,0.03099990128812937,0.011237476998050534,0.09807667179675521,0.0023495519614858415,0.3759283138377346,0.007677419761888162,11.412803947080416,0.0023495519614858415,0.30603406279142925
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,100,2,2,conv2,0.1782294017338715,1,0.006531259552224,0.001164062515861213,0.00024209780539143685,0.008752586992696314,0.0006464744155194357,0.00805863468311281,0.002661469807423624,12.349219906445617,0.20797663535478134,2.1927682085802633,0.002661469807423624,0.012796965403750762
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,100,2,2,fc1,0.06761757489074029,1,0.2106154439770158,0.014241129031776802,0.008593644947577582,0.001138093785995975,4.786755558856548e-05,0.0003347963558812309,0.00047725315752893685,95.84770613285144,0.603438458313399,1.2873110804200663,0.00047725315752893685,0.0007908895280934727
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,100,2,2,fc2,1.8901921016833796,1,0.0011145656328141,0.0021067418112348866,0.0017157325524346585,0.01073683248720719,0.0008171256526981845,0.008766817295276355,0.006674862183643169,8.610572216899689,0.8144009594744624,1.1081048651955732,0.006674862183643169,0.008196039194195565
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,150,3,3,conv1,0.5333109522725268,2,0.0005027301347611,0.00026811151639399085,1.1862263554102385e-05,0.07817302473105689,0.031512163839965496,0.23741542919440334,0.013826659548573978,2.2122655277718364,0.044243767345938045,4.754161711277031,0.013826659548573978,0.3125108999074281
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,150,3,3,conv2,0.1429386729978537,2,0.0067603666242412,0.0009663176485706975,0.0001667324868274023,0.007702748621867643,0.0005239936005541261,0.0065360848007241425,0.002196231620034194,10.19051471695866,0.17254418055389978,2.4074087897025898,0.002196231620034194,0.0127285174903255
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,150,3,3,fc1,0.04168469859272173,2,0.3510017758597854,0.014631119958038466,0.00906337824859993,0.0011074967477579492,3.156452658853762e-05,0.00023853368554333976,0.0004850415256727023,97.41185968390015,0.6194589528753354,1.2705557704732948,0.0004850415256727023,0.0007830083388435837
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,150,3,3,fc2,1.261792903593576,2,0.002254881571955,0.0028451935560133805,0.0024262644853178307,0.011619471914513103,0.0007726170596317163,0.009437338921376067,0.007035495719950837,9.07578947873658,0.8527590258982086,1.0828962195892002,0.007035495719950837,0.008250274117638767
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,200,4,4,conv1,0.3849793167786696,3,0.0005027138992764,0.00019353444929343734,5.1395635961268825e-06,0.05940498559683739,0.022970946205777394,0.1834975063327572,0.00823333846446002,1.3173341543136032,0.026556324286919408,6.136433304744415,0.00823333846446002,0.31003305937619685
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,200,4,4,conv2,0.0413246144532918,3,0.0073108628391715,0.0003021186520104053,1.1674350783493778e-05,0.0031225088280856343,0.00015731249953416116,0.0019476016964897608,0.00047323373540784165,2.195804532292385,0.038641608870582746,5.087124890908202,0.00047323373540784165,0.012246739958286445
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,200,4,4,fc1,0.020553384502881456,3,0.5503469589734777,0.011311205529919204,0.006355612850834082,0.000977587071126363,1.709760338306438e-05,0.0001431552594440572,0.0004398585326445848,88.33766882807726,0.5618864261658837,1.3340611274129024,0.0004398585326445848,0.00078282462818336
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,200,4,4,fc2,0.7398600890328438,3,0.0035881921173385,0.0026547598893096056,0.002233474656793954,0.011732023862751299,0.000557703689743744,0.008166225599790881,0.007027863973174373,9.065944525394942,0.8413094780390061,1.0902399932206266,0.007027863973174373,0.008353482465876293
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,250,5,5,conv1,0.6425396474276578,4,0.0005026565869918,0.0003229767927782397,1.8722931374886186e-05,0.09095875855734346,0.03782753386845994,0.2727043750269847,0.0182757421475495,2.92411874360792,0.05796989688897434,4.153351967192999,0.0182757421475495,0.31526262988791837
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,250,5,5,conv2,0.06506828949656168,4,0.0077996082755332,0.0005075070839246775,4.03808908556805e-05,0.004782845524668792,0.00025244594502865257,0.003086635748547278,0.0010002444786314062,4.641134380849724,0.07956714720788745,3.5451376813920215,0.0010002444786314062,0.012571073787753602
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,250,5,5,fc1,0.012800284682618986,4,0.7078185407788737,0.009060016878936386,0.004598086835294394,0.000878859623928398,1.1459355310456819e-05,9.955492812599658e-05,0.0003973839122658364,79.80740586817245,0.5075141577257407,1.403705233243731,0.0003973839122658364,0.0007830006438570757
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,250,5,5,fc2,0.45118143009257017,4,0.0054777461065955,0.0024714562959964642,0.0020631202142258245,0.011235881617422812,0.0004146969216304479,0.00636544944781218,0.006947378801262726,8.962118653628917,0.8347791614069375,1.0944960546120588,0.006947378801262726,0.008322415223630652
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,300,6,6,conv1,0.5206515009952603,5,0.0005026769266458,0.00026171951295891503,1.1103675111993936e-05,0.07668144857172857,0.03092805063481832,0.2330142711426965,0.013295703368684266,2.1273125389894827,0.04242585883818682,4.854949073498669,0.013295703368684266,0.31338678185383056
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,300,6,6,conv2,0.03899071648029682,5,0.0085350061258752,0.00033278600873619857,1.4549408496469773e-05,0.003395307016074603,0.00015504585663932106,0.0018579466105421844,0.0005445082390694846,2.5265182292824084,0.04372001260426539,4.782553762092309,0.0005445082390694846,0.01245443920609395
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,300,6,6,fc1,0.014075407053550475,5,1.013707031650256,0.014267840119654538,0.008453770628328142,0.0011689358857338904,1.3498632371648474e-05,0.00012908638297618613,0.0004940593953917624,99.22293649531844,0.5925052816286275,1.299133814605072,0.0004940593953917624,0.0008338480866090079
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,300,6,6,fc2,0.33260035661073983,5,0.0089828682512657,0.002987704496532279,0.002547786365743291,0.0123241805988107,0.00038213337040978856,0.007671141323609402,0.0072654326931408785,9.372408174151733,0.8527571480715093,1.0828974118924948,0.0072654326931408785,0.008519931740908284
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,350,7,7,conv1,0.27176634609542105,6,0.0005027385260515,0.00013662738493308357,2.0330363998424144e-06,0.043741967231059414,0.016324745406841003,0.13694178303596047,0.004580661746976253,0.7329058795162006,0.014880153058906463,8.197780785332483,0.004580661746976253,0.30783700468957975
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,350,7,7,conv2,0.10325078810779542,6,0.009205859005125,0.0009505120935873344,0.00015543405849072155,0.007681462287844221,0.0004139374952947235,0.005097234608547631,0.0021617190726401776,10.030376497050424,0.16352665004407968,2.4728953048398283,0.0021617190726401776,0.013219368659832954
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,350,7,7,fc1,0.004526108929511634,6,1.3325828971105125,0.006031177403572476,0.0023804339921321407,0.000730341212520985,4.4780685447609335e-06,4.590836536282122e-05,0.00031387903198813163,63.03695375224045,0.39468810695605255,1.5917431147365448,0.00031387903198813163,0.0007952583988629816
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,350,7,7,fc2,0.17635718929645078,6,0.0140941481825487,0.002485603013176255,0.002071912410035976,0.011390958020757246,0.00025348043339524465,0.005491159181920075,0.007030739951767269,9.069654537779778,0.8335652954444885,1.0952926857747012,0.007030739951767269,0.008434540149633043
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,400,8,8,conv1,0.3061192210605247,7,0.0005027243799691,0.00015389358764466866,2.8183572392823004e-06,0.04860840551291719,0.01824036100544516,0.15167799197819531,0.005631258976767901,0.9010014362828642,0.01831367558854839,7.389452156684376,0.005631258976767901,0.307489283051904
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,400,8,8,conv2,0.01762020161043983,7,0.009586440695535,0.00016891502643661996,2.528131360655242e-06,0.0018771959027464248,7.108675627545424e-05,0.0008932496019144961,0.0001826979843254228,0.8477186472699617,0.01496688254436525,8.173994191648427,0.0001826979843254228,0.012206816201294048
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,400,8,8,fc1,0.0036818261442122958,7,1.863438198417782,0.006860547086672458,0.002888099720147386,0.0007955894025562777,3.9337724275562105e-06,4.1697827150266064e-05,0.0003406476573733452,68.41295032560366,0.4209722174719726,1.5412506844981813,0.0003406476573733452,0.0008091927287244907
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,400,8,8,fc2,0.15281520244286123,7,0.0200969602366138,0.0030711195657937233,0.0026161319320331822,0.012810279889148662,0.0002806114185481793,0.006755674201272184,0.00745038038871639,9.610990701444143,0.8518495864413046,1.083474118465702,0.00745038038871639,0.008746121976581775
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,450,9,9,conv1,0.24381322416087486,8,0.0005025991411664,0.00012254033125997098,1.511035418348474e-06,0.039662489425705875,0.014675507038707214,0.12460996927689283,0.0037899572940999736,0.6063931670559958,0.012330923238185082,9.005383305829305,0.0037899572940999736,0.3073538956404853
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,450,9,9,conv2,0.018669634366487973,8,0.0100175067323964,0.000187023152012129,3.3541293464683115e-06,0.0020557771601644997,7.613682176445556e-05,0.0009848494402572975,0.00021807197236918205,1.0118539517930047,0.017934300167557794,7.467199988126481,0.00021807197236918205,0.012159491607242237
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,450,9,9,fc1,0.0044757052543558246,8,2.1161880513469384,0.009470997121874021,0.004676162349705929,0.0009612604126680126,5.128782768620595e-06,5.371601610349696e-05,0.0004102036903648574,82.38202754335504,0.49373495625988106,1.4231578147189001,0.0004102036903648574,0.0008308175979116693
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,450,9,9,fc2,0.09165989167238861,8,0.026807767025529,0.002457194465371548,0.002038662117006487,0.011561801722115876,0.0001931880712728495,0.0054311315502781985,0.007075499813829637,9.127394759840232,0.8296706450127156,1.0978604442886486,0.007075499813829637,0.008528082626957591
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,500,10,10,conv1,0.30827997418367276,9,0.0005026647835236,0.0001549614827658443,2.8416354731583374e-06,0.048943209445476324,0.018529389611138872,0.15249012602173737,0.005671497791688645,0.9074396466701833,0.018337688969149914,7.384612292261884,0.005671497791688645,0.30928094599215794
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,500,10,10,conv2,0.03149168866186101,9,0.0103535183425395,0.0003260497142711363,1.414725159729212e-05,0.0033285844592960954,0.00012911311319509445,0.0016756823737813073,0.0005328132543349985,2.4722535001143933,0.043389860435600794,4.800714436827613,0.0005328132543349985,0.012279672001383817
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,500,10,10,fc1,0.004722740103244666,9,2.374421508695832,0.01121321897314159,0.005914572010098265,0.0010670231580414593,5.36265970847704e-06,5.890250396541311e-05,0.00044854608464428293,90.08240727128063,0.5274642387939731,1.3769034551621793,0.00044854608464428293,0.0008503819816673573
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,500,10,10,fc2,0.09397622091770065,9,0.0340696036230872,0.0032017305827447447,0.002744946896513697,0.01279801811851074,0.00023047031214300028,0.006271813452610443,0.007542620616450788,9.729980595221516,0.8573322537839954,1.0800041359843864,0.007542620616450788,0.008797780070865206
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,550,11,11,conv1,0.21717858978993054,10,0.0005026286686631,0.00010916016944990284,1.1009687882165368e-06,0.03570288789675359,0.0130671790831388,0.11254765825621246,0.003092980712455922,0.4948769139929475,0.010085810545776105,9.957368896622834,0.003092980712455922,0.3066665488527591
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,550,11,11,conv2,0.019791151375660333,10,0.0107845961983779,0.0002134395618311638,4.861483889734552e-06,0.0023078654109499946,8.112325783771399e-05,0.0010762555769521,0.00027436143770048034,1.2730370709302288,0.02277686408286441,6.626024462125068,0.00027436143770048034,0.012045619480466107
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,550,11,11,fc1,0.0030930167826013068,10,2.822427458252605,0.008729369014999069,0.004092038351728659,0.0009333857222568285,3.667108111610632e-06,4.039648831111688e-05,0.00039302756219784985,78.93251137131858,0.46876679685525885,1.460567318447831,0.00039302756219784985,0.000838428755693644
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,550,11,11,fc2,0.07295757616256142,10,0.0500706858712014,0.0036530325588080897,0.0031877603408710176,0.01302213320172616,0.00018657413354104767,0.005900135206263044,0.007696500987160538,9.928486273437095,0.8726339800023899,1.0704932664997953,0.007696500987160538,0.008819850204709496
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,600,12,12,conv1,0.33888474843327315,11,0.0005029037102278,0.00017042637919673063,3.6771823363690772e-06,0.053197488806952076,0.020301466480268933,0.16519157946536833,0.0066695090282403394,1.0671214445184543,0.021576368363282215,6.807863289661984,0.0066695090282403394,0.3091117520773439
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,600,12,12,conv2,0.02103110421773449,11,0.011124246396083,0.00023395510635772592,6.227471062173982e-06,0.0024993806518261103,8.72557320551332e-05,0.001158110645076261,0.00031992049354634926,1.4844310900550606,0.026618230989376015,6.129293320761725,0.00031992049354634926,0.012018848798556048
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,600,12,12,fc1,0.0030619226993388077,11,3.1444476752433275,0.009627572344080994,0.004705949099402603,0.000992198594556841,3.6801265185783884e-06,4.155316858957642e-05,0.00041553074950906213,83.45187148540397,0.48879914179983375,1.4303251748585561,0.00041553074950906213,0.0008501053172454721
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,600,12,12,fc2,0.06122352410661916,11,0.0651551452840459,0.003989022302189567,0.003512981107836019,0.013354672780511492,0.00017618850218713723,0.005966988165711787,0.007843505370726837,10.11812192823762,0.8806621878016953,1.065602731530235,0.007843505370726837,0.008906372363171124
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,650,13,13,conv1,0.08471778046323969,12,0.0005027205073022,4.2589359602957615e-05,7.586104510929954e-08,0.014720876401518344,0.005152940715056139,0.0471428323512997,0.0005424986194751053,0.08679977911601686,0.00178122061041818,23.6941505809741,0.0005424986194751053,0.30456565363216975
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,650,13,13,conv2,0.025970274351972123,12,0.0115202682946433,0.0002991845060809332,1.1732658107172626e-05,0.0030861199205788324,0.00010832489786063107,0.0014605318076325222,0.00047257563773614317,2.1927509590957044,0.039215460255147015,5.049767021352343,0.00047257563773614317,0.012050748216683695
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,650,13,13,fc1,0.0027750993536089425,12,3.5312521191811186,0.009799045005136727,0.004803064732267855,0.0010094055244588586,3.503626334151535e-06,4.050105113353035e-05,0.000419592121814951,84.26752500834024,0.4901564111349683,1.428343478572376,0.000419592121814951,0.0008560372001324556
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,650,13,13,fc2,0.0607379200183556,12,0.0725641828608587,0.004407394417302035,0.003908194965788196,0.014122915002949267,0.00017195843351709307,0.006490274557420406,0.008106503441731961,10.45738943983423,0.8867359250730681,1.061947014053598,0.008106503441731961,0.009141958967168242
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,700,14,14,conv1,0.20697196171440788,13,0.0005026515818746,0.0001040347919273996,9.678956973237479e-07,0.03415872816921963,0.012433755889680122,0.10786593181445492,0.0028447823103724566,0.4551651696595931,0.00930357699950216,10.367523341894973,0.0028447823103724566,0.3057729635090549
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,700,14,14,conv2,0.037800209731802814,13,0.0116172265565644,0.0004391334754441464,2.99364237163263e-05,0.004234041403758122,0.00015718188052681674,0.0021211852702743006,0.0008318774300366213,3.8599112753699227,0.06817158196843941,3.829995942625397,0.0008318774300366213,0.01220270097915207
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,700,14,14,fc1,0.0038950918562630174,13,3.8070392922361407,0.01482800652558385,0.008467897257375156,0.0012965319483908483,4.76856581682065e-06,5.688469597246835e-05,0.0005226468069118572,104.96420352572211,0.5710745569719619,1.323285623499339,0.0005226468069118572,0.000915198900968578
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,700,14,14,fc2,0.06485132809199873,13,0.0803245369545386,0.0052091454430285185,0.0046645679857589455,0.01560686735048565,0.00018122896100825422,0.007391205913909663,0.008643239768973505,11.149779301975821,0.8954574290110503,1.0567628271601412,0.008643239768973505,0.009652317898036942
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,750,15,15,conv1,0.06696728981548151,14,0.0005026561249749,3.366150864910221e-05,3.832122885825343e-08,0.011725444647977156,0.004069405913501454,0.03764251280588648,0.00034609348474119587,0.05537495755859134,0.0011384287394164523,29.63787585445326,0.00034609348474119587,0.3040097924079113
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,750,15,15,conv2,0.037800209731802814,14,0.0118298062227171,0.00044716911342837826,3.127187371840155e-05,0.004295690768944972,0.00015851547639681297,0.002158459260068556,0.0008531773635933726,3.958742967073249,0.06993299129862705,3.781455094841012,0.0008531773635933726,0.012199926640491389
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,750,15,15,fc1,0.0032567563692943334,14,4.1277664017857205,0.013442410918403487,0.007431575658098127,0.001222873006750846,4.069716932433795e-06,4.8662091544137494e-05,0.000496403085222911,99.69362441148765,0.5528454458957093,1.3449252022078169,0.000496403085222911,0.0008979057147131753
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,750,15,15,fc2,0.060300970623464206,14,0.091635209651439,0.005525680778174646,0.004965743647020602,0.016110014873157174,0.00018350151202725407,0.008352513770905646,0.008824060581836652,11.38303815056928,0.8986663990135504,1.0548743884151364,0.008824060581836652,0.009819061435392108
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,800,16,16,conv1,0.16869433869978007,15,0.0005027341443867,8.480839273463964e-05,5.429849833517984e-07,0.02829214552125542,0.010204674411128756,0.08967338922765629,0.0019611755046472284,0.3137880807435565,0.006402491143191049,12.497567952944014,0.0019611755046472284,0.30631444242338524
