step,layer,M_syn,M_stale,refresh_seconds,preconditioner_state_bytes,A_old_diag,A_new_diag,delta_stale_diag,S_old_full,S_new_full,delta_stale_full,seed,method,config_fingerprint
0,conv1,2560,512,0.5472004106268287,827688,,0.1458852254096309,,,2.0330675620859617,,7,syn_diag,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,conv2,2560,512,0.5472004106268287,827688,,0.9985693273472965,,,1.3956321373866112,,7,syn_diag,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,fc1,2560,512,0.5472004106268287,827688,,11.965199438491533,,,1.47206847966372,,7,syn_diag,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,fc2,2560,512,0.5472004106268287,827688,,12.080822511021358,,,1.9784023443708794,,7,syn_diag,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,conv1,2560,512,0.5388147253543139,827688,0.25117574904898593,0.12414974055029356,0.1270260084986924,2.0406880127647526,2.0447952239170526,-0.00410721115229995,7,syn_diag,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,conv2,2560,512,0.5388147253543139,827688,0.9709889217999639,0.7436272034804051,0.22736171831955876,1.436877476951115,1.3800656196587457,0.05681185729236926,7,syn_diag,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,fc1,2560,512,0.5388147253543139,827688,13.166406844917608,11.97102490512961,1.195381939787998,1.362482896948869,1.4159635814537361,-0.053480684504867204,7,syn_diag,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,fc2,2560,512,0.5388147253543139,827688,14.092668231370784,12.069311352601474,2.0233568787693095,3.9186224276873647,1.9771801275861962,1.9414423001011685,7,syn_diag,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,conv1,2560,512,0.5457261679694057,827688,0.47465268445451914,0.1367735880146283,0.33787909643989084,2.0265407544097664,2.089386736277087,-0.0628459818673206,7,syn_diag,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,conv2,2560,512,0.5457261679694057,827688,1.1752584001230058,0.4391253488090201,0.7361330513139857,1.4710559137429278,1.3614418466920317,0.10961406705089605,7,syn_diag,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,fc1,2560,512,0.5457261679694057,827688,12.889450206572295,11.983977587479911,0.9054726190923841,1.3533868778637577,1.350429955332682,0.002956922531075712,7,syn_diag,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,fc2,2560,512,0.5457261679694057,827688,13.479180627049958,12.071516035524144,1.4076645915258137,3.670825261699308,2.277009580665425,1.3938156810338826,7,syn_diag,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
150,conv1,2560,512,0.5348944505676627,827688,0.43593141772860927,0.11102446363598986,0.3249069540926194,2.149646135771853,2.235745205695256,-0.086099069923403,7,syn_diag,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
