scope,n_intervals,gamma_model_median,gamma_model_q10,gamma_model_q90,gamma_oracle_median,gamma_oracle_q10,gamma_oracle_q90,model_multiplicative_error_median,model_multiplicative_error_q10,model_multiplicative_error_q90,model_to_oracle_ratio_median,model_to_oracle_ratio_q10,model_to_oracle_ratio_q90,signal_retention_oracle_median,signal_retention_oracle_q10,signal_retention_oracle_q90,signal_retention_after_model_gamma_median,signal_retention_after_model_gamma_q10,signal_retention_after_model_gamma_q90,noise_retention_after_model_gamma_median,noise_retention_after_model_gamma_q10,noise_retention_after_model_gamma_q90,gamma_dp_valid_rate
overall,864,2.311436945436747,1.0857470004544951,21.771016514104524,2.6161873838348106,1.3150706357168822,21.85877596829879,1.1854632464339945,1.0639893848307416,1.6871675677490217,0.894528127183013,0.5927094137111282,1.2073678923010076,0.1461064515341888,0.002094428170100702,0.5782323342509396,0.8001805712283213,0.3513044842113361,1.4577372689011228,0.0120594122491853,0.00091636013247816,0.30981186204915273,0.8993055555555556
